code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,영업비용
17670,SK_Telecom,커뮤니케이션서비스,2015,Q4,"2,713,529,000,000","20,433,411,000,000","23,146,940,000,000","3,491,306,000,000","5,876,174,000,000","9,367,480,000,000","13,418,603,000,000","13,779,460,000,000",12556979000000,,,,,,,
17670,SK_Telecom,커뮤니케이션서비스,2016,Q1,"3,144,430,000,000","19,975,524,000,000","23,119,954,000,000","3,466,938,000,000","6,098,182,000,000","9,565,120,000,000","13,158,431,000,000","13,554,834,000,000",3098261000000,429851000000.0,465674000000.0,382207000000.0,382207000000.0,,,
17670,SK_Telecom,커뮤니케이션서비스,2016,Q2,"3,559,993,000,000","19,621,845,000,000","23,181,838,000,000","3,370,769,000,000","6,008,250,000,000","9,379,019,000,000","13,431,966,000,000","13,802,819,000,000",3091988000000,478205000000.0,380456000000.0,284143000000.0,284143000000.0,,,
17670,SK_Telecom,커뮤니케이션서비스,2016,Q3,"3,255,460,000,000","20,992,162,000,000","24,247,622,000,000","3,460,386,000,000","6,689,204,000,000","10,149,590,000,000","13,685,954,000,000","14,098,032,000,000",3101785000000,,,,,,,
17670,SK_Telecom,커뮤니케이션서비스,2016,Q4,"3,661,115,000,000","21,787,459,000,000","25,448,574,000,000","4,464,160,000,000","6,727,460,000,000","11,191,620,000,000","13,902,627,000,000","14,256,954,000,000",3058445000000,874116000000.0,716652000000.0,550924000000.0,550924000000.0,,,
17670,SK_Telecom,커뮤니케이션서비스,2017,Q1,"3,642,803,000,000","21,080,350,000,000","24,723,153,000,000","4,578,804,000,000","6,105,829,000,000","10,684,633,000,000","13,648,573,000,000","14,038,520,000,000",3087956000000,439396000000.0,489633000000.0,388206000000.0,388206000000.0,,,
17670,SK_Telecom,커뮤니케이션서비스,2017,Q2,"3,458,017,000,000","20,947,429,000,000","24,405,446,000,000","4,284,633,000,000","5,706,581,000,000","9,991,214,000,000","13,954,609,000,000","14,414,232,000,000",3109630000000,462348000000.0,373330000000.0,314050000000.0,314050000000.0,,,
17670,SK_Telecom,커뮤니케이션서비스,2017,Q3,"3,630,399,000,000","21,355,528,000,000","24,985,927,000,000","4,526,513,000,000","5,634,660,000,000","10,161,173,000,000","14,365,499,000,000","14,824,754,000,000",3156536000000,420680000000.0,564197000000.0,478715000000.0,478715000000.0,"44,639,000,000",,
17670,SK_Telecom,커뮤니케이션서비스,2017,Q4,"3,768,098,000,000","21,789,424,000,000","25,557,522,000,000","4,767,401,000,000","5,782,730,000,000","10,550,131,000,000","14,512,556,000,000","15,007,391,000,000",3113913000000,375285000000.0,176648000000.0,150143000000.0,150143000000.0,"44,639,000,000",,
17670,SK_Telecom,커뮤니케이션서비스,2018,Q1,"6,087,078,000,000","21,700,256,000,000","27,787,334,000,000","4,840,602,000,000","6,531,282,000,000","11,371,884,000,000","16,008,029,000,000","16,415,450,000,000",2988538000000,369257000000.0,477476000000.0,364427000000.0,364427000000.0,"44,639,000,000",,
17670,SK_Telecom,커뮤니케이션서비스,2018,Q2,"5,343,884,000,000","21,653,568,000,000","26,997,452,000,000","3,420,635,000,000","6,969,658,000,000","10,390,293,000,000","16,224,034,000,000","16,607,159,000,000",2941835000000,368279000000.0,295941000000.0,219786000000.0,219786000000.0,"44,639,000,000",,
17670,SK_Telecom,커뮤니케이션서비스,2018,Q3,"5,517,429,000,000","21,547,716,000,000","27,065,145,000,000","3,300,785,000,000","7,052,544,000,000","10,353,329,000,000","16,317,319,000,000","16,711,816,000,000",2925572000000,310640000000.0,249926000000.0,183322000000.0,183322000000.0,"44,639,000,000",,
17670,SK_Telecom,커뮤니케이션서비스,2018,Q4,"4,679,378,000,000","24,168,645,000,000","28,848,023,000,000","4,178,068,000,000","7,782,468,000,000","11,960,536,000,000","16,467,789,000,000","16,887,487,000,000",2849694000000,259318000000.0,197901000000.0,166367000000.0,166367000000.0,"44,639,000,000",,
17670,SK_Telecom,커뮤니케이션서비스,2019,Q1,"5,170,458,000,000","24,548,962,000,000","29,719,420,000,000","5,153,252,000,000","7,702,095,000,000","12,855,347,000,000","16,433,106,000,000","16,864,073,000,000",2812208000000,305735000000.0,761632000000.0,643993000000.0,643993000000.0,"44,639,000,000",,
17670,SK_Telecom,커뮤니케이션서비스,2019,Q2,"4,600,161,000,000","24,459,389,000,000","29,059,550,000,000","4,419,372,000,000","7,613,869,000,000","12,033,241,000,000","16,622,168,000,000","17,026,309,000,000",2847717000000,275225000000.0,217578000000.0,162014000000.0,162014000000.0,"44,639,000,000",,
17670,SK_Telecom,커뮤니케이션서비스,2019,Q3,"4,754,598,000,000","25,178,790,000,000","29,933,388,000,000","4,645,267,000,000","8,172,035,000,000","12,817,302,000,000","16,708,070,000,000","17,116,086,000,000",2911550000000,252761000000.0,202966000000.0,161088000000.0,161088000000.0,"44,639,000,000",,
17670,SK_Telecom,커뮤니케이션서비스,2019,Q4,"5,011,363,000,000","25,828,004,000,000","30,839,367,000,000","5,057,478,000,000","8,392,150,000,000","13,449,628,000,000","16,678,787,000,000","17,389,739,000,000",2844740000000,116388000000.0,3314000000.0,13243000000.0,13243000000.0,"44,639,000,000",,
