year,quarter,disclosure_date,code,name,sector,url
2019,Q1,2019-05-15,11070,LG이노텍,정보기술,https://youtu.be/5CkiU43ovjg?si=IHKxPMT0ZYJ1UmrI
2019,Q2,2019-08-14,11070,LG이노텍,정보기술,
2019,Q3,2019-11-14,11070,LG이노텍,정보기술,https://youtu.be/9Ct82rLK2v8?si=esrSCgVyBVJW8QFc
2019,Q4,2020-03-30,11070,LG이노텍,정보기술,https://youtu.be/tLDz2pW3zno?si=Lv4P_wNMrC7DOGBf
2020,Q1,2020-05-15,11070,LG이노텍,정보기술,https://youtu.be/nwBVYw0UaRE?si=GxAaxr5LR33xcZkr
2020,Q2,2020-08-12,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=6CMGeRF85go
2020,Q3,2020-11-16,11070,LG이노텍,정보기술,https://youtu.be/6ZNmTg2V2-M?si=YKjGITMzwcoGhvH2
2020,Q4,2021-02-26,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=51PiNT0EEwI
2021,Q1,2021-05-17,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=mXpqTixHAyw
2021,Q2,2021-08-17,11070,LG이노텍,정보기술,https://youtu.be/Ntpi2B3nPns?si=6l5ykL-40p1QhNtL
2021,Q3,2021-11-15,11070,LG이노텍,정보기술,https://youtu.be/2W9Q7jxCVsw?si=jl6mqVtxsuSwO7Xh
2021,Q4,2022-02-23,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=jHD-vAthSeI
2022,Q1,2022-05-16,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=4oU_O01q98s
2022,Q2,2022-08-16,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=WYI1jXZ2BAc
2022,Q3,2022-11-14,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=QQJhJ8Nm5kg
2022,Q4,2023-02-22,11070,LG이노텍,정보기술,https://youtu.be/1Wjw0Z6vYwc?si=WkaPUTqqDnYOCRTW
2023,Q1,2023-05-15,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=dDYqC7QbZww
2023,Q2,2023-08-11,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=-Y7PnSqBjlM
2023,Q3,2023-11-09,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=PcRmoCJUcT4
2023,Q4,2024-02-28,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=xS-M-dtA_cA
2024,Q1,2024-05-14,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=uKF_u1PfxBE
2024,Q2,2024-08-14,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=q5YKh-DUb6w
2024,Q3,2024-11-13,11070,LG이노텍,정보기술,https://www.youtube.com/watch?v=kHvRA5VePXI
2016,Q1,2016-05-16,11200,현대상선,산업재,https://www.youtube.com/watch?v=sxuL0G8VkuA
2016,Q2,2016-08-12,11200,현대상선,산업재,https://www.youtube.com/watch?v=vzjwihSpUdQ
2016,Q3,2016-11-14,11200,현대상선,산업재,https://www.youtube.com/watch?v=PtM6b-6Y1t0
2016,Q4,2017-03-31,11200,현대상선,산업재,
2017,Q1,2017-05-15,11200,현대상선,산업재,
2017,Q2,2017-08-11,11200,현대상선,산업재,
2017,Q3,2017-11-14,11200,현대상선,산업재,https://www.youtube.com/watch?v=qAczMRkYGVA
2017,Q4,2018-04-02,11200,현대상선,산업재,
2018,Q1,2018-05-15,11200,현대상선,산업재,https://www.youtube.com/watch?v=TP_iz-tIq1U
2018,Q2,2018-08-14,11200,현대상선,산업재,
2018,Q3,2018-11-14,11200,현대상선,산업재,
2018,Q4,2019-04-01,11200,현대상선,산업재,
2019,Q1,2019-05-15,11200,현대상선,산업재,
2019,Q2,2019-08-14,11200,현대상선,산업재,
2019,Q3,2019-11-14,11200,현대상선,산업재,
2019,Q4,2020-03-30,11200,현대상선,산업재,https://www.youtube.com/watch?v=P98NByxpRpY
2020,Q1,2020-05-15,11200,현대상선,산업재,
2020,Q2,2020-08-14,11200,현대상선,산업재,https://www.youtube.com/watch?v=7okUT1CRG3k
2020,Q3,2020-11-13,11200,현대상선,산업재,https://www.youtube.com/watch?v=XFkzmsScXbU
2020,Q4,2021-03-18,11200,현대상선,산업재,https://www.youtube.com/watch?v=u6SbGc_BlGA
2021,Q1,2021-05-14,11200,현대상선,산업재,https://www.youtube.com/watch?v=XeEHySdmdm8
2021,Q2,2021-08-13,11200,현대상선,산업재,https://www.youtube.com/watch?v=QuiUZcz48dI
2021,Q3,2021-11-12,11200,현대상선,산업재,https://www.youtube.com/watch?v=Z3TMHd60QdE
2021,Q4,2022-03-21,11200,현대상선,산업재,https://www.youtube.com/watch?v=34AcmkCXVQY
2022,Q1,2022-05-13,11200,현대상선,산업재,https://www.youtube.com/watch?v=CYqzAyzzZpA
2022,Q2,2022-08-10,11200,현대상선,산업재,
2022,Q3,2022-11-09,11200,현대상선,산업재,https://www.youtube.com/watch?v=sgzYsvvF5FI
2022,Q4,2023-03-23,11200,현대상선,산업재,https://www.youtube.com/watch?v=t1OMTNcc2Lg
2023,Q1,2023-05-15,11200,현대상선,산업재,https://www.youtube.com/watch?v=idhomh8o7dk
2023,Q2,2023-08-10,11200,현대상선,산업재,https://www.youtube.com/watch?v=Xvwl8tgwxVA
2023,Q3,2023-11-10,11200,현대상선,산업재,https://www.youtube.com/watch?v=Axgv_dRWUi8
2023,Q4,2024-03-20,11200,현대상선,산업재,https://www.youtube.com/watch?v=FdmjG8xGIYs
2024,Q1,2024-05-14,11200,현대상선,산업재,https://www.youtube.com/watch?v=3lO6969UyvI
2024,Q2,2024-08-13,11200,현대상선,산업재,https://www.youtube.com/watch?v=sPHdSdQ1CPA
2024,Q3,2024-11-13,11200,현대상선,산업재,https://www.youtube.com/watch?v=_3E_p9g7Dn4
2016,Q1,2016-05-16,18260,삼성에스디에스,정보기술,
2016,Q2,2016-08-16,18260,삼성에스디에스,정보기술,
2016,Q3,2016-11-14,18260,삼성에스디에스,정보기술,
2016,Q4,2017-03-31,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=eVpqpw3ZwuA
2017,Q1,2017-05-15,18260,삼성에스디에스,정보기술,
2017,Q2,2017-08-14,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=FJM_qvRzCcA
2017,Q3,2017-11-14,18260,삼성에스디에스,정보기술,https://youtu.be/TKf2l7C0IJ0?si=VDJyCYaZlED9hHoe
2017,Q4,2018-04-02,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=gUTtK-hzHR8
2018,Q1,2018-05-15,18260,삼성에스디에스,정보기술,https://youtu.be/N51jHuOR1T4?si=4dqFLOGSIlien8KF
2018,Q2,2018-08-14,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=srs5uTgu0OY
2018,Q3,2018-11-14,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=wC_FSOUwTkc
2018,Q4,2019-04-01,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=ED1kNFeJJn4
2019,Q1,2019-05-15,18260,삼성에스디에스,정보기술,https://youtu.be/7xglULSdtxM?si=1E3brhpOmdRvUu4M
2019,Q2,2019-08-14,18260,삼성에스디에스,정보기술,
2019,Q3,2019-11-14,18260,삼성에스디에스,정보기술,
2019,Q4,2020-03-30,18260,삼성에스디에스,정보기술,https://youtu.be/oO5q1N3RILk?si=83oT0ImwOAeEboLT
2020,Q1,2020-05-15,18260,삼성에스디에스,정보기술,https://youtu.be/mGusx0qrzV4?si=M-EACQZ3f80jCkNj
2020,Q2,2020-08-14,18260,삼성에스디에스,정보기술,https://youtu.be/eo14U3uNUNQ?si=qlQG_PsfjkKQMP4c
2020,Q3,2020-11-16,18260,삼성에스디에스,정보기술,https://youtu.be/5CdDBRZVfVg?si=kh-6PLzT-rhwyR3-
2020,Q4,2021-03-09,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=ETMogCYhOho
2021,Q1,2021-05-17,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=nc5f3L5cpyc
2021,Q2,2021-08-17,18260,삼성에스디에스,정보기술,
2021,Q3,2021-11-15,18260,삼성에스디에스,정보기술,https://youtu.be/9wKyjKMg9T0?si=-iula0-XfOcJ37ok
2021,Q4,2022-03-08,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=Vd7rWOi0kcI
2022,Q1,2022-05-16,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=8wUELNrLhhU
2022,Q2,2022-08-16,18260,삼성에스디에스,정보기술,
2022,Q3,2022-11-14,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=yIrR6TXcFZg
2022,Q4,2023-03-07,18260,삼성에스디에스,정보기술,
2023,Q1,2023-05-15,18260,삼성에스디에스,정보기술,
2023,Q2,2023-08-14,18260,삼성에스디에스,정보기술,https://youtu.be/lsav4gT0OW4?si=qqO872VrQl26GiUS
2023,Q3,2023-11-14,18260,삼성에스디에스,정보기술,https://www.youtube.com/watch?v=8BqRymuHRlw
2023,Q4,2024-03-12,18260,삼성에스디에스,정보기술,
2024,Q1,2024-05-16,18260,삼성에스디에스,정보기술,
2024,Q2,2024-08-14,18260,삼성에스디에스,정보기술,https://youtu.be/-728tc_kCO4?si=Nf8RsdFQPj9UjBk5
2024,Q3,2024-11-14,18260,삼성에스디에스,정보기술,https://youtu.be/voKuGd8EQcQ?si=8ThAs2Wlv29xQ3ND
2016,Q1,2016-05-16,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=aKWXlSHC4As
2016,Q2,2016-08-16,20150,일진머티리얼즈,정보기술,
2016,Q3,2016-11-14,20150,일진머티리얼즈,정보기술,
2016,Q4,2017-03-31,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=1Vp2Ul9GPy4
2017,Q1,2017-05-15,20150,일진머티리얼즈,정보기술,
2017,Q2,2017-08-10,20150,일진머티리얼즈,정보기술,
2017,Q3,2017-11-14,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=HnuhMXB07bw
2017,Q4,2018-03-30,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=zNYWTfqSd0M
2018,Q1,2018-05-15,20150,일진머티리얼즈,정보기술,https://youtu.be/IkiM46WN_jo?si=cOJvb_MzBFv_Ghcf
2018,Q2,2018-08-14,20150,일진머티리얼즈,정보기술,
2018,Q3,2018-11-14,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=v290sWqX644
2018,Q4,2019-03-29,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=CjaZKGO6HPw
2019,Q1,2019-05-15,20150,일진머티리얼즈,정보기술,https://youtu.be/F76ThZ2Mwr8?si=4M8gYKW3DspLf96_
2019,Q2,2019-08-14,20150,일진머티리얼즈,정보기술,https://youtu.be/zXpsOrAhkVo?si=0ZcW_DrWQrn1gqES
2019,Q3,2019-11-14,20150,일진머티리얼즈,정보기술,
2019,Q4,2020-03-30,20150,일진머티리얼즈,정보기술,https://youtu.be/Ef_MMpY8MSg?si=4HPP-3fxrrp-6yqv
2020,Q1,2020-05-15,20150,일진머티리얼즈,정보기술,https://youtu.be/odcGkNsOZVM?si=6MWRTsTOEShOMJj9
2020,Q2,2020-08-14,20150,일진머티리얼즈,정보기술,https://youtu.be/j-TFGepSqEM?si=gFTW7flAK87m4PtK
2020,Q3,2020-11-16,20150,일진머티리얼즈,정보기술,https://youtu.be/S2n0R-0DFPw?si=5nMEBWKi8Tog2XRm
2020,Q4,2021-03-23,20150,일진머티리얼즈,정보기술,
2021,Q1,2021-05-17,20150,일진머티리얼즈,정보기술,https://youtu.be/hmnzTJpPrW0?si=inAl8oMw4I7MbKjI
2021,Q2,2021-08-17,20150,일진머티리얼즈,정보기술,https://youtu.be/wtwS51bgbdY?si=cIM6GdvwVULVQJve
2021,Q3,2021-11-15,20150,일진머티리얼즈,정보기술,
2021,Q4,2022-03-18,20150,일진머티리얼즈,정보기술,https://youtu.be/a43oEL0qNkE?si=_0dKVHyGG7vVKdD5
2022,Q1,2022-05-16,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=2vAosQlmKbo
2022,Q2,2022-08-16,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=JbTvhmCz-_M
2022,Q3,2022-11-14,20150,일진머티리얼즈,정보기술,
2022,Q4,2023-03-23,20150,일진머티리얼즈,정보기술,
2023,Q1,2023-05-15,20150,일진머티리얼즈,정보기술,https://youtu.be/BIaoVhPkyfI?si=OwNDAR316adwe5wP
2023,Q2,2023-08-11,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=ZJTRXeghYeM
2023,Q3,2023-11-14,20150,일진머티리얼즈,정보기술,https://youtu.be/cBfzpP803M8?si=JzmdClRPfdUbqfod
2023,Q4,2024-03-15,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=VT9iAdyB5Cw
2024,Q1,2024-05-14,20150,일진머티리얼즈,정보기술,
2024,Q2,2024-08-14,20150,일진머티리얼즈,정보기술,https://www.youtube.com/watch?v=wOQyf8XQPjo
2024,Q3,2024-11-13,20150,일진머티리얼즈,정보기술,https://youtu.be/cGbqevU_BeY?si=t9pMQ_8xgVf4vy5G
2016,Q1,2016-05-16,25540,한국단자,산업재,
2016,Q2,2016-08-16,25540,한국단자,산업재,
2016,Q3,2016-11-14,25540,한국단자,산업재,
2016,Q4,2017-03-31,25540,한국단자,산업재,
2017,Q1,2017-05-15,25540,한국단자,산업재,
2017,Q2,2017-08-14,25540,한국단자,산업재,
2017,Q3,2017-11-14,25540,한국단자,산업재,
2017,Q4,2018-03-30,25540,한국단자,산업재,
2018,Q1,2018-05-15,25540,한국단자,산업재,
2018,Q2,2018-08-13,25540,한국단자,산업재,
2018,Q3,2018-11-14,25540,한국단자,산업재,
2018,Q4,2019-03-29,25540,한국단자,산업재,
2019,Q1,2019-05-15,25540,한국단자,산업재,
2019,Q2,2019-08-14,25540,한국단자,산업재,
2019,Q3,2019-11-14,25540,한국단자,산업재,
2019,Q4,2020-03-30,25540,한국단자,산업재,
2020,Q1,2020-05-15,25540,한국단자,산업재,https://www.youtube.com/watch?v=zcZQzJs-FdQ
2020,Q2,2020-08-14,25540,한국단자,산업재,
2020,Q3,2020-11-16,25540,한국단자,산업재,
2020,Q4,2021-03-11,25540,한국단자,산업재,https://www.youtube.com/watch?v=5YbApxHIyZ8
2021,Q1,2021-05-17,25540,한국단자,산업재,https://www.youtube.com/watch?v=DDWwvOCzmks
2021,Q2,2021-08-13,25540,한국단자,산업재,https://www.youtube.com/watch?v=7CpLrUjx630
2021,Q3,2021-11-15,25540,한국단자,산업재,
2021,Q4,2022-03-17,25540,한국단자,산업재,
2022,Q1,2022-05-16,25540,한국단자,산업재,
2022,Q2,2022-08-16,25540,한국단자,산업재,
2022,Q3,2022-11-14,25540,한국단자,산업재,
2022,Q4,2023-03-23,25540,한국단자,산업재,
2023,Q1,2023-05-15,25540,한국단자,산업재,https://www.youtube.com/watch?v=GoXhrW1VqjY
2023,Q2,2023-08-14,25540,한국단자,산업재,https://www.youtube.com/watch?v=SRh8M3Vfe4g
2023,Q3,2023-11-14,25540,한국단자,산업재,
2023,Q4,2024-03-21,25540,한국단자,산업재,
2024,Q1,2024-05-16,25540,한국단자,산업재,https://www.youtube.com/watch?v=6njNDx_bIfg
2024,Q2,2024-08-14,25540,한국단자,산업재,https://www.youtube.com/watch?v=XRWnpbF-B4k
2024,Q3,2024-11-14,25540,한국단자,산업재,
2016,Q1,2016-05-16,29530,신도리코,정보기술,https://www.youtube.com/watch?v=C2IC9jtd3l8
2016,Q2,2016-08-16,29530,신도리코,정보기술,https://www.youtube.com/watch?v=4CzP0a8oU4o
2016,Q3,2016-11-09,29530,신도리코,정보기술,https://www.youtube.com/watch?v=v5lvyAuNia0
2016,Q4,2017-03-28,29530,신도리코,정보기술,https://www.youtube.com/watch?v=G3ac8PYfduc
2017,Q1,2017 Q1,29530,신도리코,정보기술,
2017,Q2,2017 Q2,29530,신도리코,정보기술,
2017,Q3,2017-11-08,29530,신도리코,정보기술,https://www.youtube.com/watch?v=hU8xdNkSjN4
2017,Q4,2017 Q4,29530,신도리코,정보기술,
2018,Q1,2018-05-09,29530,신도리코,정보기술,https://www.youtube.com/watch?v=6jnsSfNasOo
2018,Q2,2018-08-11,29530,신도리코,정보기술,https://www.youtube.com/watch?v=xbiHb8BxwE8
2018,Q3,2018 Q3,29530,신도리코,정보기술,
2018,Q4,2019-03-29,29530,신도리코,정보기술,
2019,Q1,2019-05-09,29530,신도리코,정보기술,
2019,Q2,2019-08-13,29530,신도리코,정보기술,https://www.youtube.com/watch?v=P54KeclmxD8
2019,Q3,2019-11-11,29530,신도리코,정보기술,
2019,Q4,2020-03-29,29530,신도리코,정보기술,https://www.youtube.com/watch?v=PwHJzHAM1m0&t=2445s
2020,Q1,2020-05-12,29530,신도리코,정보기술,
2020,Q2,2020 Q2,29530,신도리코,정보기술,
2020,Q3,2020-11-12,29530,신도리코,정보기술,https://www.youtube.com/watch?v=1QMYL_9aXUc
2020,Q4,2021-03-09,29530,신도리코,정보기술,https://www.youtube.com/watch?v=FIQFvR8HlZU
2021,Q1,2021-05-12,29530,신도리코,정보기술,
2021,Q2,2021-08-08,29530,신도리코,정보기술,
2021,Q3,2021-11-12,29530,신도리코,정보기술,
2021,Q4,2022-03-07,29530,신도리코,정보기술,
2022,Q1,2022-05-07,29530,신도리코,정보기술,
2022,Q2,2022-08-21,29530,신도리코,정보기술,
2022,Q3,2022-11-07,29530,신도리코,정보기술,
2022,Q4,2023-03-12,29530,신도리코,정보기술,https://www.youtube.com/watch?v=Ja26VCg3uZY
2023,Q1,2023-05-10,29530,신도리코,정보기술,
2023,Q2,2023-08-13,29530,신도리코,정보기술,https://www.youtube.com/watch?v=hGzTq2fqfS4
2023,Q3,2023-11-08,29530,신도리코,정보기술,
2023,Q4,2024-03-12,29530,신도리코,정보기술,
2024,Q1,2024-05-14,29530,신도리코,정보기술,https://www.youtube.com/watch?v=kGMyVJwrlIA
2024,Q2,2024-08-08,29530,신도리코,정보기술,
2024,Q3,2024-11-11,29530,신도리코,정보기술,
2016,Q1,2016-04-27,34220,LG디스플레이,정보기술,
2016,Q2,2016-08-10,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=HA1-juvgyEI
2016,Q3,2016-11-09,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=luWmA-P6wig
2016,Q4,2017-03-29,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=g3T8ThRnQn0
2017,Q1,2017-05-11,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=tLUBPibJDVY
2017,Q2,2017-08-10,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=q1PUOw0J4bE&t=14s
2017,Q3,2017 Q3,34220,LG디스플레이,정보기술,
2017,Q4,2018-03-29,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=S8ESO-szFEg
2018,Q1,2018 Q1,34220,LG디스플레이,정보기술,
2018,Q2,2018-08-14,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=YTyd3jJwt0c
2018,Q3,2018-11-11,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=kRi4Rx02omg
2018,Q4,2019-03-31,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=hu3w748REFA
2019,Q1,2019-05-12,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=zh3yPGGuV7g
2019,Q2,2019-08-13,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=jefsI1AYBqg
2019,Q3,2019-11-08,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=ixlH7fbZrzk
2019,Q4,2020-03-27,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=57wT2_gOH-I
2020,Q1,2020-05-13,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=pc_UImkNZXI
2020,Q2,2020-08-10,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=TDjKxrhJOMU
2020,Q3,2020-11-11,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=P9hdyNmG110
2020,Q4,2021-03-13,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=5GyKzLNr-nw
2021,Q1,2021-05-14,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=oIKrNKlX_JI
2021,Q2,2021-08-11,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=60yY_F2ns98
2021,Q3,2021-11-09,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=DNgeCJT8J20
2021,Q4,2022-03-13,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=OQjF81nzPOg
2022,Q1,2022-05-11,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=-SBgfAC6fX8
2022,Q2,2022-08-11,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=2hdns5dk7Yo
2022,Q3,2022-11-08,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=8JpW5-SIGos
2022,Q4,2023-03-12,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=BRFJNet0nuk
2023,Q1,2023-05-08,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=H6t0oZ2_3aY
2023,Q2,2023-08-08,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=ZbsF09MoAak
2023,Q3,2023-11-10,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=PKmJghBCvvI
2023,Q4,2024-03-12,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=y8vj1S-CIw8
2024,Q1,2024-05-15,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=xydy-Usu254
2024,Q2,2024-08-12,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=Puf6on1-Rhs
2024,Q3,2024-11-10,34220,LG디스플레이,정보기술,https://www.youtube.com/watch?v=6c0h8rfK4Io
2016,Q1,2016-05-10,34730,SK,정보기술,https://www.youtube.com/watch?v=ZL8h4xGBoNk
2016,Q2,2016-08-12,34730,SK,정보기술,https://www.youtube.com/watch?v=zCUIN5Ub_rI
2016,Q3,2016-11-13,34730,SK,정보기술,https://www.youtube.com/watch?v=5BW8kPBLbk8
2016,Q4,2017-03-24,34730,SK,정보기술,https://www.youtube.com/watch?v=VvF-pRnyjhY
2017,Q1,2017 Q1,34730,SK,정보기술,
2017,Q2,2017-08-13,34730,SK,정보기술,https://www.youtube.com/watch?v=m4Xz-66JffY
2017,Q3,2017-11-12,34730,SK,정보기술,https://www.youtube.com/watch?v=Ly2sRrxIr1c
2017,Q4,2018-03-27,34730,SK,정보기술,https://www.youtube.com/watch?v=3hWBBe_Ho6w
2018,Q1,2018-05-09,34730,SK,정보기술,https://www.youtube.com/watch?v=xVNkiZ-J88U
2018,Q2,2018 Q2,34730,SK,정보기술,
2018,Q3,2018-11-09,34730,SK,정보기술,https://www.youtube.com/watch?v=ytq-5YDHO1Y
2018,Q4,2019-03-29,34730,SK,정보기술,https://www.youtube.com/watch?v=Dol73lr0zNc
2019,Q1,2019 Q1,34730,SK,정보기술,
2019,Q2,2019-08-07,34730,SK,정보기술,https://www.youtube.com/watch?v=U1gkUBO7gCM
2019,Q3,2019-11-07,34730,SK,정보기술,https://www.youtube.com/watch?v=W6vCQesi2hA
2019,Q4,2019 Q4,34730,SK,정보기술,
2020,Q1,2020 Q1,34730,SK,정보기술,
2020,Q2,2020-08-09,34730,SK,정보기술,https://www.youtube.com/watch?v=-k6EkkMWMbE
2020,Q3,2020-11-16,34730,SK,정보기술,https://www.youtube.com/watch?v=a5IiSm81DOk
2020,Q4,2021-03-17,34730,SK,정보기술,https://www.youtube.com/watch?v=p_U-AKxOsy8
2021,Q1,2021-05-12,34730,SK,정보기술,https://www.youtube.com/watch?v=33B-pLR7t3s
2021,Q2,2021-08-11,34730,SK,정보기술,
2021,Q3,2021-11-09,34730,SK,정보기술,https://www.youtube.com/watch?v=IBoSe3Lfa_I
2021,Q4,2022-03-17,34730,SK,정보기술,https://www.youtube.com/watch?v=0nKKjOFKBLI
2022,Q1,2022-05-10,34730,SK,정보기술,https://www.youtube.com/watch?v=UCPkqBaA4iA
2022,Q2,2022-08-16,34730,SK,정보기술,https://www.youtube.com/watch?v=kO3fAj2wEuo
2022,Q3,2022-11-08,34730,SK,정보기술,https://www.youtube.com/watch?v=sXoNDbTAUMY
2022,Q4,2023-03-18,34730,SK,정보기술,https://www.youtube.com/watch?v=ynhO0JYSKWs
2023,Q1,2023-05-10,34730,SK,정보기술,https://www.youtube.com/watch?v=I3wIwGbacxQ
2023,Q2,2023-08-13,34730,SK,정보기술,https://www.youtube.com/watch?v=_UtRYlxLceo
2023,Q3,2023-11-11,34730,SK,정보기술,https://www.youtube.com/watch?v=hAfGnuVx0Y4
2023,Q4,2024-03-15,34730,SK,정보기술,https://www.youtube.com/watch?v=MDDmd3qoDrI
2024,Q1,2024-05-09,34730,SK,정보기술,https://www.youtube.com/watch?v=twJhH494sY4
2024,Q2,2024-08-12,34730,SK,정보기술,
2024,Q3,2024-11-08,34730,SK,정보기술,https://www.youtube.com/watch?v=2b0HkHhQ6Bg
2016,Q1,2016 Q1,42700,한미반도체,정보기술,
2016,Q2,2016 Q2,42700,한미반도체,정보기술,
2016,Q3,2016 Q3,42700,한미반도체,정보기술,
2016,Q4,2016 Q4,42700,한미반도체,정보기술,
2017,Q1,2017 Q1,42700,한미반도체,정보기술,
2017,Q2,2017-08-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=Zar2P0BrQIU
2017,Q3,2017 Q3,42700,한미반도체,정보기술,
2017,Q4,2018-03-27,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=RSmMZ9e39rs
2018,Q1,2018 Q1,42700,한미반도체,정보기술,
2018,Q2,2018 Q2,42700,한미반도체,정보기술,
2018,Q3,2018-11-13,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=Vh-2Ms2Qz_s
2018,Q4,2018 Q4,42700,한미반도체,정보기술,
2019,Q1,2019 Q1,42700,한미반도체,정보기술,
2019,Q2,2019 Q2,42700,한미반도체,정보기술,
2019,Q3,2019 Q3,42700,한미반도체,정보기술,
2019,Q4,2019 Q4,42700,한미반도체,정보기술,
2020,Q1,2020-05-12,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=UFgjW9TEY6E
2020,Q2,2020-08-13,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=FhYO5c1bhQI
2020,Q3,2020-11-07,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=h7NULRcUg-A
2020,Q4,2021-03-11,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=XcR56mgZaFk
2021,Q1,2021-05-12,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=Imd1AkSaD3I
2021,Q2,2021-08-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=5cA41rbgYSI
2021,Q3,2021-11-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=ID5DcRAeUzY
2021,Q4,2022-03-03,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=U3ZjmcgRQHA
2022,Q1,2022-05-10,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=OJd34vAczXs&t=449s
2022,Q2,2022-08-15,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=AdB-nX8hnes
2022,Q3,2022-11-09,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=6BSmnm_ToUs
2022,Q4,2023-03-15,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=qCmDPvQceI8
2023,Q1,2023-05-08,42700,한미반도체,정보기술,https://www.youtube.com/watch?v=lF5pXjFr-t8
