접수번호,접수일자,회사코드,회사명,대표보고자,발행 회사 관계 임원(등기여부),발행 회사 관계 임원 직위,발행 회사 관계 주요 주주,특정 증권 등 소유 수,특정 증권 등 소유 증감 수,특정 증권 등 소유 비율,특정 증권 등 소유 증감 비율,연도,분기
20230411002362,2023-04-11,00106368,금호석유화학,황이석,등기임원,사외이사,-,679,36,0.00,0.00,2023,Q2
20230411002382,2023-04-11,00106368,금호석유화학,전경인,비등기임원,상무,-,100,50,0.00,0.00,2023,Q2
20230512000985,2023-05-12,00106368,금호석유화학,황이석,등기임원,사외이사,-,717,38,0.00,0.00,2023,Q2
20230512000998,2023-05-12,00106368,금호석유화학,남진우,비등기임원,상무,-,570,100,0.00,0.00,2023,Q2
20230616000427,2023-06-16,00106368,금호석유화학,황이석,등기임원,사외이사,-,0,-717,0.00,0.00,2023,Q2
20230616000454,2023-06-16,00106368,금호석유화학,이섭주,비등기임원,상무대우,-,260,150,0.00,0.00,2023,Q2
20230712000305,2023-07-12,00106368,금호석유화학,남진우,비등기임원,상무,-,670,100,0.00,0.00,2023,Q3
20240105000413,2024-01-05,00106368,금호석유화학,윤정식,비등기임원,상무대우,-,26,26,0.00,0.00,2024,Q1
20240119000460,2024-01-19,00106368,금호석유화학,여명구,비등기임원,상무대우,-,90,90,0.00,0.00,2024,Q1
20240126000490,2024-01-26,00106368,금호석유화학,양건호,비등기임원,상무,-,"1,000",200,0.00,0.00,2024,Q1
20241120000302,2024-11-20,00106368,금호석유화학,박주형,비등기임원,부사장,사실상지배주주,"301,165","3,650",0.99,0.10,2024,Q4
20241120000306,2024-11-20,00106368,금호석유화학,여명구,비등기임원,상무대우,-,100,10,0.00,0.00,2024,Q4
20241120000309,2024-11-20,00106368,금호석유화학,한락균,비등기임원,상무,-,400,100,0.00,0.00,2024,Q4
20241205000445,2024-12-05,00106368,금호석유화학,박주형,비등기임원,부사장,사실상지배주주,"310,295","9,130",1.02,0.03,2024,Q4
20241205000452,2024-12-05,00106368,금호석유화학,고석범,비등기임원,상무,-,320,101,0.00,0.00,2024,Q4
20241216000339,2024-12-16,00106368,금호석유화학,박주형,비등기임원,부사장,사실상지배주주,"312,334","2,039",1.03,0.01,2024,Q4
20241216000346,2024-12-16,00106368,금호석유화학,정두환,비등기임원,상무,-,300,200,0.00,0.00,2024,Q4
20241216000349,2024-12-16,00106368,금호석유화학,구본재,비등기임원,전무,-,500,200,0.00,0.00,2024,Q4
20241216000352,2024-12-16,00106368,금호석유화학,전경인,비등기임원,상무,-,200,100,0.00,0.00,2024,Q4
20241223000308,2024-12-23,00106368,금호석유화학,전경인,비등기임원,상무,-,305,105,0.00,0.00,2024,Q4
20250103000460,2025-01-03,00106368,금호석유화학,박주형,비등기임원,부사장,사실상지배주주,"314,834","2,500",1.04,0.01,2025,Q1
20250110000697,2025-01-10,00106368,금호석유화학,여명구,비등기임원,상무,-,120,20,0.00,0.00,2025,Q1
20250110000711,2025-01-10,00106368,금호석유화학,박주형,비등기임원,부사장,사실상지배주주,"315,111",277,1.04,0.00,2025,Q1
20250117000402,2025-01-17,00106368,금호석유화학,박주형,비등기임원,부사장,사실상지배주주,"315,703",592,1.04,0.00,2025,Q1
20250217001610,2025-02-17,00106368,금호석유화학,국민연금공단,-,-,10%이상주주,"2,950,421","2,950,421",9.72,9.72,2025,Q1
20250305000467,2025-03-05,00106368,금호석유화학,유원대,비등기임원,상무대우,-,200,200,0.00,0.00,2025,Q1
20250305000490,2025-03-05,00106368,금호석유화학,여명구,비등기임원,상무,-,180,60,0.00,0.00,2025,Q1
