,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,매출액변화율,영업이익변화율,비유동자산변화율,Relative Return,주주 수변화율,전체 주식 수변화율,전체 주주 수변화율,1인평균급여변화율,Label,Code
28,AmoreG,Consumer_Goods_&_Retail,2017,Q3,-0.00029754338137499836,-0.0005734106354498003,0.008929579610599814,2.167211976792728,-0.028285860962417253,-0.024113836253125465,-0.007500400206278179,-0.0044602412512939615,-0.004740896213770052,-0.0032955608825027127,-0.06931047661020055,002790
28,Korea_Shell_Petroleum,Energy_&_Utilities,2017,Q3,-0.06585406098432878,-0.07209561657978059,0.03268536315861603,-0.01565405247303442,-0.044448505222653534,-0.09613546353459075,-0.03227720357545438,-0.03761524243020209,-0.03702753881442544,-0.04300444264817682,-0.041914746268656655,002960
28,Bukwang_Pharmaceutical,Healthcare,2017,Q3,-0.037914724152469104,-0.012799223520097325,0.031979616053689375,0.12996220110861234,-0.07070940852647789,-0.11419506886109713,-0.04649824472181141,-0.0342865994150332,-0.03217069543876172,-0.023586014458916615,0.030074891001749503,003000
28,SeAH_Steel,Materials_&_Chemicals,2017,Q3,-0.03406457692758247,-0.0368165983742621,0.15371841587176716,-1.2881014538877822,-0.044508604237145866,-0.0853661063826078,-0.07565228950171665,-0.11076103284558236,-0.11097010141202324,-0.11545956483328346,-0.042920301588067714,003030
28,Ilshin_Spinning,Materials_&_Chemicals,2017,Q3,-0.0009507498041276818,-4.127559083744181e-05,0.03557739998070242,1.295782854609916,-0.00569636138866314,-0.04049193253728617,0.01239625935905797,-0.028495542753298908,0.009573816096479448,0.013822879368574736,-0.037063999999999944,003200
28,Taekwang_Industrial,Industrials_&_Machinery,2017,Q3,-0.004941440343136039,-0.0076936983902893274,0.00012196296105615456,0.3430928475163375,0.006892788632644087,0.07997487325890222,-0.0047759979282639975,-0.004381403742170997,-0.004762196891780812,-0.00890463225213356,0.03756146816479407,003240
28,Hanil_Cement,Materials_&_Chemicals,2017,Q3,-0.00928986800013809,-0.015288171858353738,0.061663353488212946,0.22897621578527472,-0.17695179660021298,0.03128767802726294,0.023807214235551988,-0.004874348832824671,0.033154950784144877,-0.0025830072383501435,-0.007703534883720871,003300
28,Ssangyong_Cement,Materials_&_Chemicals,2017,Q3,-0.06991932248090738,-0.0008613222888331773,0.1106518130104237,0.320190501748958,-0.1418252525709467,-0.11056180831368369,-0.1878953657648581,-0.12648798881852796,-0.11377279492494297,-0.11605518255556135,-0.20030665165728573,003410
28,Korean_Air,Automotive_&_Parts,2017,Q3,-0.02433045721532001,-0.5013394930792017,-0.09635759194774707,-1.3431061127783956,0.002914580070418671,0.11342536197612103,0.024085702698979805,0.007592841763339853,0.007305931622853867,0.003665119561127028,-0.2171983283582089,003490
28,Youngjin_Pharmaceutical,Healthcare,2017,Q3,-0.0055988157748736445,-0.03941313917011979,-0.09159981743453827,0.258171478858054,-0.06103175562616414,0.26997096621444755,0.02214639700775234,0.002776587482120396,-0.00019115418492599012,0.008590288656702971,-0.16206399999999993,003520
28,LG_Corp,Conglomerate,2017,Q3,-0.03791881903932448,-0.06267550898828977,0.004702099259798587,-0.31053480995047034,0.0009151248959836655,-0.009432039254819807,-0.07123387301561124,-0.1007130939966665,-0.09410348535592439,-0.021380211091375445,0.03606110324321354,003550
29,S&T_Heavy_Industries,Industrials_&_Machinery,2017,Q3,0.002988782992392691,-1.4039555540357185e-07,0.05999791813771915,-1.8961658282302705,0.007121910873181703,-0.05157128193185295,0.0026947835362376438,0.002291551963429783,0.0022220219824098386,0.0032918813893358934,-0.1986403546798029,003570
28,SsangYong_Motor,Automotive_&_Parts,2017,Q3,0.02333015599149013,-1.2498665310323633,0.0023357815630854484,-1.6965580939075742,-0.010314007294901284,-0.2524177445507181,-0.003322081520981346,-0.02433448798731197,-0.007276385768880456,0.0068891180123061835,-0.2547674856843467,003620
28,Namyang_Dairy_Products,Agriculture_&_Food,2017,Q3,-0.0037578049814692704,-0.0036830428902632217,-0.030332823635917938,0.036288981514178476,-0.02163056601918889,-0.21271504178098366,-0.02292367490765379,-0.01772617936430665,-0.017698900099344828,-0.016113604015255634,-0.13918979428902886,003920
28,Samsung_Fine Chemicals,Materials_&_Chemicals,2017,Q3,-0.021108558316862425,-0.03608630342300834,0.04197322840285711,0.11154921838829612,0.005738324929011829,-0.0893449634003429,0.0040590302051995986,-0.06860851542334401,-0.02487390782483545,0.06727413008701033,0.038761921219822165,004000
28,Hyundai_Steel,Materials_&_Chemicals,2017,Q3,-0.00648577544063067,-0.014479054143223369,-0.00223482019933563,0.11177584855669576,0.008485531013853742,-0.044208355003708635,-0.01081021608877708,-0.014230371069448466,-0.016637001701081067,-0.001954285746772033,-0.16182245410628013,004020
28,Hansol_Holdings,Conglomerate,2017,Q3,0.0026053336494741286,0.006460534988252387,-0.40035628970731096,-0.4905316831261832,0.033084770513976514,-0.059541131064308805,-0.025687591730696235,0.028185872085035424,0.03263771394770143,-0.09220384481099453,-0.10454117060443537,004150
28,Shinsegae,Consumer_Goods_&_Retail,2017,Q3,-0.003418085535240145,-0.012156802881854833,-0.009131393514593134,-0.09518719679930876,-0.004921443645844237,0.09411446237670036,-0.07124224001704782,-0.06283639589789458,-0.06878615432296353,-0.028910616761189,-0.16790815584415578,004170
28,Nongshim,Agriculture_&_Food,2017,Q3,-0.013058001110482609,-0.013729799822171707,-0.060593723583469705,-0.49376742879757685,-0.017763917529872497,0.01380624022018892,-0.009909404218405582,-0.015275128806989002,-0.013749703289962056,-0.01681599737262318,0.010290694485842087,004370
28,SEBANG_Global_Battery,Automotive_&_Parts,2017,Q3,-0.02036132205070218,-0.022480111757693377,-0.07425257446311107,-0.3974858894680777,-0.05953370310020145,-0.03313189392724755,-0.044439936241557065,-0.020985276761255944,-0.031974122691911244,-0.01788653508842053,-0.11620452697616054,004490
28,Chokwang_Leather,Consumer_Goods_&_Retail,2017,Q3,-0.028797088958005146,-0.03370365479427884,0.1251044564041599,0.22893411757716542,-0.05651093706279764,-0.1189065999309612,0.014933091123908393,-0.03618007271835255,-0.036788645039308454,-0.041003166010707304,-0.057109045045044986,004700
29,Hansol_Technics,Technology,2017,Q3,-0.02351160673677377,-0.7689396771880659,-0.2843900497430034,-0.23672654209968647,-0.0015772394764155262,-0.10745621825157188,0.019452090736451377,0.019546987695918894,0.019104687804780807,0.019862111050872655,0.020128520160010217,004710
28,Hyosung,Industrials_&_Machinery,2017,Q3,-0.045324552856438105,-0.05500118231922024,0.0014223527437049466,0.0027265699375139674,0.009701008254445531,0.11968721284525415,-0.0315338516046304,-0.05319570477355673,-0.05162731415115118,-0.028897891248907737,-0.13554101984829658,004800
