,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,매출액변화율,영업이익변화율,비유동자산변화율,Relative Return,주주 수변화율,전체 주식 수변화율,전체 주주 수변화율,1인평균급여변화율,Label,Code
28,Samkwang_Glass,Industrials_&_Machinery,2017,Q3,0.00028348731282867856,0.0024360803656249264,-0.14718049024882562,1.3225679460172282,0.012006768954565317,-0.04474435384479222,-0.024100580071323874,-0.00491918328884533,-0.022650859899747022,-0.025120495542100052,-0.2511239675850891,005090
28,Binggrae,Agriculture_&_Food,2017,Q3,-0.02313668614649611,-1.9641163365689063,-0.08983065641909738,-0.7949771724552712,0.01432577620674369,-0.10451504178098364,0.06263546229166206,0.07156095331728862,0.07571489918482066,-0.013489795043464925,-0.13358669399707168,005180
28,Lotte_Chilsung_Beverage,Consumer_Goods_&_Retail,2017,Q3,0.475454020539155,0.11219385213350896,-0.07645152970768287,-0.49585454411015495,0.3002026057629794,0.10299911039289326,-0.05801835066383654,0.04345141648731554,0.05966161643734458,-0.027521184948804622,-0.22439567553732942,005300
28,Hyundai_Motor,Automotive_&_Parts,2017,Q3,-0.011170402104704102,-0.014537740898427964,0.1691863117170338,0.67630907380014,-0.013642388988980958,-0.08828688917808945,0.07060034270913285,0.04095534612111973,0.04837385369045888,0.012330509067096207,-0.06253718611987376,005380
28,Hyundai_Green_Food,Agriculture_&_Food,2017,Q3,0.02852188100980002,-0.025290718760107245,-0.06785913504892749,-0.11125352103169606,0.10356109579960082,0.01642308378255518,0.09724933910390432,0.09137272402029928,0.024308020002335895,0.09840344532385803,-0.14608724200525908,005440
28,POSCO_Holdings,Materials_&_Chemicals,2017,Q3,-0.007884900615509949,-0.013628938354456555,-0.016916851399483068,-0.23378535947243506,0.022995872758549418,-0.12120192271892583,0.023877211236809193,-0.004376992851470307,0.01919989033340841,0.00254271731168354,0.09246561672473874,005490
28,SPC_Samlip,Agriculture_&_Food,2017,Q3,0.007643022999163307,-0.0064642255593581055,0.06429874318683892,0.7154356008471363,-0.04864207391307307,-0.2843269665508916,-0.037933104509185744,-0.032694961913835696,-0.027735851020003865,-0.0022828699652821527,-0.2985653774104683,005610
28,Crown_Confectionery,Agriculture_&_Food,2017,Q3,0.002282521813467886,0.0004172733339955492,-0.03180456571112922,0.3755204260635553,0.0011723613330256732,0.0,0.0006382297849224505,0.003538929590366502,0.0033942152595192177,0.002448203203413546,-0.2968872848232848,005740
28,SL_Corp,Consumer_Goods_&_Retail,2017,Q3,-0.020767189314320422,-0.02743872100259037,-0.04553362381780901,0.2352879435580082,-0.017574378057756856,0.008863563891979953,0.02772744126138016,0.060025076659391496,0.04194188585927938,0.03192045693159973,-0.15093836835685653,005850
29,Samsung_Electronics,Technology,2017,Q3,-0.03315868433484215,-0.03070353887703936,-0.02239411068512842,-0.2607266350436377,-0.03371614034137527,0.04085296049238947,-0.033301914151605994,-0.03948460902422579,-0.033302169908304924,-0.0515577365990707,0.06751494736842112,005930
28,SK_Chemicals,Healthcare,2017,Q3,-0.009527170670839968,-0.019086116501132233,-0.16369072571921706,-1.2113199466530444,-0.0032152426020606306,0.03188455126841809,-0.03457011211956118,-0.017719095417703556,-0.022107021993118092,-0.007304407194265616,-0.12961323413566733,006120
