,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,매출액변화율,Relative Return,전체 주식 수변화율,전체 주주 수변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,특정 증권 등 소유 수변화율,1인평균급여변화율,Label,Code
11,Kyungbang,유통,2021,Q4,-0.004830080587084451,-0.008360731976974733,-0.2798948555327285,0.06116283320735383,-0.5695926826658495,-0.6170172800380069,0.0,-0.7113701336570382,0.0,-0.2526136184302037,0.009742516297228892,000050
11,Hite_Jinro,음식료·담배,2021,Q4,0.0045021121627238925,0.01539016242601654,0.024782293011089473,-0.03245324829027793,-0.23706372574413948,-0.6354808956306874,-0.06919350237208333,-0.10276985490327006,-0.06919350237208333,-0.20941384490567816,-0.060367014190983226,000080
11,Yuhan_Corporation,제약,2021,Q4,-0.030376137764630107,-0.04145997332955509,0.061447627684376616,0.059043087518126654,-0.5525428771556844,-0.710818452293098,-0.03441073519300453,-0.7681299230018106,-0.03907317580931591,-0.17485927459015738,0.07715090444107445,000100
11,CJ_Logistics,운송·창고,2021,Q4,-0.0012331682735899907,-6.189275717805032e-05,-0.07553287157585675,-0.04969540479947375,-0.7898576687109125,-1.0208188549976294,-0.020425175645189197,0.08016294300070503,0.026439486226707665,-0.3923941881146773,-0.15768692687592137,000120
11,Doosan_Corp,기타금융,2021,Q4,0.016099854476457676,0.017168454771196107,0.1419912821938596,0.1299229727722137,-0.13815793356881123,0.3750880033852918,-0.19057358464799057,0.1481610109839281,-0.024020237842578895,0.010780481405031073,0.21133524785023414,000150
11,DL_Holdings,화학,2021,Q4,-0.005060249794284877,0.009170287232970531,-0.6657415766444117,0.037025635088381484,-0.4017026954405125,-0.6676565686286633,0.006733740449968995,-0.40530970135818345,0.006623002132688294,-0.3074589898848954,-0.17137325112026716,000210
11,Ildong_Pharmaceutical,제약,2021,Q4,-0.027469589478397394,-0.04950641431642322,0.0628746665665213,-0.0025375586101505643,-0.27831386842774575,0.15643905585269025,-0.06280070482200228,-0.07809898384187619,-0.0628007048220025,-0.07719150568666078,0.10966200099932229,000230
11,Hankook_Tire_Worldwide,기타금융,2021,Q4,-0.003501414239996281,-0.010123839998829709,-0.20681644756552675,-0.1327754031337094,-0.6107201958466575,-0.6030930028094492,-0.07582019847502419,0.9981782901360204,-0.07580115237850449,-0.02611135159633471,0.016560592881939732,000240
12,Kia_Corp,운송장비·부품,2021,Q4,-0.03644030644957752,-0.044341816803188605,-0.22389506974412532,-0.0048076715825511734,-0.3350780074894337,-0.7113405603291982,-0.14400365513962776,-0.05385336735436286,-0.05183610285809381,-0.10990319425576733,0.03321682132833617,000270
12,Chosun_Refractories,비금속,2021,Q4,0.01808973169136019,-0.0157225608294993,-0.038395108141321854,0.05506081113422295,0.5624996448752757,-0.15207885905110352,-0.49200276632645257,0.41888377770439733,-0.023427700652750794,0.0716640975538676,-0.06930700197874072,000480
11,Dong-A_Socio_Holdings,기타금융,2021,Q4,0.025317292267324487,0.033815740770788305,0.8421792117234876,0.040815848326394545,-0.4538202552548123,-0.4175241760089119,-0.01512267317882654,-0.44285330920636223,-0.02366742094786689,-0.02895200688865507,0.013365704703025994,000640
11,S_hynix,전기·전자,2021,Q4,-0.0598200520613994,-0.06676227955549985,-0.032584508096590525,-0.10625904720558875,-1.010333082937716,-1.4739186324315998,-0.10742731388315874,-0.2061809965202177,-0.38922366989219714,-0.19723832605985847,0.29767943019322207,000660
11,Youngpoong,금속,2021,Q4,0.024913218330755438,0.027788829568474616,0.017830720113273912,0.11680977581288515,-0.5894097409821504,-0.33680102680368806,0.0,-0.14362942678926394,0.0,-0.23276435238951176,0.004289463338419118,000670
11,Hyundai_E&C,건설,2021,Q4,-0.03367254753843807,-0.01863721533039575,-0.264208675335603,-0.017194248395717898,-0.060596784898068856,-0.0657153400666124,-0.08126784105343177,0.0,-0.07716735499289573,-0.24113617185424063,-0.11847023279697401,000720
11,Hanwha_Corp,화학,2021,Q4,-0.015568477463883568,-0.022178773968796195,-0.47293392690352865,0.162941840696742,-0.5878829696219683,-0.8379840613852836,0.05512317681740775,-0.5366587986647104,0.05508709995370631,-0.2095007647349716,-0.06038060798133979,000880
11,CJ_Corp,기타금융,2021,Q4,-0.0034745447164747922,-0.005618432515553717,-0.006418465513173155,0.004967582981369761,-0.3370350414709422,-0.7227496882366642,-0.003931477890459556,0.20578604965403802,-0.005033899537566056,-0.5575138872872873,-0.1356138871337087,001040
11,LG_International,유통,2021,Q4,-0.06296833133230462,-0.06261109790107455,0.08644919353448588,0.1948721745138683,-0.4255663325176906,-0.5916165680472558,-0.24742024714950372,-0.6765172183013324,-0.2471848693215979,-0.07274458575651455,-0.21211013717105892,001120
11,Dongkuk_Steel,기타금융,2021,Q4,0.02578078501125458,0.07990805703506254,-0.05366686471406101,-0.08936100550422617,-0.16741428607099107,-0.49950359965604285,-0.5073827157685125,0.056709298530351004,-1.1937576082671528,-0.3129149554096713,-0.10572532277451015,001230
11,SeAH_Besteel,금속,2021,Q4,-0.012631173337006585,-0.02106933281334089,-0.03969014409219085,-0.09706748414503329,-0.5100604886166771,-0.6413639594008829,0.0,-0.5323127737677003,0.0,-0.25802568561236683,-0.20316972836784014,001430
11,Daesang,음식료·담배,2021,Q4,-0.04475631043247885,-0.057306155020289795,-0.016078588369014435,-0.03842650878481503,-0.8828134526793847,-1.2854653364220567,0.20128918080108194,0.0,-0.03161998876342187,-0.22579373144460058,-0.017819326482005193,001680
11,SK_Networks,유통,2021,Q4,-0.010785121680322751,0.021777773578640858,0.012767552378976754,-0.05553313287979188,0.0,0.0,0.20933029145780013,-1.1954555138968268,-0.012731402882151466,-0.41118323012380475,-0.004246819758813535,001740
11,Orion_Corp,기타금융,2021,Q4,-0.0014506661039928037,-0.10134816901972954,-0.0882933446530414,0.05950485366267645,-0.18310511577662947,-0.39964282914716986,0.0,-0.11512299297343431,0.0,0.3413926154223974,-0.01996762863030734,001800
11,KIS_Wire,금속,2021,Q4,-0.005564211782624451,-0.023222675259117143,-0.11564150724778322,0.30511689433305617,-0.8239946663724336,-0.6993300548962393,0.0,-0.4320639112416633,-0.05619777566022788,-0.1693429984860706,-0.3393663970038052,002240
11,Nexen_Tire,화학,2021,Q4,0.006783052329513262,0.007354105169196323,0.016889174547766173,-0.17760929346523002,-3.3821447880586613,-0.4854000902280744,0.0,-0.055583434613450056,0.0,-0.017193424684061487,-0.10206879594548245,002350
11,KCC,화학,2021,Q4,0.0028586196007143183,0.0022566628465829908,-0.10411392878255032,0.30763056150133017,-0.5924158726109006,-0.6345183572295523,0.034817064879007265,-0.319021536368564,0.03481130463849402,-0.161785629426086,-0.22668254620167846,002380
11,AmoreG,화학,2021,Q4,0.017668486032112907,0.028702787116539508,0.013417865249149452,-0.14889157603615372,-0.23694888601788588,-0.4103226155450792,0.011123386740779395,-0.053598397297879075,0.011155369982317032,-0.3091298700391363,-0.08153225448064748,002790
11,Korea_Shell_Petroleum,화학,2021,Q4,-0.06213912878022909,-0.06626866098358342,-0.07392162920185075,0.04637891519586669,-0.3341034799307854,-0.2927614847954596,0.0,0.0,0.0,-0.22364192922295878,-0.06534628098570389,002960
11,Bukwang_Pharmaceutical,제약,2021,Q4,-0.061709636811905444,-0.003724010284038126,-0.1289407144526853,-0.17518592830285523,-0.3439247339774969,-0.36511881774454036,-0.14046302022854595,-0.23163700838094048,0.0,-0.18024702282483118,-0.126634295296974,003000
11,SeAH_Steel,기타금융,2021,Q4,-0.010970387790860237,-0.013458459982058635,-1.2398874677636633,0.9304300948543973,-0.4056313727070664,-0.47393388746170206,-0.009115451368357563,-0.15093497390177202,-0.008621931943959105,-0.1079914448734669,-0.24562710105236968,003030
11,Ilshin_Spinning,섬유·의류,2021,Q4,-0.014926638051963259,-0.0175011071716229,-0.24900066236080542,0.21385990084756618,0.5493602413750225,-0.3436189341335165,-0.01708148297870915,0.4922099110603003,-0.017081482978709372,-0.2918879259039877,-0.0874746314314278,003200
11,Taekwang_Industrial,화학,2021,Q4,-0.025334152737074955,-0.02822836777577664,-0.09085078187597673,0.037870371285649955,-0.2679554133137567,-0.2600070408676345,-0.03593043502996718,0.9920932292504552,-0.03593043502996718,0.014945463138823167,-0.046994655657334364,003240
11,Hanil_Cement,비금속,2021,Q4,0.0031755075696445756,0.001250353062719256,0.8474796935686716,0.1113676089856966,-0.23430418049826196,-0.28135917043586467,0.026632496847548537,-0.08879697295605005,0.026632496847548537,-0.18197548016342813,0.05031170670010718,003300
11,Ssangyong_Cement,비금속,2021,Q4,0.03538148974125177,0.02997397259185286,-0.14692590493153102,0.04033426637883784,-0.11843109224400927,-0.43736195213842066,0.009111254058259965,0.26292074109960106,-0.04413597084857379,-0.02732380727138306,-0.014377044351198472,003410
11,Korean_Air,운송·창고,2021,Q4,-0.07007614470650614,44.10797542275274,-0.26896317269862124,0.14564624321246528,-0.415513863242849,-0.6148938574894687,0.04126681087444406,-0.32094712724042695,-0.06457252884434173,0.007427677829848989,-0.1065743252819815,003490
11,Youngjin_Pharmaceutical,제약,2021,Q4,-0.0030992333013144524,-0.12750656998425058,-0.09025691688962434,-0.05427312463143087,-0.3108995363894409,-0.3777759732914847,0.0,-0.17379840109829803,0.0,-0.22828858933540985,0.07989796276754212,003520
11,LG_Corp,기타금융,2021,Q4,0.020880378260725307,0.023566498138112735,0.16144863208232607,-0.002337478578137764,-0.500793707893793,-1.094455100593568,0.0,0.9443778507646973,0.0,0.0007966713480099807,-0.11580544707307734,003550
12,S&T_Heavy_Industries,운송장비·부품,2021,Q4,-0.01019850744949835,0.00042441629200729025,-0.6623387001991343,-0.013184753267830154,-0.44516032550468476,-0.25930417788505844,0.0,-0.5899526232883077,0.0,-0.23341691827122202,-0.07328057460380377,003570
11,SsangYong_Motor,운송장비·부품,2021,Q4,-0.011053935000040926,0.023091254206008327,-0.057148102480729435,0.0,-0.08826412800246519,-0.07664611015520739,-0.023596805803858034,0.0,-0.023594881991195304,0.987561295426722,0.0,003620
11,Namyang_Dairy_Products,음식료·담배,2021,Q4,0.010804385777449577,0.010582437376386533,-0.02258594563756322,-0.34805517222242643,-0.26538116212386265,-0.7156586277793542,0.014882844292099184,-0.10562254026070872,0.014782055442314923,-0.08704305252710176,-0.036799792139622894,003920
11,Samsung_Fine Chemicals,화학,2021,Q4,-0.04096005756929344,-0.056292280337912004,-0.062428768673907564,0.4491265150910788,-0.38647368544006167,-0.9324204657741999,-2.0956119086043414,-0.09075019041205734,-0.39748798719457756,-0.06489467924940517,-0.15422586022483192,004000
11,Hyundai_Steel,금속,2021,Q4,-0.020485209106464453,-0.028025516299934106,-0.11137805997345085,-0.03562352026754079,-0.5293014445805841,-0.7654776797911627,-0.05876053536850456,-0.07525635038018419,-0.06601524934683778,-0.19089755191604296,-0.1124338688577416,004020
11,Hansol_Holdings,기타금융,2021,Q4,-0.005800076194769854,-0.007566556263487234,-0.010647638389505998,-0.07326448812541216,-0.216845412209961,-0.23924882881337894,-0.008238283941040203,0.9999988472795825,-0.008238283941040203,-0.2734212685493109,-0.10244998645513093,004150
11,Shinsegae,유통,2021,Q4,0.008524967369750946,-0.00015214855143241834,-0.2203817263980099,0.012084107279403858,-0.9239153399990456,-1.3447067164104043,0.24448631117761777,0.8390410783401249,0.01065375117628431,-0.307850077349203,-0.015314983633494081,004170
11,Nongshim,음식료·담배,2021,Q4,-0.013038746076905028,-0.01368804531618606,-0.08610621082229097,-0.0186980640167506,-0.4144999363668087,-0.8800457323422146,-0.03546093599068012,-0.11485730288151186,-0.019534160487309604,-0.10057297637588314,0.1368224948264828,004370
11,SEBANG_Global_Battery,전기·전자,2021,Q4,-0.012625261323133907,-0.013226520667084074,-0.20394337164248477,-0.033936895204292356,-0.3842033148715034,-0.6625000072365659,0.001046371804365509,-0.32233487771764957,-0.014561731157834545,-0.05468952896760526,-0.08413726794857924,004490
11,Chokwang_Leather,섬유·의류,2021,Q4,-0.05803494341638116,-0.001992357256368704,0.2100721997935434,0.10547076927616411,0.14354425547241212,-0.37697267563635384,-0.16262917095810137,-0.025386639894434238,-0.16262917095810137,-0.24697507280619768,-0.02367133233401104,004700
12,Hansol_Technics,전기·전자,2021,Q4,-0.010318305857018206,-0.10284046119697776,-0.09464205097360145,-0.15152012756771172,-0.40262285062905834,-0.6665402352997443,0.0,-0.19924696636874084,0.0,-0.1978054958177753,0.13872593525057644,004710
11,Hyosung,기타금융,2021,Q4,-0.028229706734187676,-0.00861278314189362,0.041628234807995934,0.21697262900996706,-0.1741727755336806,-0.049557848911598645,0.04177168055924996,-0.11476897598288294,-0.0037837061218850554,-0.17422432498199325,-0.1595535837565502,004800
11,Samkwang_Glass,전기·가스,2021,Q4,-0.03987246661430022,-0.3368475485618345,-0.6095626464068027,0.10323885600193705,-0.07098494329365468,-0.30678631629618147,-0.1034534809576324,-0.6982042585008312,-0.09875898866201105,-0.4524064007321711,-0.08568191434459306,005090
11,Binggrae,음식료·담배,2021,Q4,0.07321151795376668,1.2482416508711893,0.2932160415606915,-0.025737404586276866,-0.4466290914330979,-0.799014692681139,0.0,-0.05963885546401304,0.0,-0.10130197973626376,-0.04504137494299171,005180
