,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,매출액변화율,비유동부채변화율,영업이익변화율,Relative Return,전체 주식 수변화율,전체 주주 수변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,Label,Code
25,Kyungbang,유통,2018,Q2,-0.00904435133433723,-0.011539215454290153,-0.08884180353403526,0.0035522157260262643,0.007985331454748001,0.04130716261582614,-0.012443543667516765,-0.012007014928040904,0.0,-0.013813923531545313,0.03967232855875262,000050
25,Hite_Jinro,음식료·담배,2018,Q2,-0.007179471377986468,-0.037824002600140405,-0.17278018511069937,0.28229728721539105,-0.30770681300134783,-0.036254670906736695,0.02095427777201786,0.021018185323650407,0.0068545925627331306,0.018294685062707927,-0.07041875485447845,000080
25,Yuhan_Corporation,제약,2018,Q2,-0.014769178896622881,-0.012613736892784777,-0.14050032828143366,-0.019837821092159036,0.06864230666251181,0.04787317080634118,-0.013370083848190495,-0.013000718980997306,-0.005052408369744965,-0.004137184833926,0.03914035069613461,000100
25,CJ_Logistics,운송·창고,2018,Q2,-0.0023326808527597276,0.042054141812745804,-0.13287089820554532,-0.20520215402125896,-0.5953481909063025,0.012786390667204349,-0.019045620199207525,-0.011068877952083778,-0.08146064946638232,-0.0619953915433904,0.2633830041647351,000120
25,Doosan_Corp,기타금융,2018,Q2,0.003976187043333468,-0.002312005922072702,0.10255509920520556,-0.8615286363347552,0.5140133115134898,-0.035721044488613636,-0.08131506123537924,-0.0636992715276481,-0.5996872772149966,-0.016255896586666596,0.03152433882393654,000150
25,DL_Holdings,화학,2018,Q2,-0.02398927211314983,-0.023281696970536947,-0.009006309596034878,-0.11862621745012314,0.1288337117840348,-0.054083825799083475,0.0022993574937569816,-0.004890166986985189,-0.20958423869043497,-0.19899530994850867,0.08279547369027626,000210
25,Ildong_Pharmaceutical,제약,2018,Q2,-0.004335520566391304,-0.009487290026072293,0.35231846433338165,-0.01359899829890332,0.7998524005108403,0.020977954684127886,-0.00015420083117012595,-0.0033909768857649514,0.002889601954494281,0.002565988466041391,-0.009704254846117456,000230
25,Hankook_Tire_Worldwide,기타금융,2018,Q2,-0.0034281492033783056,-0.0083842744432443,0.5048735360102533,-0.0021093304064108143,0.6322646754376716,0.01571765120288519,0.016472394561325876,0.012735597775005325,0.10088262951013294,-0.060365661227930634,-0.0011039006321107159,000240
26,Kia_Corp,운송장비·부품,2018,Q2,-0.0019241297791461331,-0.004989530844280665,-0.17359682920208352,-0.027577333130102133,-14.26460838479038,-0.02646735677159647,0.01534140173279952,0.01606854520789358,0.1293068848154444,-0.002257590493634609,0.04394539044051016,000270
26,Chosun_Refractories,비금속,2018,Q2,-0.024421879139036262,-0.02204330764303153,0.06440360677641677,-0.316808933415591,0.6772468629735958,0.007732274442960117,-0.20871886627448966,-0.016978905768594066,0.1100093445750071,-0.11227046478606972,0.0765148803062925,000480
25,Dong-A_Socio_Holdings,기타금융,2018,Q2,-0.006970540011985937,-0.010359961052427868,0.6789583802181853,0.019105458525919383,1.0347829407353633,0.08882620383446413,-0.01972455258957795,0.0019491553150134955,-0.015731071924523166,-0.018322296879840883,-0.18182312355467703,000640
25,S_hynix,전기·전자,2018,Q2,-0.11910988460069771,-0.14898066679381028,-0.17247468909197217,-0.10548460258343417,-0.2551965458459591,0.08588514626654693,-0.15255317969407045,-0.15660814375847187,-0.07122904946679065,-0.13217374466550869,0.09934622259617176,000660
25,Youngpoong,금속,2018,Q2,0.0033545741854711375,0.0035030118892893647,0.1199754876765502,-0.0039145978545205296,3.102379434410524,-0.10563598464795665,-0.006348306926427405,-0.012387266165243993,0.0,0.004923003018696526,-0.07502151268878574,000670
25,Hyundai_E&C,건설,2018,Q2,-0.02067726289071614,-0.03445893158719038,-0.17972268343452846,-0.010461669112256544,-0.15000412779658223,0.23307283422020741,-0.013072840742798464,-0.0154810306978439,-0.020756978817442207,0.0,0.366205796736936,000720
25,Hanwha_Corp,화학,2018,Q2,-0.0037549496081938916,-0.01345229589806407,0.005649036887660941,-0.06629978503125389,-0.27109943081238597,-0.03149375439942608,-0.01008604414216685,-0.012381743534513712,-0.007422646012628986,0.014957407272380596,-0.14476644695145147,000880
25,CJ_Corp,기타금융,2018,Q2,-0.007219893552173673,-0.01138457721680819,0.0004315773253121824,-11.84440231271691,0.7599482977293289,-0.08982418208883033,-0.002012682601598925,-0.0018446840658481456,-0.0030325426609849604,-0.00511705056951306,-0.056529233683688423,001040
25,LG_International,유통,2018,Q2,-0.036939165982079025,-0.020568441914094793,0.059874226179991163,0.06584479626316486,-0.14528101379008018,0.039663565712917175,-0.02630982915074176,-0.039510746004640884,-0.20371505235972176,-0.20482371072245686,-0.05846947428784727,001120
25,Dongkuk_Steel,기타금융,2018,Q2,0.017517266908865126,0.04347338092742892,-0.07068628377355379,-0.05125648749895073,-1.0646900099668652,-0.04346138203008453,-0.018881517314812912,-0.012909482066030709,0.2731418615632022,-0.013158074603673242,-0.10982856523812995,001230
25,SeAH_Besteel,금속,2018,Q2,-0.008445280463954541,-0.012540683591309332,-0.00033360136635463,-0.14174976611087642,-0.06452137847688721,-0.07926335802120596,0.0010093245844984278,0.0033695902078783035,0.0,0.0202392685715147,-0.11335607578544118,001430
25,Daesang,음식료·담배,2018,Q2,-0.05005585474943608,-0.07017943798988657,0.03699035856379551,-0.00925595266782775,-0.14756225587192406,-0.02586129616553586,-0.11205091726865457,-0.11279306429858682,0.32006051381542233,0.0,0.07746591794808669,001680
25,SK_Networks,유통,2018,Q2,0.0011050848838235483,0.006877622070881717,0.027345658263305372,-0.04299428872022237,0.5129992255780507,-0.0992945795238567,0.0,0.0,0.09297098599964926,-0.028113726219054502,-0.1710666729241935,001740
25,Orion_Corp,기타금융,2018,Q2,-0.003552862552165026,-0.40838072667411685,0.7508102572193525,-0.035240385842717714,0.9300917494509591,0.05272606442925967,0.0017662120220018895,0.0015959088701815727,0.0,-0.0031280367713000246,0.043166397666540145,001800
25,KIS_Wire,금속,2018,Q2,-0.003264135785456146,-0.0024328848927088753,-0.12258929393176654,-0.01076069441539551,-0.16000636281820135,-0.032768775026056345,-0.011697266104820692,-0.014111889903652974,0.0,-0.009378882721239323,0.00935756126793743,002240
25,Nexen_Tire,화학,2018,Q2,-0.030537086174634576,-0.034300569851313245,-0.14032345115592237,0.00647558513333335,-0.5070188963574651,0.09769802586836243,-0.011481006925947446,-0.017656648768048067,0.0,-0.02138292747420434,-0.12300048250115522,002350
25,KCC,화학,2018,Q2,0.05723720972465318,0.06198452312359948,-0.09936909503564584,0.13663078226765824,-0.5363071192152258,-0.059034308697823244,0.21494933765483182,0.18341613203964302,0.09325036617072979,0.19983229304710048,-0.0002613620167328315,002380
25,AmoreG,화학,2018,Q2,-0.0005452304896425009,-0.0013420733075233393,0.020219073932325138,0.01866239219022714,1.0322251144208183,0.023689514414966896,0.008081011223830203,0.007783653062263474,0.0032032820558667296,0.008521960095229875,-0.10947183480340325,002790
25,Korea_Shell_Petroleum,화학,2018,Q2,-0.07555305510884658,-0.08300642334943698,0.013298602540562587,0.7061463013311677,0.03084578475345756,-0.08174671283220253,0.10185493794851408,0.09706577051806575,0.0,0.0,0.09162372767510019,002960
25,Bukwang_Pharmaceutical,제약,2018,Q2,-0.1860643504091124,-0.008081255611921856,-0.1480138125165611,-0.06770600508657565,-0.4516651073909612,0.1064461049323252,-0.1681127411274177,-0.15557727240366193,-0.3411110574142908,-0.14926428177538753,-0.01681752860932499,003000
