,name,sector,year,quarter,Relative Return,자본총계 변화율,이익잉여금 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,전체 주식 수 변화율,발행금액 변화율,Label,Code
9,Kyungbang,유통,2022,Q2,0.23943901702084805,-7.319994111187889e-05,-7.355989265178664e-05,0.033707865168539186,-0.045732630383092276,-0.05654429121719562,0.0,-0.05654429121719562,-0.05654429121719562,-0.0565442912171954,-0.06870915080982809,000050
9,Hite_Jinro,음식료·담배,2022,Q2,0.32362506353247594,-0.030006510551201515,-0.10988968351355366,0.033707865168539186,-0.045732630383092276,-0.0564321474004954,-0.05643214740049518,-0.05643214740049518,-0.0564321474004954,-0.0564321474004954,-0.028131566770931288,000080
9,Yuhan_Corporation,제약,2022,Q2,0.019865372246513788,-0.0018570551705465732,-0.010316175491482893,0.033707865168539186,-0.045732630383092276,-0.05652823274244545,-0.05652823274244545,-0.05652823274244545,-0.05652823274244545,-0.05652823274244523,0.11819428013486125,000100
9,CJ_Logistics,운송·창고,2022,Q2,0.11131152698100741,0.011571595836462945,-0.06405986704101863,0.033707865168539186,-0.045732630383092276,-0.056405818771379845,-0.056405818771379845,-0.05640581877137962,-0.05640581877137962,0.0,0.04659939349396938,000120
9,Doosan_Corp,기타금융,2022,Q2,-0.06810196658570933,-0.009279818119856342,-0.011043541258800804,0.033707865168539186,-0.045732630383092276,-0.056489792238982206,-0.056489792238982206,-0.056489792238982206,-0.056489792238981984,-0.056489792238981984,-0.17416914717588708,000150
9,DL_Holdings,화학,2022,Q2,0.08271770554543821,-0.009089237485680357,-0.004958758453892376,0.033707865168539186,-0.045732630383092276,-0.05979900769181645,-0.05876585019662928,-0.05710924541738427,-0.05663779112393774,-0.059799006456467074,0.3278752199402504,000210
9,Ildong_Pharmaceutical,제약,2022,Q2,0.5425262653429956,0.002516269364221446,0.010023660334367301,0.033707865168539186,-0.045732630383092276,-0.056550351063176185,-0.056550351063176185,-0.056550351063176185,-0.056550351063176185,-0.056550351063176185,0.09274254337687336,000230
9,Hankook_Tire_Worldwide,기타금융,2022,Q2,0.006654206894265768,-0.006671861135463031,-0.019644071950694952,0.033707865168539186,-0.045732630383092276,-0.056516307644593144,-0.05651630764459292,-0.056516307644593144,-0.056516307644593144,-0.05651630764459292,0.03611137979533925,000240
10,Kia_Corp,운송장비·부품,2022,Q2,-0.0279192459465826,-0.02430548061827542,-0.03263407392527129,0.033707865168539186,-0.045732630383092276,-0.051002975745296775,0.04470912660011306,-0.058086300091829246,-0.051775782000852644,-0.05358916764666577,0.21054465270270062,000270
10,Chosun_Refractories,비금속,2022,Q2,0.07203160961344064,0.024254162971195314,-0.03162022344809268,0.033707865168539186,-0.045732630383092276,-0.056548642525893866,-0.056548642525893866,-0.056548642525893866,-0.056548642525893866,-0.056548642525893866,0.1498791080107003,000480
9,Dong-A_Socio_Holdings,기타금융,2022,Q2,0.070743364846935,0.00955078274529364,0.015220679837598228,0.033707865168539186,-0.045732630383092276,-0.05654649564749126,-0.05654649564749148,-0.05654649564749126,-0.05654649564749126,-0.05654649564749148,0.05905809393449801,000640
9,S_hynix,전기·전자,2022,Q2,-0.026621589039758017,-0.051842287960773836,-0.057146376239387564,0.033707865168539186,-0.045732630383092276,-0.05453503033575413,-0.04733518754889987,-0.04773684006245982,-0.04913304291850351,-0.06809959386971975,-0.06624782872825283,000660
9,Youngpoong,금속,2022,Q2,0.1377216530485017,-0.00497141778870791,-0.00494612295622221,0.033707865168539186,-0.045732630383092276,-0.05651977241926587,0.0,-0.05651977241926587,-0.05651977241926587,0.0,-0.07794422946288784,000670
