,name,sector,year,quarter,Relative Return,자본총계 변화율,이익잉여금 변화율,실업률 변화율,환율 변화율,자기주식수 변화율,특정 증권 등 소유 증감 수 변화율,전체 주주 수 변화율,전체 주식 수 변화율,발행금액 변화율,Label,Code
16,Kyungbang,유통,2020,Q3,0.359479460513127,-0.008245139540944635,-0.00806143020514516,0.032258064516129115,0.026207921096291442,-0.12126034728849833,0.0,-0.12126034728849855,-0.12126034728849855,-0.12126034728849833,-0.22114050170631516,000050
16,Hite_Jinro,음식료·담배,2020,Q3,0.43549445383506685,-0.027445532109191983,-0.09873222789059177,0.032258064516129115,0.026207921096291442,-0.12101698710539233,-0.1210169871053921,-0.12101698710539233,-0.12101698710539233,-0.12101698710539233,-0.2673010092459902,000080
16,Yuhan_Corporation,제약,2020,Q3,-0.114510992504957,-0.027596931753624876,-0.01197353040624094,0.032258064516129115,0.026207921096291442,-0.12122527964035679,-0.12122527964035701,-0.12122527964035679,-0.12122527964035679,-0.12122527964035679,0.1609598366697684,000100
16,CJ_Logistics,운송·창고,2020,Q3,-0.033428838749814255,-0.006096308022309316,-0.038958214182631457,0.032258064516129115,0.026207921096291442,-0.12083256811268295,-0.12083256811268295,-0.12083256811268295,-0.12083256811268295,0.0,0.030376393366391183,000120
16,Doosan_Corp,기타금융,2020,Q3,-0.04948578664960998,-0.06511216650817397,-0.06081238992559723,0.032258064516129115,0.026207921096291442,-0.12091632638648653,-0.12091632638648653,-0.12091632638648653,-0.12091632638648653,-0.12091632638648653,0.13661746449832246,000150
16,DL_Holdings,화학,2020,Q3,-0.12696123473662732,-0.01870200059621485,-0.022766799887414146,0.032258064516129115,0.026207921096291442,-0.1708251483436396,-0.15244755102154728,-0.12864855990174462,-0.12287274660537184,-0.1708251243591843,-0.16497508699337587,000210
16,Ildong_Pharmaceutical,제약,2020,Q3,-0.0486206510452957,-0.003033903352211764,-0.013065887467869297,0.032258064516129115,0.026207921096291442,-0.12128508310307162,-0.12128508310307162,-0.12128508310307162,-0.12128508310307162,-0.12128508310307184,-0.08641149389845251,000230
16,Hankook_Tire_Worldwide,기타금융,2020,Q3,0.33313515746866035,-0.0018794544316897976,-0.005806261569411442,0.032258064516129115,0.026207921096291442,-0.1212039895869168,-0.12120398958691658,-0.12120398958691658,-0.1212039895869168,-0.12120398958691658,0.11199464307042542,000240
17,Kia_Corp,운송장비·부품,2020,Q3,0.034535833219362266,-0.013868951734598678,-0.015637057983518554,0.032258064516129115,0.026207921096291442,-0.10538613223944537,0.012560801937349653,-0.12742980802330806,-0.108591621820606,-0.11048072404048881,0.36348041097783856,000270
17,Chosun_Refractories,비금속,2020,Q3,-0.17296592598944555,-0.009560970924148426,-0.0038288495814671197,0.032258064516129115,0.026207921096291442,-0.12127969828881469,-0.12127969828881446,-0.12127969828881446,-0.12127969828881446,-0.12127969828881446,-0.07776355037481839,000480
16,Dong-A_Socio_Holdings,기타금융,2020,Q3,-0.019029028497076356,-0.01123776131058496,-0.018600461224819398,0.032258064516129115,0.026207921096291442,-0.1212758461490917,-0.1212758461490917,-0.12127584614909193,-0.12127584614909193,-0.1212758461490917,0.20904200518073715,000640
16,S_hynix,전기·전자,2020,Q3,-0.15924965846836467,-0.018702415962917662,-0.02109478239496454,0.032258064516129115,0.026207921096291442,-0.06931344414229779,0.09141630237839671,-0.021226856602015065,-0.023558553919023284,-0.24465283163177332,-0.1252993926687252,000660
16,Youngpoong,금속,2020,Q3,-0.1947066441078469,-0.005974761287205421,-0.005929800460903412,0.032258064516129115,0.026207921096291442,-0.1212221699604683,0.0,-0.12122216996046808,-0.1212221699604683,0.0,-0.08660309399229167,000670
