,name,sector,year,quarter,Relative Return,자본총계변화율,이익잉여금변화율,매출액변화율,비유동자산변화율,영업이익변화율,Label,Code
10,Kyungbang,Materials_&_Chemicals,2022,Q1,0.009742516297228892,0.000641715741516502,-0.0016045569085549882,0.1409048079594989,0.010045162241098082,0.3383381353604703,0.23943901702084805,000050
10,Hite_Jinro,Consumer_Goods_&_Retail,2022,Q1,-0.060367014190983226,0.02238425684751877,0.07736521656314133,-0.08248706980528042,0.0053036190353181745,-0.6800022376931831,0.32362506353247594,000080
10,Yuhan_Corporation,Healthcare,2022,Q1,0.07715090444107445,-0.02254947668513485,-0.03576857243677756,0.029136487684847334,0.003961223608116016,0.5943501883001182,0.019865372246513788,000100
10,CJ_Logistics,Trading_&_Logistics,2022,Q1,-0.15768692687592137,-0.007389135974415595,-0.09674442852890897,0.09865796587446496,-0.0006098864316907981,0.445338565022507,0.11131152698100741,000120
10,Doosan_Corp,Conglomerate,2022,Q1,0.21133524785023414,0.003688978534823195,0.0020258474522785175,-0.0,-0.07040648845748398,1.544819098530279,-0.06810196658570933,000150
10,DL_Holdings,Conglomerate,2022,Q1,-0.17137325112026716,-0.03958622507782028,-0.021308956872318374,-8.285238206088984,0.015345980421482053,55.80133618385497,0.08271770554543821,000210
10,Ildong_Pharmaceutical,Healthcare,2022,Q1,0.10966200099932229,0.0022966925940069993,0.005505962846233059,-0.3455204590587124,0.001722042608176766,-67.28365410231228,0.5425262653429956,000230
10,Hankook_Tire_Worldwide,Automotive_&_Parts,2022,Q1,0.016560592881939732,0.0022844005603385176,0.005990138642914422,-0.19559684180058223,-0.049560934369387244,-1.7178606498619513,0.006654206894265768,000240
11,Kia_Corp,Automotive_&_Parts,2022,Q1,0.03321682132833617,0.027134633556762267,0.028043979983755407,0.11454763564460535,-0.011587888384186229,0.6498010786720247,-0.0279192459465826,000270
11,Chosun_Refractories,Materials_&_Chemicals,2022,Q1,-0.06930700197874072,-0.01939061818717236,-0.0032646369112163676,-0.036421218660805055,-0.09346645014094102,-3.4408369430652606,0.07203160961344064,000480
