,name,sector,year,quarter,자본총계변화율,이익잉여금변화율,매출액변화율,비유동부채변화율,영업이익변화율,Relative Return,전체 주식 수변화율,전체 주주 수변화율,특정 증권 등 소유 증감 수변화율,자기주식수변화율,Label,Code
22,Kyungbang,유통,2019,Q1,-0.006067346049560163,-0.006492623667377462,0.06264763485695235,-0.058365998629261284,0.0004870058881574213,-0.034801146457588195,0.010094210932706793,0.008339476602785445,0.0,-1.55494114290047,-0.11497388301888456,000050
22,Hite_Jinro,음식료·담배,2019,Q1,0.0571906732338171,-0.5745497952748062,0.08561562260265265,-0.6897806449205179,1.2591771900780397,0.113470540275637,-0.004192172296472618,0.018398618468389083,0.018112616165846473,0.05822627329746022,0.06796716946478015,000080
22,Yuhan_Corporation,제약,2019,Q1,-0.010481439909303392,-0.009790877963220312,0.16953719379680443,-0.14068832438632217,-0.8376297898598386,0.018030783106653556,0.0018845766593755808,0.002791906798367161,0.11067649787983047,-1.5312942190968717,0.11530193030160116,000100
22,CJ_Logistics,운송·창고,2019,Q1,-0.12534814941053085,0.1978113882965843,0.07106429404663805,-0.34776077918293224,0.5748703741723742,0.19491628708150138,-0.09114312780587519,-0.06945404197260885,-0.1665305572655167,0.4393317588909962,-0.05286965214188821,000120
22,Doosan_Corp,기타금융,2019,Q1,0.005296317867071965,0.006115634982417073,-0.05168413151631146,0.02944075989614714,-0.49706804449368036,-0.048920234849536226,-0.015966383517458826,0.01510886422976443,0.01923690875723172,-0.03867024920147899,-0.21936302338622432,000150
22,DL_Holdings,화학,2019,Q1,-0.028866120690480113,-0.030620912036328995,0.17878752446805712,-0.1483738311835281,-0.7732320624704767,0.38122201956557783,-0.15911300900086345,-0.14681909720616826,-0.030042217558061912,-0.025105939231289565,-0.09540628087893688,000210
22,Ildong_Pharmaceutical,제약,2019,Q1,-0.03397390867196215,-0.10817160534144632,-0.7162034578450989,-0.20236439883074198,-5.735873827668296,0.05364849015381312,-0.07958802511674246,-0.08066177196736524,-0.12172462963460173,0.1284308373078431,-0.11037221640146783,000230
22,Hankook_Tire_Worldwide,기타금융,2019,Q1,0.0006968684284253124,0.002664231854494048,-1.3786591882121741,-0.12463445322893807,-1.9137063560013834,0.05859632124155548,-0.016823841630819514,-0.013126915355269997,-0.1028617297096599,0.3936929426446698,-0.1131106159973099,000240
23,Kia_Corp,운송장비·부품,2019,Q1,-0.060206094367181384,-0.07091217281915085,0.11976704249432502,0.17763070259630787,-0.8984330261856421,0.08997024147169447,-0.01295436337795719,-0.00494817777283485,0.018837648460423906,0.1455253687691278,0.006943591865531604,000270
23,Chosun_Refractories,비금속,2019,Q1,0.018678183723610298,0.004110725181175168,0.041242515917616296,-0.012299798865290201,-0.8564545765209131,0.12526963861319687,-0.09915094846882844,-0.03084645049021839,0.00977705090172809,0.027253546180130428,-0.054676881057550863,000480
22,Dong-A_Socio_Holdings,기타금융,2019,Q1,-0.03099463376569611,-0.05060802738581538,-3.3449420358677253,-0.34781123798336266,12.08258559574809,0.10011090845446671,0.012133050373461685,-0.12281140019964143,0.031395104137316054,0.00433659126689212,-0.08689464098615415,000640
22,S_hynix,전기·전자,2019,Q1,0.0019071900323981428,0.002167378926139385,0.35725895646644346,-0.10709441585301338,0.7199114664400776,-0.05451149322042487,-0.1656250083905917,-0.22872932489120834,0.07587181187188574,0.3723716028241938,0.16058285282086657,000660
22,Youngpoong,금속,2019,Q1,-0.015973629951579138,-0.015863947695089475,0.006038095945614108,0.006979760432623605,-0.4395332499078657,0.1012738018327055,0.050091319861393924,0.06419846696260434,0.0,0.1710266382378941,0.03268860703646111,000670
