,0
Relative Return,0.11444393149303773
자본총계변화율,0.09095960194322232
이익잉여금변화율,0.0836022791232919
매출액변화율,0.08113295635267986
비유동자산변화율,0.0800234738916611
영업이익변화율,0.07500653812961093
