code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익
660,S_hynix,전기·전자,2021,Q3,"16,093,817,000,000","59,310,085,000,000","75,403,902,000,000","8,932,008,000,000","11,049,642,000,000","19,981,650,000,000","49,661,366,000,000","55,422,252,000,000",11521825000000.0,4182591000000.0,4590532000000.0,3358333000000.0,3358333000000.0,"3,657,652,000,000",
4490,SEBANG_Global_Battery,전기·전자,2021,Q3,"926,392,525,196","502,284,671,656","1,428,677,196,852","254,786,756,889","7,512,892,750","262,299,649,639","1,119,362,593,206","1,166,377,547,213",293809057335.0,17930401067.0,22308866226.0,16916584881.0,16916584881.0,"7,000,000,000",
4710,Hansol_Technics,전기·전자,2021,Q3,"192,308,780,383","244,857,501,745","437,166,282,128","120,077,772,157","78,620,086,075","198,697,858,232","23,174,035,037","238,468,423,896",157911125681.0,-7226585900.0,-5995401664.0,-5995401664.0,-5995401664.0,"160,549,390,000",
5930,Samsung_Electronics,전기·전자,2021,Q3,"73,253,025,000,000","167,431,393,000,000","240,684,418,000,000","49,597,918,000,000","3,696,390,000,000","53,294,308,000,000","182,526,994,000,000","187,390,110,000,000",53919812000000.0,10581181000000.0,10668887000000.0,8594666000000.0,8594666000000.0,"897,514,000,000",
6400,Samsung_SDI,전기·전자,2021,Q3,"4,019,035,128,898","12,339,150,201,487","16,358,185,330,385","3,009,500,212,589","1,406,364,792,946","4,415,865,005,535","6,284,762,352,463","11,942,320,324,850",2909698525665.0,204839265613.0,242280295336.0,196430598717.0,196430598717.0,"356,712,130,000",
7340,Dong-A_Tire,전기·전자,2021,Q3,"143,103,613,722","477,687,938,187","620,791,551,909","32,785,662,476","3,774,638,504","36,560,300,980","856,402,281,207","584,231,250,929",49514803775.0,2610597713.0,257432009791.0,256459201497.0,256459201497.0,"4,997,002,500",
9150,Samsung_Electro-Mechanics,전기·전자,2021,Q3,"3,602,002,174,358","3,348,126,983,616","6,950,129,157,974","1,672,032,954,660","141,990,233,923","1,814,023,188,583","595,767,388,672","5,136,105,969,391",1920862136452.0,358208209243.0,392105290695.0,281888651406.0,281888651406.0,"388,003,400,000",
10120,LS_Electric,전기·전자,2021,Q3,"1,396,381,699,898","1,058,216,021,228","2,454,597,721,126","563,101,836,633","530,380,061,915","1,093,481,898,548","1,243,659,463,108","1,361,115,822,578",461759495320.0,28640732084.0,-893627941.0,-817202517.0,-817202517.0,"150,000,000,000",
11070,LG_Innotek,전기·전자,2021,Q3,"4,260,803,408,312","3,152,426,226,614","7,413,229,634,926","3,644,962,207,105","995,164,401,880","4,640,126,608,985","1,504,003,764,676","2,773,103,025,941",3719529225112.0,311710272029.0,301348700643.0,219867920320.0,219867920320.0,"118,335,535,000",
20150,Iljin_Materials,전기·전자,2021,Q3,"276,758,786,757","410,993,586,111","687,752,372,868","42,396,695,416","51,980,722,257","94,377,417,673","172,159,005,396","593,374,955,195",99780852975.0,13017999848.0,16917286697.0,13662093972.0,13662093972.0,"23,055,417,500",
25540,Korea_Electric_Terminal,전기·전자,2021,Q3,"420,866,014,357","546,031,869,561","966,897,883,918","168,495,640,371","48,800,608,383","217,296,248,754","694,857,826,292","749,601,635,164",222918046166.0,11525750641.0,19867169034.0,15163946169.0,15163946169.0,"5,207,500,000",
29530,Sindoh,전기·전자,2021,Q3,"819,847,419,437","206,349,173,335","1,026,196,592,772","82,933,576,829","11,387,549,575","94,321,126,404","779,364,816,849","931,875,466,368",78007725998.0,497061933.0,107883284752.0,78182061577.0,78182061577.0,"50,400,145,000",
34220,LG_Display,전기·전자,2021,Q3,"8,355,142,000,000","20,250,386,000,000","28,605,528,000,000","12,882,565,000,000","5,058,157,000,000","17,940,722,000,000","6,634,945,000,000","10,664,806,000,000",6977999000000.0,158301000000.0,272897000000.0,244723000000.0,244723000000.0,"1,789,079,000,000",
66570,LG_Electronics,전기·전자,2021,Q3,"9,303,935,000,000","19,775,831,000,000","29,079,766,000,000","12,716,626,000,000","7,492,686,000,000","20,209,312,000,000","4,935,176,000,000","8,870,454,000,000",7189493000000.0,-178236000000.0,-82970000000.0,-53432000000.0,-53432000000.0,"904,169,000,000",
