,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
8,CJ대한통운,2023,Q2,산업재,-0.03483625001144944,0.005514680835832841,-0.045930323545896545,0.061911959852647414,0.0032949348494932806,0.23102451755927245,-0.02633032885934805,-0.0018312838947458498,000120
8,두산,2023,Q2,산업재,0.09872153547567038,-0.015273448403388623,-0.033624705825406886,0.035711039526771904,-0.02420064369543251,0.14976464075590123,-0.2968335651956906,-0.2355025124873475,000150
8,LG상사,2023,Q2,산업재,0.12476092431538251,0.0020431073840312397,-0.00358924270845129,-0.1898611060247668,0.014214181004842397,-1.2518149656218385,0.20054618214494768,-0.14747209053297525,001120
8,대한항공,2023,Q2,산업재,0.05424658272008227,-0.0077360316693352305,0.005990856506567832,0.10622919965979638,0.039418659743064355,0.12768012442475696,-0.012986122618052764,-0.11089987595250758,003490
8,S&T중공업,2023,Q2,산업재,-0.06382110508717406,0.009099695841184419,0.10127936532678361,-0.014374751399509833,0.016789354397600986,0.05380878055271854,0.005874689172092662,0.4237308294416833,003570
8,LS,2023,Q2,산업재,0.2085931753900197,0.02609542894488981,0.0002215963968574819,0.03578161059926943,0.021835155974399,0.0,-0.28207135635252356,-0.3065947912067449,006260
8,LS산전,2023,Q2,산업재,0.5275378484954165,0.009858535411608305,0.04729039033847271,0.2821484956476987,0.04924469027658085,0.34096250743591994,0.2504770075518541,-0.3045992747501028,010120
8,현대상선,2023,Q2,산업재,-0.14740469024459424,0.012631004155657655,-0.008876720998752585,0.022741059490137605,0.026927039864198088,-0.4894026137321259,-0.03226999067671632,-0.023728089831916002,011200
8,SK텔레콤,2023,Q2,커뮤니케이션서비스,-0.11450617666181619,-0.002203440145168045,-0.023448858372329684,0.0006329286503670151,-0.0003459602914673843,-0.08793463904479848,-0.023100014453105944,0.11774969669706507,017670
8,한국단자,2023,Q2,산업재,-0.19408448991482824,0.014215643012155388,0.019203479766534137,0.06473912710242757,0.023244940974807005,0.7327694471122368,0.012909709543941217,0.26112799861195235,025540
8,제일기획,2023,Q2,커뮤니케이션서비스,-0.021654007406326094,0.007954113520346473,-0.04725870094247164,0.10223772615755466,0.06047130699394221,5.5832743116618495,-0.008969106596473653,0.10887430073332618,030000
8,KT,2023,Q2,커뮤니케이션서비스,-0.04013117666181618,0.00020760395946584076,-0.02615467702761687,-0.028485856444065538,0.010547493061255908,0.049674990918295636,-0.05662313497843163,0.06370477521028312,030200
8,LG유플러스,2023,Q2,커뮤니케이션서비스,-0.14252943247576966,0.013502275931802421,0.012456477409392708,-0.035932711693164365,0.02625839574318789,0.11868283177166594,0.04805970315228203,0.06773791932308297,032640
8,SBS,2023,Q2,커뮤니케이션서비스,-0.2379560246861323,0.017593311404506595,-0.03437655592128852,0.2543474622385318,0.020474689160560056,-3.5479179835496466,-0.023932524490304696,-0.048477857603883734,034120
8,NAVER,2023,Q2,커뮤니케이션서비스,-0.0023363653410614638,0.022654218986259078,0.002962388834343299,0.06073888120502202,0.04472883182091225,0.10686391955514685,-0.0036381448299033226,-0.0892818984244177,035420
8,엔씨소프트,2023,Q2,커뮤니케이션서비스,-0.3421236263262457,0.06423443588977995,-0.021924540446218388,-0.06941553356161068,-0.015545057197712153,-0.5600394998539873,0.10833597285970042,-0.0006141616667932961,036570
8,대우인터내셔널,2023,Q2,산업재,2.0543189599502054,-0.0062735323310757485,-0.011662221600792666,0.0832045726322228,0.0537811647510551,0.5064764862363056,0.03178671118444831,-0.2574208843558689,047050
8,한국항공우주,2023,Q2,산업재,-0.06547424053407166,0.029787493844813495,0.015026017993772678,0.28797601963175756,0.007530740844178707,-0.5276910354117419,-0.1960518300379892,-0.029950585891655654,047810
8,한전KPS,2023,Q2,산업재,-0.12695182883572922,-0.034732730926904765,-0.022745780129845294,0.16712509619052307,0.034567592311376405,-0.11446513058926733,-0.29993884673838445,0.04657287809756606,051600
8,현대글로비스,2023,Q2,산업재,-0.006006078661032178,0.011898648693324354,-0.037950552080936006,0.03446682947957336,0.04147007435597838,-0.16854742071918627,-0.050770752338687664,0.048617823940788854,086280
