,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,영업이익 변화율,비유동자산 변화율,매출액 변화율,Label,Code
15,하이트진로,2021,Q1,생활소비재,-0.0915683198064994,0.3732219462632649,-0.009466151554164859,0.8679218451408715,0.0004980129276397349,0.03711054583482465,-0.0652852377051257,000080
15,대림산업,2021,Q1,건설,0.07292815733421597,0.3732219462632649,0.07629522985208492,-0.9877566644656246,-0.07226056862978081,-1.0020761368179334,-0.13127033006249395,000210
15,현대건설,2021,Q1,건설,0.1974162064211117,0.3732219462632649,0.01282270813638875,2.751122964626614,0.019909211393017934,-0.0003179696131268006,0.0044731457103875175,000720
15,CJ,2021,Q1,생활소비재,0.1407733576447262,0.3732219462632649,-0.007214015153665154,1.7313009398847683,-0.003895211083354999,0.07224477044110111,-0.07447352766795284,001040
15,대상,2021,Q1,생활소비재,0.1534845986607466,0.3732219462632649,0.011178549808208649,-43.139845947753805,0.006707230929147157,0.10410747656968011,-0.11411406532792048,001680
15,오리온,2021,Q1,생활소비재,0.25740770673074453,0.3732219462632649,-0.17144698001206238,-65.80098851307947,0.005407977172865008,2.8611977549904237,-0.09462936248817799,001800
15,KCC,2021,Q1,건설,0.6421534929688676,0.3732219462632649,-0.14635272304969416,-0.006602205007915751,0.04304462207483617,0.26217025988814857,-0.052952052476946725,002380
15,아모레G,2021,Q1,생활소비재,0.14850054123881173,0.3732219462632649,0.015300913132181071,-18.304194851846464,0.0040864641186941775,0.0722948670142789,-0.22996209341337234,002790
15,한일시멘트,2021,Q1,건설,0.33880704950811363,0.3732219462632649,0.00600766281098597,-103.52075373708182,-0.0010476071804700338,0.07230499057706297,-0.09692694347733638,003300
15,남양유업,2021,Q1,생활소비재,0.2787376859820905,0.3732219462632649,-0.010311117061419073,-0.5368497335056015,-0.022214058111613255,0.00847962584337747,0.4433450524038771,003920
15,농심,2021,Q1,생활소비재,0.04202356915146966,0.3732219462632649,-0.0026145880376763353,0.013861044495460328,0.004364826228337115,-0.0053301848293318965,0.028906397256513852,004370
15,빙그레,2021,Q1,생활소비재,0.0852569702354805,0.3732219462632649,-0.8387682230337139,-2.072154105862144,0.00032687344172765975,0.08236146725947924,-0.06599426499514177,005180
15,롯데칠성,2021,Q1,생활소비재,0.3561363058598155,0.3732219462632649,-0.0063988115154335334,3.7655632447603438,-0.02569018864437156,0.055633926318725324,-0.18715781924066865,005300
15,현대그린푸드,2021,Q1,생활소비재,0.08351538919139982,0.3732219462632649,0.05113421693232012,0.8089006820013811,0.154162455203678,0.0676264369234465,-0.12842909434209152,005440
15,삼립식품,2021,Q1,생활소비재,0.19157856270184248,0.3732219462632649,0.0035235836746017046,-0.5289415994406454,-0.010197106758911612,-0.07374423796567686,-0.06326699226786905,005610
15,크라운제과,2021,Q1,생활소비재,0.2574689736607466,0.3732219462632649,0.014968991811266985,17.34855086884169,0.0001585255520830664,1.4264933648173526,-0.18911926499514178,005740
15,GS리테일,2021,Q1,생활소비재,-0.06717929410424042,0.3732219462632649,-0.013461792152022367,0.26665543447518236,-0.010997226512627689,-0.0313823534107075,-0.06977061861833983,007070
15,오뚜기,2021,Q1,생활소비재,-0.07908392736314421,0.3732219462632649,0.004934930675029925,0.7425709842091932,0.002870955682753973,0.08125254125336467,-0.029869950552728612,007310
15,아이에스동서,2021,Q1,건설,0.1793508924799348,0.3732219462632649,-0.027496211413568727,-0.26651060003772964,0.056892307419713406,-0.10351426645102324,-0.19627463882691748,010780
15,현대산업,2021,Q1,건설,0.2533327674452463,0.3732219462632649,0.005217793206599541,7.586801519021959,-0.0035795170495889206,2.479260199759765,-0.16205060302331079,012630
15,한국전력,2021,Q1,생활소비재,-0.05075691865340839,0.3732219462632649,-0.03231943182354691,-1.7990678375162508,0.003595747856939946,0.02265332840249945,0.04957058856134358,015760
15,삼성엔지니어링,2021,Q1,건설,0.3579821921973163,0.3732219462632649,0.048333029099283165,0.3090132373985861,0.0011796613124759325,-0.0977198198749546,0.21766108748527596,028050
15,KT&G,2021,Q1,생활소비재,-0.012914284177773988,0.3732219462632649,-0.7768003265466302,-0.3181719636650375,0.016359043270211204,-0.20834968508958662,0.0031230264196103388,033780
15,무학,2021,Q1,생활소비재,0.3235567241577195,0.3732219462632649,-0.01730222639915846,-0.14765209631456455,0.13474442132469733,-0.08714999459988981,-0.15574399296032132,033920
15,한국가스공사,2021,Q1,생활소비재,-0.04035423304469289,0.3732219462632649,0.09973565762544401,1.6892143777569162,0.018236800938084885,0.4502037139802888,0.09940946171293275,036460
15,팜스코,2021,Q1,생활소비재,0.10839639010048922,0.3732219462632649,0.05651625344003741,0.7126019568685471,0.010330511602304027,-0.04443926147496213,-0.2166021556271689,036580
15,대우건설,2021,Q1,건설,0.1620721482639212,0.3732219462632649,1.4145155200586856,1.616193639245818,-0.024199983492721344,-0.057092996679121266,-0.05694473353597176,047040
15,동원F&B,2021,Q1,생활소비재,0.2668354660382567,0.3732219462632649,-0.5600527866922826,2.4161925510661666,0.020057537353956212,0.24519948301950367,-0.1486763234859093,049770
15,LG생활건강,2021,Q1,생활소비재,-0.03447530896059896,0.3732219462632649,0.004035692883079589,0.9929714523731434,0.004083353784903876,0.18528568661721767,-0.036618854081269324,051900
