,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,영업이익 변화율,비유동자산 변화율,매출액 변화율,Label,Code
15,한전기술,2021,Q1,건설,0.9012499083346235,0.3732219462632649,-0.01406995126106958,-0.9635707167279166,-0.01831916072230866,-0.49140475261854943,0.18215167217584413,052690
15,에이블씨엔씨,2021,Q1,생활소비재,0.0005029002568398416,0.3732219462632649,3.026421432804826,-0.5023890153693319,0.0032910298742383493,-0.12200114956988883,0.054257307331902246,078520
15,아모레퍼시픽,2021,Q1,생활소비재,0.2622404628831451,0.3732219462632649,0.0144297559054547,-3.6655085762259945,-0.013906781224763853,0.2940359262074037,-0.2256494374089349,090430
15,CJ제일제당,2021,Q1,생활소비재,0.0818562482202176,0.3732219462632649,0.0003231099146889793,5.171263053389162,0.01842641719557281,0.13349603526777765,-0.03434787444549347,097950
15,LG하우시스,2021,Q1,건설,0.3544996258492094,0.3732219462632649,0.183418440377356,1.8490826840914805,0.02007847663800355,-0.07440668904058767,-0.1209457213058214,108670
15,락앤락,2021,Q1,생활소비재,-0.07800188931645774,0.3732219462632649,-0.01802706146864419,4.463382987509258,-0.03971452919938934,0.08205358480964131,-0.08601551596914475,115390
15,이마트,2021,Q1,생활소비재,-0.16292130221505222,0.3732219462632649,0.036830038075980065,0.33853156946567653,0.019448856696654637,0.05133700347609471,0.14626379952098725,139480
15,삼양사,2021,Q1,생활소비재,0.09744476201886051,0.3732219462632649,0.07612192320540334,-15.01373182552504,0.04014610575105437,0.015071967392474628,-0.026595768754540276,145990
15,한국콜마,2021,Q1,생활소비재,-0.014782509804534032,0.3732219462632649,0.013725742950276398,19.935798703053507,0.002835289610345404,0.8222273812225489,-0.12698568081228848,161890
15,코스맥스,2021,Q1,생활소비재,-0.009025001139176796,0.3732219462632649,0.17669737331093294,-0.07994416258643078,0.03481943756499084,0.03368768740825767,0.11774017483888313,192820
