,name,year,quarter,sector,Relative Return,국제유가 변화율,법인세차감전 순이익 변화율,비유동자산 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
5,하이트진로,2023,Q3,생활소비재,0.06525524190560864,0.106533304958502,-3.205327338075375,-3.427493868513043e-05,0.011470825467099433,4.940611665452566,0.1534918485429133,-0.14990381084427554,000080
5,SK하이닉스,2023,Q3,정보기술,0.19518738408239644,0.106533304958502,-0.5813158161396179,0.01333557454635792,-0.0169890213724585,-0.6239092728615194,0.04339359761260497,0.12280654486687421,000660
5,CJ,2023,Q3,생활소비재,0.23725698679259047,0.106533304958502,0.1634556802666809,0.0316585615253433,0.004096622552653084,-0.14509910933414283,0.025254475159158796,0.10516296191705135,001040
5,대상,2023,Q3,생활소비재,0.20231955530211015,0.106533304958502,-0.010105261558042256,0.006776147810416244,0.019934195473575,0.3536436488145913,0.0035075270613653675,-0.18735620286412608,001680
5,오리온,2023,Q3,생활소비재,0.09904749246854505,0.106533304958502,1.8792747425188683,0.0024569212130651774,0.0014432566163897764,1.0013927105972225,0.0043341107601491125,-0.22410267205819728,001800
5,아모레G,2023,Q3,생활소비재,-0.0855900374796735,0.106533304958502,9.581751182603815,0.004821176994932896,0.006727113428855125,-0.503452789422156,0.052095060638998714,-0.2113172777498022,002790
5,LG,2023,Q3,정보기술,0.03902478990411453,0.106533304958502,0.6373415765069552,0.006988829396100016,0.0025304598282456237,0.8532238558971421,0.014377794762847618,-0.025779461755282854,003550
5,남양유업,2023,Q3,생활소비재,0.08233999261266219,0.106533304958502,-0.24469104758792593,-0.01590048318359938,-0.006186335668034726,-0.20357693672486876,-0.020107263389877117,0.12716429007244945,003920
5,농심,2023,Q3,생활소비재,0.24311145778868068,0.106533304958502,0.17289364870066337,0.010359406527498782,0.016036162447492508,0.2580793532881738,-0.028774285245781184,-0.3832606228220312,004370
5,한솔테크닉스,2023,Q3,정보기술,0.006413112700537828,0.106533304958502,0.30885064861106737,-0.005673436394007858,0.058897819332699886,0.12193158208531196,-0.007981878555060273,-0.0867870625702989,004710
5,빙그레,2023,Q3,생활소비재,0.24468215121572648,0.106533304958502,0.4201807368831152,-0.010765085323088952,0.06308393520003364,0.40739177148115324,-0.007632707849610565,-0.18555266399671505,005180
5,롯데칠성,2023,Q3,생활소비재,0.19770512006767577,0.106533304958502,0.8983658356103472,-0.0016900598380182874,0.03932703915144198,0.5217877334208278,-0.0009405614736194279,-0.29854025651173866,005300
5,현대그린푸드,2023,Q3,생활소비재,0.036903402736017006,0.106533304958502,-1.2273019417033089,0.36498291371777736,0.383021752709626,-0.919531746031746,0.36594538993286485,0.08749462331802357,005440
5,삼립식품,2023,Q3,생활소비재,0.0066272894141746405,0.106533304958502,-0.27412918993967705,-0.04518686145422213,0.025948718244346303,-0.2589571196981666,-0.054087860571124025,-0.23143933308341808,005610
5,크라운제과,2023,Q3,생활소비재,0.002583117244771331,0.106533304958502,-0.2536866168978088,-0.0004764024831023228,-0.00285665824821435,-0.5703393990399928,0.008199403998065291,-0.06942558392178161,005740
5,삼성전자,2023,Q3,정보기술,0.08806308701045537,0.106533304958502,-0.46117126125623753,0.033361199049093626,0.03675368439640114,-0.41375672878770553,0.019950064742488394,-0.07907967861134663,005930
5,삼성SDI,2023,Q3,정보기술,-0.28770043814046464,0.106533304958502,1.3011079535310994,0.037010546974040937,0.017095076661806763,1.0495032737894947,-0.029975055826562014,-0.12927765950942557,006400
5,GS리테일,2023,Q3,생활소비재,0.06785490497220799,0.106533304958502,0.5491216911370826,0.008357404476413643,0.015177611647266831,0.17123125898422997,-0.07722410995713103,-0.23976420579566762,007070
5,오뚜기,2023,Q3,생활소비재,0.06850714615412441,0.106533304958502,0.3501210717392853,-0.0006264116097307593,0.02466785286661377,0.3259791396707197,0.006153775652151694,-0.1020176622102293,007310
5,대덕전자,2023,Q3,정보기술,-0.014959936012567641,0.106533304958502,2.89584013052817,-0.03425831410330782,0.0029331483002432712,1.0400192815965101,-0.23523970228467783,-0.04686844106463875,008060
5,삼성전기,2023,Q3,정보기술,-0.06054771648406905,0.106533304958502,-0.35867056339357406,0.04033447752934882,0.013507518504086935,-0.6331991794410895,-0.07376054397899301,-0.10836384571847801,009150
5,LG이노텍,2023,Q3,정보기술,-0.06411316144140572,0.106533304958502,-5.725688244671084,0.029157094284405494,0.03291280913550776,-21.51809255843386,0.09433855324843843,-0.22337108492058472,011070
5,한국전력,2023,Q3,생활소비재,-0.014868313616894745,0.106533304958502,-0.18218117948744894,0.007404629751003755,-0.05547502665016879,-0.22634618119755368,-0.02944168792407653,0.3019371400496577,015760
5,삼성에스디에스,2023,Q3,정보기술,0.12041705171341337,0.106533304958502,0.042384572883712224,-0.009042095065096123,0.013803793701751221,0.01732521866802772,-0.07313595939674955,0.01185493249169775,018260
5,일진머티리얼즈,2023,Q3,정보기술,-0.23038020457949288,0.106533304958502,-2.891751722239656,0.014083214716652082,-0.009583169814612824,24.07346267682345,0.006364521548529067,-0.12560749097490714,020150
5,신도리코,2023,Q3,정보기술,0.02563904620318104,0.106533304958502,0.6788287637759713,0.09443854521058559,0.023998326153581884,0.1939308451110202,0.12672345915030214,0.02830142590748541,029530
5,KT&G,2023,Q3,생활소비재,0.11667024549377489,0.106533304958502,0.25481421479272104,0.061981736747718896,-0.02226625324575937,0.20564429195448852,4.400596526596545,-0.08254307423163569,033780
5,무학,2023,Q3,생활소비재,0.018691673343267066,0.106533304958502,-0.6918882039281434,-0.2611486992422304,0.005269935317893992,-0.33460501674106324,-0.18461131487913118,-0.17894331698613736,033920
