,name,year,quarter,sector,Relative Return,비유동자산 변화율,유동부채 변화율,부채총계 변화율,영업이익 변화율,금리 변화율,Label,Code
16,하이트진로,2020,Q4,생활소비재,-0.14532814872049518,-0.029046319094423012,-0.3231474741208694,-0.24785358586900974,-0.608974075483051,0.13205764233403983,-0.0915683198064994,000080
16,CJ대한통운,2020,Q4,산업재,-0.1734431797319626,0.0381810369616038,-0.05250874207040834,-0.031996449583224784,-0.11403005432266788,0.13205764233403983,-0.0013950976945100314,000120
16,두산,2020,Q4,산업재,-0.2441647329936938,0.11529604355786427,-0.07105855919620174,0.039328602839048266,-2.2312531841638217,0.13205764233403983,0.4133159621832869,000150
16,CJ,2020,Q4,생활소비재,-0.08034132147644424,0.059975094260653394,0.8590345216197321,0.8055627791399302,1.3820054865879405,0.13205764233403983,0.1407733576447262,001040
16,LG상사,2020,Q4,산업재,0.3772827007467857,-0.03328418937033972,-0.16779740593080306,-0.10621204789981487,-1.3615129104070596,0.13205764233403983,0.13019494504908907,001120
16,대상,2020,Q4,생활소비재,-0.22717685721862335,-0.07037721716410617,0.007542654489817835,-0.004812121391183033,-1.0222525147859056,0.13205764233403983,0.1534845986607466,001680
16,오리온,2020,Q4,생활소비재,-0.16134826788168088,-0.0009674412784755893,-0.04785588391393791,-0.053414513491549465,-1.1320799749483914,0.13205764233403983,0.25740770673074453,001800
16,아모레G,2020,Q4,생활소비재,0.07840385046972537,-0.03888027979852082,0.04348085856529038,0.023521992031312777,0.434781299262347,0.13205764233403983,0.14850054123881173,002790
16,대한항공,2020,Q4,산업재,0.31306399574872723,0.0014490969053599922,0.046985167547692885,-0.04841069460968073,17.304073663020883,0.13205764233403983,0.002459938505026964,003490
16,S&T중공업,2020,Q4,산업재,-0.033244466235610226,0.05357303089997845,0.018174324926056862,-0.01552338962247135,-12.131451910746186,0.13205764233403983,0.21360493373460077,003570
16,남양유업,2020,Q4,생활소비재,-0.14732050774956285,-0.12013029677448117,-0.007452738681947735,-0.02585310149723974,1.0311152897332176,0.13205764233403983,0.2787376859820905,003920
16,농심,2020,Q4,생활소비재,-0.28843649475978006,0.002621044757540991,-0.17487233333578445,-0.14540003001990387,-0.31989036857071684,0.13205764233403983,0.04202356915146966,004370
16,빙그레,2020,Q4,생활소비재,-0.21460109103307198,0.4839470216492059,-0.28355989871952814,-0.2610736386923914,-1.2543200518404356,0.13205764233403983,0.0852569702354805,005180
16,롯데칠성,2020,Q4,생활소비재,0.10706371732283673,0.024761963256968667,-0.07279393559850189,-0.0372373989898549,-0.8813809025208629,0.13205764233403983,0.3561363058598155,005300
16,현대그린푸드,2020,Q4,생활소비재,0.14399937771059484,0.03688687989145967,-0.05692457975571219,-0.06295707802745365,-0.6049789106284604,0.13205764233403983,0.08351538919139982,005440
16,삼립식품,2020,Q4,생활소비재,-0.1952273252690914,-0.021085533142820245,-0.013386456811752434,-0.05785720169109998,1.0985685920006998,0.13205764233403983,0.19157856270184248,005610
16,크라운제과,2020,Q4,생활소비재,-0.1356658513429766,0.06216736263134348,-0.03655016249589149,-0.02878875924136004,0.3744137200393156,0.13205764233403983,0.2574689736607466,005740
16,LS,2020,Q4,산업재,-0.08982644558891265,0.009158734287613823,0.04162028939418039,0.010824323970576755,2.157799074686054,0.13205764233403983,0.09368193975702957,006260
16,GS리테일,2020,Q4,생활소비재,-0.10572869048274586,0.002754084371635379,-0.2944414777938773,-0.13767359115838818,-0.6073811337704382,0.13205764233403983,-0.06717929410424042,007070
16,오뚜기,2020,Q4,생활소비재,-0.1773516323031457,0.005817684844707571,-0.1251623286223622,-0.17304603791665352,-0.5259456441223986,0.13205764233403983,-0.07908392736314421,007310
16,LS산전,2020,Q4,산업재,-0.16087907716786004,0.012776596460286616,0.05740427453822017,-0.02336052621434337,0.8656287765254911,0.13205764233403983,-0.07273411347431195,010120
16,현대상선,2020,Q4,산업재,0.29751064382928005,-0.07256782192336408,0.07614254453324287,-0.013600489960577389,1.0416069024061825,0.13205764233403983,0.9641633652587319,011200
16,한국전력,2020,Q4,생활소비재,-0.09111208004406099,0.005672432526026672,0.10102334158160997,0.00947610101076557,-0.242205653716853,0.13205764233403983,-0.05075691865340839,015760
16,한국단자,2020,Q4,산업재,0.22373610366440966,0.014562807656355758,0.23824736368156274,0.1755359194572912,0.4335225851724711,0.13205764233403983,0.12201228827997054,025540
16,KT&G,2020,Q4,생활소비재,-0.28473303177620135,0.025826776576103327,-0.12930966095690954,-0.1253665728433767,0.028414952937105165,0.13205764233403983,-0.012914284177773988,033780
16,무학,2020,Q4,생활소비재,-0.20523190075606593,-0.07075347595371784,-0.4404688240750477,-0.4597821967459942,-0.37824958339611525,0.13205764233403983,0.3235567241577195,033920
16,한국가스공사,2020,Q4,생활소비재,-0.09437469756989733,-0.028599380160948873,0.10482306556620213,0.009736201735778716,-2.5341594471214153,0.13205764233403983,-0.04035423304469289,036460
16,팜스코,2020,Q4,생활소비재,0.3232220181446322,-0.07189422012655322,-0.2405972613358387,-0.2360221220248634,0.5996008722927375,0.13205764233403983,0.10839639010048922,036580
16,대우인터내셔널,2020,Q4,산업재,0.28923200291135587,-0.06628059536816155,0.010106930576480933,-0.0582033004397563,-0.09472416475660772,0.13205764233403983,0.005251321471199531,047050
16,한국항공우주,2020,Q4,산업재,0.2665721644326363,0.05406444042100311,0.028099930248934424,0.10233272904406476,-1.326095784625755,0.13205764233403983,-0.14587537595368386,047810
16,동원F&B,2020,Q4,생활소비재,-0.16607744073172684,-0.022446166062507378,-0.43780397069078136,-0.1721473249201405,-0.7074039378813655,0.13205764233403983,0.2668354660382567,049770
16,한전KPS,2020,Q4,산업재,-0.25791104063817966,-0.008223299135424633,0.3776038703755604,-0.08048094633400471,-0.44994361927509596,0.13205764233403983,0.3543487225247332,051600
