,Feature,Importance
0,F_비유동부채 변화율,0.26152339485057696
1,F_영업이익 변화율,0.25886671780598114
2,F_부채총계 변화율,0.24966079167301242
3,F_이익잉여금 변화율,0.2299490956704295
