,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
33,CJ대한통운,2017,Q1,산업재,0.026598101927338066,0.02611876269793756,0.0015983923533031685,-0.04223527512872616,0.0036193965771094128,0.28588217490503065,0.0028079786281514085,-0.11555430249616512,000120
33,두산,2017,Q1,산업재,0.16848958714578244,-0.01999659204887483,-0.003742010586897604,0.07933478314659692,-0.017271277056570833,-8.32303852676121,0.01810080977536299,0.05920676100253905,000150
33,LG상사,2017,Q1,산업재,-0.058443566701128435,-0.022348416181097508,-0.010937271651101699,0.05126643530198982,-0.029422748750093985,56.3004095155766,-0.061546691700547385,-0.1316793539153342,001120
33,대한항공,2017,Q1,산업재,0.047530127598830865,-0.007873135593345126,0.001599543491634936,-0.020014181628137506,0.6221216627258164,0.05502079026255191,-0.07775338055696679,-0.06699691214251059,003490
33,S&T중공업,2017,Q1,산업재,-0.0900530226517419,-0.01789432210957409,0.0006069555684651284,-0.21811649130884503,0.003904510276192985,5.421060454803429,0.006962023338490386,-0.011845553182405745,003570
33,LS,2017,Q1,산업재,0.10066526610644254,0.0013931762321339747,0.0344378318391505,2.824199839197941,0.47748199987405315,5.933428121963397,0.026413458512223986,0.12635033569330278,006260
33,LS산전,2017,Q1,산업재,0.07072153620290557,0.0049711297739316596,-0.0023501454184935433,-0.5368054174224292,-0.006143305845060842,1.0781169543807398,0.005052301806574011,0.06874563545993143,010120
33,현대상선,2017,Q1,산업재,-0.005039827546703943,-0.27995328795818875,-0.1190758223117776,0.03294458503254494,-0.1687201927045887,-0.3018549009893776,-0.24226926247779113,-0.0320272084909227,011200
33,SK텔레콤,2017,Q1,커뮤니케이션서비스,-0.10062168773126924,-0.032454863139386725,-0.02850536929888492,0.00964902098942444,-0.015321224996587612,-0.49732529778656376,-0.09240203583521867,0.03941073742792171,017670
33,한국단자,2017,Q1,산업재,-0.0952498811586346,0.026039091275176895,-0.013260190870307498,-0.037052391890304515,0.023206268102985872,-0.08901647295082915,0.03994934009552953,0.011227597490200785,025540
33,제일기획,2017,Q1,커뮤니케이션서비스,-0.08943213649096006,0.006219445027110693,-0.15514505828069824,-0.3260885088268225,-0.0373565811428449,-0.6830715968718473,0.29628036573400585,0.009770272573662378,030000
33,KT,2017,Q1,커뮤니케이션서비스,-0.08216183669729578,-0.03396429226724751,-0.04142028507546269,-0.5174873273430936,0.0090829381049371,1.1665375940871172,-0.09654662725959318,-0.003965645676123632,030200
33,LG유플러스,2017,Q1,커뮤니케이션서비스,-0.012510409569233133,-0.03647114072263202,0.0027575826223833477,-0.07598453887913292,-0.0031274500743165845,0.11334073773468045,-0.037466776483209174,-0.09582984516862918,032640
33,SBS,2017,Q1,커뮤니케이션서비스,0.02181717757525542,-0.024107720199077365,-0.07987083542095197,-0.6435530208706763,-0.011099525293826185,-1.2173659006896946,-0.4584540354871428,-0.03034156127319372,034120
33,NAVER,2017,Q1,커뮤니케이션서비스,-0.09262798611749362,0.03287872608672893,0.049792050737482496,0.0002964881385356666,0.06623233884350332,-0.028653787892002458,0.0023346605719229974,-0.09388441960435664,035420
33,엔씨소프트,2017,Q1,커뮤니케이션서비스,0.1578286487008596,0.03731809187893664,0.005240431475399543,-0.17211204159420446,-0.03045965739497769,-0.6427221106732872,0.032035835690512826,-0.0020234834699900603,036570
33,대우인터내셔널,2017,Q1,산업재,-0.050196802859074706,0.09629004802838392,0.1271667241467891,0.070232259574186,0.11249922228028209,0.7267583536136184,-0.19781456935757913,-0.11190821596237806,047050
33,한국항공우주,2017,Q1,산업재,0.037291140232316666,0.029042463324467693,0.029496357496792358,0.1246581337698267,-0.047168303320893834,0.9741671372106155,0.01573013702771786,-0.2936491598103737,047810
33,한전KPS,2017,Q1,산업재,-0.2479192633991396,0.005570646579929672,0.02690879828793813,-0.2660075769892054,0.0017247529917630011,580.9640681298416,0.18420951016313003,-0.12024365221245692,051600
33,현대글로비스,2017,Q1,산업재,-0.02562079109547779,-0.010488074216939425,0.04157655658082704,0.01063563564891501,0.06226135744949568,0.03626019869635977,-0.10010899181068966,0.016878277171266717,086280
