,name,year,quarter,sector,Relative Return,국제유가 변화율,영업이익 변화율,이익잉여금 변화율,비유동자산 변화율,매출액 변화율,소비자물가지수 변화율,Label,Code
33,하이트진로,2016,Q3,생활소비재,-0.03598531033709729,0.005784579336604034,-0.08459790919232058,0.019400058661172448,-0.00035696854703115566,-0.03002463541409872,-0.1224419591674838,-0.17068264442794995,000080
33,대림산업,2016,Q3,건설,-0.01695130941694848,0.005784579336604034,-0.09446807252938172,0.0052486077034687995,0.003322343301099373,-0.017114811962123166,-0.1224419591674838,-0.13911732572419963,000210
33,현대건설,2016,Q3,건설,0.17336626894697518,0.005784579336604034,0.12382138981552182,0.01839996675062472,-0.022512186796494138,-0.05817396525826446,-0.1224419591674838,0.01665776516054719,000720
33,CJ,2016,Q3,생활소비재,-0.1523368496930036,0.005784579336604034,0.008895097874344726,0.004574507703857478,-0.0006186861606024552,0.04539967464922845,-0.1224419591674838,-0.06228555020128465,001040
33,대상,2016,Q3,생활소비재,-0.13602207737328315,0.005784579336604034,0.06880401883909926,0.05498587715038128,0.03836325979662458,0.08654341098848839,-0.1224419591674838,-0.27888938087563453,001680
33,오리온,2016,Q3,생활소비재,-0.18535685414290062,0.005784579336604034,-0.2727874488290898,0.024592276178315498,-0.031217306569349512,-0.03838856466582008,-0.1224419591674838,-0.17317446296599925,001800
33,KCC,2016,Q3,건설,-0.055202335069408956,0.005784579336604034,-0.012458601943076353,0.011147628165665724,0.10986529257397071,-0.04745699279903215,-0.1224419591674838,-0.2071485078598309,002380
33,아모레G,2016,Q3,생활소비재,0.025949920262107042,0.005784579336604034,0.039920644608754996,-0.0010731504098437927,0.0013426432607561711,1.1443065812030695,-0.1224419591674838,-0.3155265935223543,002790
33,한일시멘트,2016,Q3,건설,-0.0743844073816016,0.005784579336604034,-0.1375426012480886,-0.017737152754482843,0.04723709627097539,-0.07447874371358887,-0.1224419591674838,0.1901894167030761,003300
33,남양유업,2016,Q3,생활소비재,0.005181239854440141,0.005784579336604034,-0.2689808475024904,0.008543108875769923,-0.03387612013010277,-0.03979114635124781,-0.1224419591674838,0.1127092949915663,003920
33,농심,2016,Q3,생활소비재,-0.1457451772756213,0.005784579336604034,2.2155567310119544,0.011822760087215833,-0.0025486343369718334,0.040538698252646777,-0.1224419591674838,-0.12867600189882653,004370
33,빙그레,2016,Q3,생활소비재,-0.015148782523825285,0.005784579336604034,1.0318687306605288,1.2952123035638423,-0.013879962506929466,0.06993706269198419,-0.1224419591674838,-0.039775037143353675,005180
