,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
31,CJ대한통운,2017,Q3,산업재,-0.16608251916764333,0.048494335145597756,0.05497965617652523,0.036180046731628,0.0006974755114412812,-0.11459423553825665,-0.02107577324058929,-0.04470224114191514,000120
31,두산,2017,Q3,산업재,-0.06862244478042719,0.005625689946810786,0.04900488870085118,0.0022188286749562636,0.014173135317234298,-0.07940616562686553,-0.32357146294936834,-0.11400940401704274,000150
31,LG상사,2017,Q3,산업재,-0.12062199112005059,-0.003866677372698746,0.029114066797319094,0.20112842079003146,0.031994002512184094,-3.687951662231167,-0.0022355339917254913,0.050692495700190125,001120
31,대한항공,2017,Q3,산업재,-0.11455844937575768,-0.002914580070418671,-0.003532617760955037,0.09635759194774707,0.02433045721532001,1.3431061127783956,0.04283653836544876,0.11194860920558938,003490
31,S&T중공업,2017,Q3,산업재,-0.20929139952341658,-0.007121910873181703,-0.0029912560933146315,-0.05999791813771915,-0.002988782992392691,1.8961658282302705,-0.015654887863204237,0.023455636848211,003570
31,LS,2017,Q3,산업재,-0.27629387374228787,0.017147648460170695,-0.011356265449186775,0.03411132072901557,-0.33848962753193823,0.03411132072901535,-0.0020956815028532194,0.1527635016173499,006260
31,LS산전,2017,Q3,산업재,-0.008154211985604787,-0.007804979785774879,-0.0013616940345521078,0.028199051932781938,0.03582339908479515,0.3925251183312004,-0.0014085205929184053,0.03309249570019013,010120
31,현대상선,2017,Q3,산업재,-0.36940695701227877,0.0059895774876495,-0.02046837342025476,0.023398589073842402,-0.06798821830199742,-0.697114023951418,-0.02319685091328083,-0.13459614489571303,011200
31,SK텔레콤,2017,Q3,커뮤니케이션서비스,-0.08416946225858862,0.019482056724001717,0.023784896207182715,0.01508410968507512,0.028480324168502325,-0.0901225916409285,-0.01260316816671836,-0.03896968936364447,017670
31,한국단자,2017,Q3,산업재,-0.12473964675285774,0.03258567225077824,0.050667764290951656,0.012181049489345064,0.01668871766991642,-0.16118899726659908,0.034283619881901206,-0.16910371972921306,025540
31,제일기획,2017,Q3,커뮤니케이션서비스,-0.00917276740830529,0.10146721389446056,0.07880783581835527,-0.01532109333546261,0.04320223494102171,-0.4476295466558581,0.17985609952771386,-0.07552109653281958,030000
31,KT,2017,Q3,커뮤니케이션서비스,-0.15535562812056034,-0.007832727668119488,0.021879079475781715,0.004528742840556044,0.013690580835618915,-0.09947350436424074,-0.03696954562266919,-0.029441060226354114,030200
31,LG유플러스,2017,Q3,커뮤니케이션서비스,-0.1516156045937551,-0.014116682156237403,-0.008716946924761326,0.01631781051269865,0.029113068522721663,0.02860916956908066,-0.05226467016552094,-0.04190009689240246,032640
31,SBS,2017,Q3,커뮤니케이션서비스,-0.20176392522148626,0.19213479037690462,0.008279832162357836,-0.1508315368359,-0.005327944979452104,-1.509314674312715,-0.009428348905062944,0.17009548077481698,034120
31,NAVER,2017,Q3,커뮤니케이션서비스,-0.040586401012098434,0.08914304626138225,0.06000556483159247,0.05206955374118949,0.04787481885811151,0.04273986914265704,0.024340802579827736,0.03455375963240992,035420
31,엔씨소프트,2017,Q3,커뮤니케이션서비스,0.15008368538272734,-0.07375669739820567,0.15871232717485562,2.220824232255106,0.12359171719960371,6.071162824723801,-0.03639552753187525,-0.04608169784819697,036570
31,대우인터내셔널,2017,Q3,산업재,-0.22699324332463613,-0.002687308639279906,-0.03470147489995978,-0.09761640157133478,0.011648558954753696,0.0482860192267871,0.2004052845626938,0.29525771309149446,047050
31,한국항공우주,2017,Q3,산업재,0.043203644250300224,0.060285504658331934,0.25860853767801717,-0.12452464682153142,-0.06102356900340722,1.3843763058921854,0.007537834152842038,0.03010426040607248,047810
31,한전KPS,2017,Q3,산업재,-0.24979231244723465,0.02450704116359992,-0.009410094028595273,-0.18323139807849687,0.04415199187711005,-0.4709260336571369,-0.012426989268899291,0.2248860440872869,051600
31,현대글로비스,2017,Q3,산업재,-0.18901309930456958,0.011472862226873826,0.007859112269619217,0.0027675183676021398,0.021401944733779876,0.020594263310540484,-0.00030957980821566533,0.245049419559636,086280
