,name,year,quarter,sector,Relative Return,부채총계 변화율,소비자물가지수 변화율,영업이익 변화율,비유동부채 변화율,법인세차감전 순이익 변화율,이익잉여금 변화율,Label,Code
20,대림산업,2019,Q4,건설,-0.16662607758445078,-0.004569867400844085,5.380260221408914,1.37402536244764,0.18638158615593725,2.008886232301353,0.018537867647057116,0.19286437081366153,000210
20,현대건설,2019,Q4,건설,-0.2516429718168658,-0.03254164161482709,5.380260221408914,-0.2896758680012512,-0.04560347477712434,-0.7732703042287173,-0.00012961065005956396,0.2557628363509828,000720
20,한화,2019,Q4,에너지_화학,-0.24633269163090102,-0.07300621143049646,5.380260221408914,1.298834080717489,-0.03200278994652195,9.42680412371134,0.025841260887770723,0.19991835901622618,000880
20,KCC,2019,Q4,건설,-0.17376325794838146,0.3699947094662397,5.380260221408914,-0.7677524857585425,0.131583255089595,-2.0249492973072227,0.0014501750899551524,0.048837091118526965,002380
20,한국쉘석유,2019,Q4,에너지_화학,-0.10057360396162093,0.07123000616538055,5.380260221408914,-0.22611990322728148,5.245103405133333,-0.16452051159886283,0.04451572461157882,-0.05857740585774056,002960
20,태광산업,2019,Q4,에너지_화학,-0.2713009299143567,-0.03958283682326036,5.380260221408914,-0.6315502342270414,0.1571108628591087,-2.914236550483933,-0.045093798622407255,0.17636054664629358,003240
20,한일시멘트,2019,Q4,건설,-0.1571609347295915,0.05501281530727731,5.380260221408914,1.8472702227816504,0.04762509384213476,-137.56417192567355,-0.03791545391826501,0.2601351701297078,003300
20,삼성정밀화학,2019,Q4,에너지_화학,-0.19101586917316035,-0.007446073655480445,5.380260221408914,-0.06878961766358294,-0.3268026393804303,-0.24706611147633084,0.024191058413755018,0.09103631456438233,004000
20,효성,2019,Q4,에너지_화학,-0.09429147063849228,0.023532058952355106,5.380260221408914,-1.5469361441909404,0.010676907493731846,-1.8199866923086967,-0.0014027329988469672,0.019606239234279205,004800
20,SK케미칼,2019,Q4,에너지_화학,-0.07123729214823515,-0.15344022117367317,5.380260221408914,0.5398982322444525,-0.25601713052850916,1.0165750719132909,0.012366150957090705,0.46358173219386734,006120
20,대한유화,2019,Q4,에너지_화학,-0.16662238439374627,-0.2454262203045141,5.380260221408914,-0.8252496614855803,-0.29230667914553987,-0.8580425385327695,0.0043008905409667175,0.5424903809961943,006650
20,국도화학,2019,Q4,에너지_화학,-0.055327016144239044,-0.125836252423156,5.380260221408914,-0.8131796562873654,0.011897222884352576,-0.7302984029236683,0.014127595222700906,-0.011764380981889533,007690
20,한화케미칼,2019,Q4,에너지_화학,-0.1158108083338096,0.17055736190381543,5.380260221408914,-1.2363871091789835,0.4422945256170512,-4.982633556987638,-0.07077552770064455,0.12495321479892457,009830
20,OCI,2019,Q4,에너지_화학,-0.2930081071585504,0.012421338880636013,5.380260221408914,0.22798644975443083,-0.03036460023227361,14.22620646797623,-0.28240761898713185,0.021689422510466544,010060
