,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,영업이익 변화율,비유동자산 변화율,매출액 변화율,비유동부채 변화율,Label,Code
19,GS리테일,2020,Q1,생활소비재,0.34614867405362665,-0.20454187036744997,0.01156906500110022,1.6379548534786523,-0.01324388461178283,-0.026616390168898607,-0.018457109461490373,-0.45561649556391937,007070
19,오뚜기,2020,Q1,생활소비재,0.03994161298657736,-0.20454187036744997,0.01609088997333541,1.4264459321073573,0.026543995268713427,0.0997417110034875,0.2741926093027165,-0.14873510765277545,007310
19,아이에스동서,2020,Q1,건설,0.045258181323962005,-0.20454187036744997,-0.0197803829523302,0.004690349637314739,-0.14642164928927714,-0.3130603952963201,-0.0822829358020638,0.5905864258328777,010780
19,현대산업,2020,Q1,건설,0.10521536138704882,-0.20454187036744997,0.004161183652894307,4.328541533270191,0.10348458371758529,1.524447198302445,4.820319534269715,-0.04363342689473235,012630
19,한국전력,2020,Q1,생활소비재,0.16185071314639732,-0.20454187036744997,-0.008255156231463112,-0.600337505786961,0.00617708472008438,0.009813917591844135,0.05064997634332169,-0.34533225014544033,015760
19,삼성엔지니어링,2020,Q1,건설,0.010193831290781913,-0.20454187036744997,-0.5112330766004649,0.10494505370250518,-0.005311071399480172,0.002587965180650187,-0.0344499807787334,-0.11558748957876197,028050
19,KT&G,2020,Q1,생활소비재,-0.13369901115078148,-0.20454187036744997,-0.7067213840172792,-0.028083417854791404,0.005586050471261483,-0.11578657688434701,0.027460888986392984,-0.12932151669284642,033780
19,무학,2020,Q1,생활소비재,0.40107723248341387,-0.20454187036744997,-0.1055885816358263,-1.2365794575448077,-0.08342517425880391,-0.04811143949405727,-0.13061401369441517,-0.38563195529230704,033920
19,한국가스공사,2020,Q1,생활소비재,0.23110389475218057,-0.20454187036744997,0.100931039653408,1.403060220006652,-0.0075166641727665295,0.1526657529149762,0.027768173837587895,-0.2847226055874563,036460
19,팜스코,2020,Q1,생활소비재,0.7664491329259047,-0.20454187036744997,-0.03952847565664985,3.4072381329075263,-0.023701581083801826,0.01633094673126667,0.1311936080183731,-0.14744586612909205,036580
19,대우건설,2020,Q1,건설,0.16589919200891362,-0.20454187036744997,-0.5619692354297146,-2.272607062072254,0.018013181038496917,-0.06992129096140853,-0.14853121748456644,-0.27334455687061837,047040
19,동원F&B,2020,Q1,생활소비재,0.22822744890011745,-0.20454187036744997,-0.5399461790622588,3.056543379512929,0.06426397265163009,0.20975096182245268,0.012439745756446685,-0.3920448019939634,049770
19,LG생활건강,2020,Q1,생활소비재,0.24265827239666837,-0.20454187036744997,0.006450801906619175,0.3907000922080246,0.02882077308649378,0.03992780856696321,0.020615780401227024,-0.19484384965703985,051900
19,한전기술,2020,Q1,건설,0.03641661685594744,-0.20454187036744997,-0.019466497576520747,-0.7762263897220418,-0.013120270504676235,-0.5074731230502844,0.31831747306162894,-0.18602550750536437,052690
19,에이블씨엔씨,2020,Q1,생활소비재,0.18765802250911778,-0.20454187036744997,-0.052806972732937885,-1.8290211293341556,-0.02163489456964307,-0.3054974495806845,-0.10571793714868394,-0.4017103029593384,078520
19,아모레퍼시픽,2020,Q1,생활소비재,-0.05371070295415184,-0.20454187036744997,0.009974579995478017,1.4307580326908376,0.0030455811653329334,0.00953556631838115,-0.07374337464866176,-0.1978963527095429,090430
19,CJ제일제당,2020,Q1,생활소비재,0.37294419818550895,-0.20454187036744997,0.11421533946514817,4.421099221657213,0.005596670422304495,0.0833249425197431,-0.11346881232814476,0.06065065583746565,097950
19,LG하우시스,2020,Q1,건설,0.4879588246481552,-0.20454187036744997,0.048794110180248706,52.70940170940171,-0.012230319415282853,-0.09867742075365338,-0.14813661301307746,-0.16662829297173226,108670
19,락앤락,2020,Q1,생활소비재,0.18625294386618746,-0.20454187036744997,-0.016984149856565933,-0.1392003916846276,0.0006865322254110406,-0.0883062894275356,-0.00778493756318388,-0.19384377272804532,115390
19,이마트,2020,Q1,생활소비재,-0.024471884886212852,-0.20454187036744997,0.020315012364024776,2.3720533417910374,-0.03570262343088482,0.0737469319361721,-0.02490890038730542,-0.18220162462543427,139480
19,삼양사,2020,Q1,생활소비재,0.2858026744213026,-0.20454187036744997,0.0846173825008878,-3.665835825855766,-0.01275366456235627,-0.039142693398012574,0.28523089552968894,0.7021486315459677,145990
19,한국콜마,2020,Q1,생활소비재,0.08847361165387174,-0.20454187036744997,0.03447574101503448,0.5435621298371249,0.003840430396014227,0.03454645429178704,0.00782175690962883,-0.04626839410758293,161890
19,코스맥스,2020,Q1,생활소비재,0.2093873333086102,-0.20454187036744997,0.010633459357012764,0.23879131210570925,0.01689656330607603,0.09412317714532015,-0.026189632759737735,-0.16843584797154068,192820
