,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,영업이익 변화율,비유동자산 변화율,매출액 변화율,비유동부채 변화율,Label,Code
19,하이트진로,2020,Q1,생활소비재,0.30181752030032916,-0.20454187036744997,-0.06889966315890861,0.6272125175711072,-0.0040397637721094615,-0.03318048922960137,-0.2608633234357658,-0.0446657728861653,000080
19,대림산업,2020,Q1,건설,0.19286437081366153,-0.20454187036744997,0.05449619866870914,-0.43369233579807875,0.06963706399193259,-0.16631566601117764,0.0009332045533083644,-0.1716815982654706,000210
19,현대건설,2020,Q1,건설,0.2557628363509828,-0.20454187036744997,-0.0012689011754698498,-0.22075437944653153,-0.06736129630499998,-0.16216094702293782,0.05609695528889058,-0.17233944488030417,000720
19,CJ,2020,Q1,생활소비재,0.12774314746819232,-0.20454187036744997,-0.010545275190710912,4.3176920899013735,-0.005106075742739247,0.017967038271575753,0.01088315041454413,-0.1269689384985466,001040
19,대상,2020,Q1,생활소비재,0.6107140407435353,-0.20454187036744997,0.06540657268248662,3.220131994940588,-0.007423344569721491,0.042787671580692965,0.09734089597029438,-0.27923538404857423,001680
19,오리온,2020,Q1,생활소비재,0.17173407717340772,-0.20454187036744997,0.43009542142673385,22.039350268680746,-8.383369734199508e-05,2.761429112895022,-0.0033552706477012473,-0.3138914687046589,001800
19,KCC,2020,Q1,건설,0.048837091118526965,-0.20454187036744997,-0.07217050166430161,1.3216758884258262,-0.09531319810729844,2.327754518389308,-0.26019437892103914,-0.17380666766095376,002380
19,아모레G,2020,Q1,생활소비재,-0.0450300553801985,-0.20454187036744997,0.0038030003832405512,-16.296994211465645,0.11128301145170716,0.017979410677785745,0.01621290952067378,-0.1954920218115641,002790
19,한일시멘트,2020,Q1,건설,0.2601351701297078,-0.20454187036744997,-0.0022914770636661697,-8.1603442200768,-0.10915488198391554,0.017970995687898172,-0.0416545835155977,-0.2149529513057256,003300
19,남양유업,2020,Q1,생활소비재,-0.003714744304484721,-0.20454187036744997,-0.016504462165055744,22.736564409869352,-0.0006557713661673459,-0.11607549429534503,0.004452630935712687,-0.30531429207768973,003920
19,농심,2020,Q1,생활소비재,0.10675410669059096,-0.20454187036744997,0.008717470297038732,2.926806417662663,0.02490037701766301,0.13920742863384805,0.0007254885026197755,-0.11604480348318336,004370
19,빙그레,2020,Q1,생활소비재,0.43685215692563384,-0.20454187036744997,-0.8119134429516685,-9.111351449988742,0.023122313240184766,0.047833192852820616,0.19414717638698686,-0.3558246598915814,005180
19,롯데칠성,2020,Q1,생활소비재,0.13431404844903122,-0.20454187036744997,-0.01516653216464281,-2.035551495684816,0.0002501746745029454,-0.028329005991150513,-0.2293499305707991,-0.3106751524525341,005300
19,현대그린푸드,2020,Q1,생활소비재,0.10751479180874793,-0.20454187036744997,0.005001411243322984,-0.003809798672826603,-0.07316340625510998,-0.0134776154084294,-0.06636078004512147,-0.24762132839533246,005440
19,삼립식품,2020,Q1,생활소비재,0.10903566447499505,-0.20454187036744997,-0.016222850590304372,-0.7010832151132531,0.0006954747215528467,-0.18814613086423093,-0.1523276444483671,-0.3618402881216224,005610
19,크라운제과,2020,Q1,생활소비재,0.31164518828451887,-0.20454187036744997,0.013600768601023105,82.17184756914139,-0.0005719519376384818,1.206415264572922,0.052121736831235,-0.3335905535503235,005740
