,name,year,quarter,sector,Relative Return,국제유가 변화율,이익잉여금 변화율,영업이익 변화율,비유동자산 변화율,매출액 변화율,비유동부채 변화율,Label,Code
12,농심,2021,Q4,생활소비재,0.10709349271989102,0.08325393584683072,0.01368804531618606,0.3584061506397491,0.004937094539328557,0.08610621082229097,0.01669080952966917,0.08963650623354918,004370
12,빙그레,2021,Q4,생활소비재,0.06609510289579595,0.08325393584683072,-1.2482416508711893,-1.3207351998792878,0.0015386895494984287,-0.2932160415606915,-0.3760392492570819,0.01513203476435735,005180
12,롯데칠성,2021,Q4,생활소비재,0.2759766312462517,0.08325393584683072,-0.006593710958020416,-0.7417037878173642,0.015682285433983756,-0.1478681004911595,-0.001153379318375003,0.24279269149990607,005300
12,현대그린푸드,2021,Q4,생활소비재,0.011690806518644348,0.08325393584683072,-0.027664523498862947,-0.4828302287993913,-0.015216605494624669,-0.04135417659696006,-0.12170280429379987,0.04004255462786395,005440
12,삼립식품,2021,Q4,생활소비재,0.39023344982245645,0.08325393584683072,0.06060129422220317,1.1326562950135157,-0.005732527710611057,0.13961056229863145,-0.013294156491499565,-0.09474296463364472,005610
12,크라운제과,2021,Q4,생활소비재,0.1232020655509444,0.08325393584683072,-0.002066922410844496,-6.946214479808018,-1.5862535378663445e-05,0.04261144942911699,-0.03927710740859214,0.09190569715711869,005740
12,GS리테일,2021,Q4,생활소비재,-0.03777362464368331,0.08325393584683072,0.018401937855122785,-0.7246901337512839,0.07598959000169447,-0.042041738239768756,-0.0070852265727024966,-0.032465579571449535,007070
12,오뚜기,2021,Q4,생활소비재,0.006480859993874724,0.08325393584683072,0.017046349537256145,-0.42389437508007255,0.012910801943636585,-0.026702728884262283,-0.025184436243192998,0.11998002740190816,007310
12,아이에스동서,2021,Q4,건설,0.3515192113240134,0.08325393584683072,0.0637052241371503,3.0233106226828035,-0.024244534503094828,1.4234848012453218,-0.213487314658117,-0.12317204059017549,010780
12,현대산업,2021,Q4,건설,-0.16446527128660887,0.08325393584683072,0.008515488806431604,-0.05948781743272702,0.04612361907184326,0.1303957548853838,0.09453323921292767,-0.019529229126856472,012630
12,한국전력,2021,Q4,생활소비재,0.12009923295027176,0.08325393584683072,-0.10146544466528096,2.3735947554210792,0.00644184628286415,-0.05164103678444576,0.05233309537791464,0.010074230868319711,015760
12,삼성엔지니어링,2021,Q4,건설,0.2630475547008763,0.08325393584683072,0.05507780101301929,-0.48927068005835506,0.004182537794336971,0.4827240487450759,-0.16520337744319735,-0.011165448373694308,028050
12,KT&G,2021,Q4,생활소비재,0.03996938806834977,0.08325393584683072,0.11917923978283862,-0.43015143779312404,0.04057366960659792,-0.08499124754089415,-0.4523208600093468,0.08123081673494727,033780
12,무학,2021,Q4,생활소비재,0.20651612967875932,0.08325393584683072,0.005164414900025838,-1.7818710864100609,0.021270695918405913,0.15645561512493766,-0.37901553633428753,-0.1437043930860703,033920
12,한국가스공사,2021,Q4,생활소비재,-0.0009766287031386933,0.08325393584683072,0.11880204726759236,-5.1590504867713705,0.031951986832455814,0.8110087466858107,-0.04717492838429205,0.17073404483579624,036460
12,팜스코,2021,Q4,생활소비재,0.08116460271344214,0.08325393584683072,-0.1194695274933596,-1.393151341036404,-0.05181398161809181,0.11535577019500076,0.0004477458358578268,0.0792518681450129,036580
12,대우건설,2021,Q4,건설,0.24773694142436586,0.08325393584683072,0.18281012084347847,1.6275208743355738,-0.025640291597652687,0.19631501976151755,-0.03245748061238962,-0.07607602622556717,047040
12,동원F&B,2021,Q4,생활소비재,-0.04598433884068101,0.08325393584683072,0.08244059918061941,-0.7815967423127265,0.06925133861896993,-0.2295301145871005,-0.26288306870965505,-0.001698622745929107,049770
12,LG생활건강,2021,Q4,생활소비재,-0.2218117191255289,0.08325393584683072,0.004209211298271898,-0.5539086255220108,-0.002336902199855273,-0.22248963626233764,-0.08189103463898573,-0.1439933464457357,051900
12,한전기술,2021,Q4,건설,-0.04586400853770163,0.08325393584683072,0.03957903054726053,-3.012190599482866,-0.02167554793903037,1.1451337680033467,-0.4835972262709479,-0.11195724612925897,052690
12,에이블씨엔씨,2021,Q4,생활소비재,0.06701185328629161,0.08325393584683072,-0.13563250922909742,11.447021113353632,-0.06599682471505719,0.2721855173115586,-0.17096530144891553,-0.018200180565223326,078520
12,아모레퍼시픽,2021,Q4,생활소비재,-0.06489539016131383,0.08325393584683072,-0.0032983135573898537,-0.5646515634180534,0.054137446163969205,0.0154103638525942,-0.16529475429312246,0.08752471738103038,090430
12,CJ제일제당,2021,Q4,생활소비재,0.0304322616811891,0.08325393584683072,0.014703272565955272,-1.1691264971732442,0.06294807761574539,-0.0935965469234743,0.0038475484533599946,0.19318561101359816,097950
12,LG하우시스,2021,Q4,건설,0.04074204747130647,0.08325393584683072,0.009414150191903836,-0.23069379749938712,0.01985809276887207,0.10364509246088183,-0.16562917084842788,-0.15134630798517185,108670
12,락앤락,2021,Q4,생활소비재,0.11552311647803348,0.08325393584683072,-0.12339857728141979,-1.0727206744942501,-0.096021949135632,-0.1360293666805914,-0.384499997321297,-0.02311112502918556,115390
12,이마트,2021,Q4,생활소비재,-0.08982717403374538,0.08325393584683072,-0.008939562747616536,-0.5980934525854051,0.23971238725742383,-0.07542151125431007,0.39829522939592366,-0.059160582938435215,139480
12,삼양사,2021,Q4,생활소비재,-0.12780411507583744,0.08325393584683072,-0.06766135738501888,-4.1387873248019496,0.002253411658504234,0.06846611373403477,-0.024292290913738968,0.023922936317915817,145990
12,한국콜마,2021,Q4,생활소비재,0.09004746118110586,0.08325393584683072,0.01919107464234049,0.8934417085915773,-0.010130977615179004,0.04636638118431757,-0.1953474465645394,0.02577391300348608,161890
12,코스맥스,2021,Q4,생활소비재,-0.17655126501799015,0.08325393584683072,-0.0414407764284066,-0.0015264623833110003,0.05766245475346121,-0.0031630382907424925,-0.018243398668418176,-0.05175925639376642,192820
