,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,매출액 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
12,CJ대한통운,2022,Q2,산업재,0.02343612097174363,0.005050970100246133,-0.010194508024086169,0.09859737334604102,-0.011571595836462945,0.6426237867181144,-0.014233401686173264,-0.2919578137856079,000120
12,두산,2022,Q2,산업재,0.06110258333314108,0.025794871894208926,0.014187148863769483,0.05649043480873894,0.009279818119856342,1.7759226647659907,0.24835081722161267,0.12457118079094609,000150
12,LG상사,2022,Q2,산업재,-0.020619585210161863,0.013214624154462618,0.03478598835723301,-0.03287698299501984,0.10977707349994037,1.554741383394147,-0.13049116948738015,0.17330242061976894,001120
12,대한항공,2022,Q2,산업재,-0.055648369557917944,0.05105752443380873,0.03369747966968473,0.18793260089765695,0.057391931069744384,-0.06668627441976371,-0.0019120046066450902,0.03071685910812423,003490
12,S&T중공업,2022,Q2,산업재,0.12426998381088122,-0.028221160802129996,0.0028872896911866786,0.09885845369624091,-0.00012367586757566773,1.3527669642137181,0.004318662774620785,-0.05284889273027481,003570
12,LS,2022,Q2,산업재,0.10199314310659517,0.008456268964329272,-0.0005128679171578776,0.05648875020332378,0.019615248488342063,-0.40127138029842124,-0.00676833901779561,0.1240645951779775,006260
12,LS산전,2022,Q2,산업재,0.2320632259623455,0.001631353794277146,0.10892819060491021,0.3006432477380907,0.008061331408740102,0.4134383497652998,-0.2595876098746366,-0.06192980258112614,010120
12,현대상선,2022,Q2,산업재,-0.16653974071695793,0.17747747320834106,0.11699318295947814,0.02034386319543713,0.2908778962966123,-0.07092902278674917,0.03241799716006932,-0.11666530333880626,011200
12,SK텔레콤,2022,Q2,커뮤니케이션서비스,-0.10180710609007346,-0.008138123577059675,-0.023513939728127875,0.013270648240247596,-0.02537794502162538,0.06707551107886167,-0.041041564945323294,-1.9653906271583504e-05,017670
12,한국단자,2022,Q2,산업재,-0.08217714884401714,0.005215052223566108,0.020262189681091725,0.04172500625233844,-0.005280014212886708,1.5199577248705243,0.02074560095667599,0.015174622806776462,025540
12,제일기획,2022,Q2,커뮤니케이션서비스,-0.05083642078624897,-0.0400556505457883,0.039504957280382724,0.12912124102287814,0.04279054587673503,1.1921778872352817,0.2331005967536235,0.06391421923812787,030000
12,KT,2022,Q2,커뮤니케이션서비스,0.04618542425539806,0.029480329254757853,0.04367938511451808,-0.019646127963589888,-0.0023558823305563914,-0.29405456706668864,0.026292837991966023,-0.00291953180614948,030200
12,LG유플러스,2022,Q2,커뮤니케이션서비스,-0.040755412685438884,0.025884022377221205,0.011264797424071604,-0.006786743327780398,0.030054773683839242,-0.048155618025650826,0.059844529849517825,-0.01898226500035678,032640
12,SBS,2022,Q2,커뮤니케이션서비스,-0.14607273687068761,0.024609046173962312,-0.05325007552121164,-0.05858945159802542,0.07841714153849466,-0.20442450097612042,-0.0025262612717613653,-0.25705448022347827,034120
12,NAVER,2022,Q2,커뮤니케이션서비스,0.005189649446673612,0.003882233904126897,0.03190987658495992,0.06782044089482797,-0.00694341678350896,0.0994524823490679,0.18637210507235769,-0.2505031089986652,035420
12,엔씨소프트,2022,Q2,커뮤니케이션서비스,-0.08467778245050528,-0.047012652925997545,-0.14884817382247872,-0.22428692005634143,0.056478172088173295,-0.5026859573840758,-0.0664246028019767,0.2541229426276293,036570
12,대우인터내셔널,2022,Q2,산업재,0.07938123563492551,0.09672957847802377,0.01177746506315236,0.15879546554917012,0.036726141546550295,0.4857862442136629,-0.10245838511478444,-0.034828530860939094,047050
12,한국항공우주,2022,Q2,산업재,0.20520050444633672,0.041134187059588934,0.05932074790913355,0.04424746568809379,0.03956958691610146,-0.1310888186337259,-0.0959219216480699,-0.11021093321519795,047810
12,한전KPS,2022,Q2,산업재,0.17835880642878021,-0.006416243115084486,0.02321471340167247,0.27394360740195145,0.03470026822461714,0.2901807588840499,-0.24211360430861573,-0.15331635720297487,051600
12,현대글로비스,2022,Q2,산업재,-0.04074932541132024,0.02984328156188587,0.005940707201569806,0.08569675312723057,0.06591457241719234,0.1300449108468531,0.04475618220630273,-0.033670246105912585,086280
