,name,year,quarter,sector,Relative Return,자산총계 변화율,비유동자산 변화율,매출액 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
20,CJ대한통운,2020,Q2,산업재,-0.16097796794480207,0.007739356902689787,0.004432597772771718,0.044795102449529445,0.008142364868214846,0.3793947328886955,-0.007269890517267119,0.006497951974267023,000120
20,두산,2020,Q2,산업재,-0.13042130744754543,0.06791530834539694,0.11331607352334805,-0.14257809680895128,0.1489654579975337,-0.09587299210177502,0.009566007528012399,0.05912799469855127,000150
20,LG상사,2020,Q2,산업재,-0.07888771114721897,0.04053186788382912,0.009394044203674623,-0.06656501329541042,0.0036624226441166474,-48.77797508962691,0.2659689553134952,0.09286712153574087,001120
20,대한항공,2020,Q2,산업재,-0.18033472323651217,-0.005471810064155869,-0.025455190342344003,-0.28115303481567055,0.11809407973831032,-3.62063399429948,-0.025027596038011746,0.17104100964740387,003490
20,S&T중공업,2020,Q2,산업재,-0.15996725660176442,0.00679189074715536,-0.03864329169999481,-0.06041326517776302,0.004156263838766661,-0.11637619158451007,0.00794580245908505,0.03432966718462301,003570
20,LS,2020,Q2,산업재,-0.06257167920618703,-0.004146648024968558,0.01092322890682662,-0.14277868577536346,0.010392409317458107,3.3993875765529307,-0.016880127991239058,0.29306525221584595,006260
20,LS산전,2020,Q2,산업재,0.04514070373555372,-0.02031870227261534,-0.014401316648428253,-0.0797638798843785,0.011669043402884771,-0.26772641335700964,0.35351653197589616,-0.055181088573991115,010120
20,현대상선,2020,Q2,산업재,0.1279137594410163,0.24657390540029311,0.19968961837949828,0.052562058289605806,0.6613696879326871,-20.592962576412702,0.12510782265057507,1.126588916725426,011200
20,SK텔레콤,2020,Q2,커뮤니케이션서비스,-0.021310634346725477,0.007841647681435582,0.020334291109052716,0.0058118032259664165,0.021245817659235833,0.04828677348803301,0.005635745500795375,-0.09112350064829944,017670
20,한국단자,2020,Q2,산업재,0.2244746306249329,-0.017723916689779573,0.01918083381782143,-0.2128574192030065,0.011484821058635797,-0.7216941366448237,0.04789240821181351,-0.08292173028522107,025540
20,제일기획,2020,Q2,커뮤니케이션서비스,-0.07829649493100276,-0.03545259494108499,0.035362922255029794,0.007545498586065236,0.0534889375567853,3.3668808186800074,0.31131999934405075,0.0917477094704256,030000
20,KT,2020,Q2,커뮤니케이션서비스,-0.09254807460497928,0.018801048798305908,-0.0028758044556018714,-0.020183031776218385,0.013588851547930991,-0.15654945678476662,0.03365849231442808,-0.1158080790962274,030200
20,LG유플러스,2020,Q2,커뮤니케이션서비스,-0.18001456988327846,0.012220689054904144,0.017618659292068406,-0.008320293244848176,0.02015105759750324,0.0917908962536842,0.017750083835642583,-0.10061389584324029,032640
20,SBS,2020,Q2,커뮤니케이션서비스,-0.1922780742757106,0.03538525578178864,0.04808154236312623,0.1600730537335453,-0.001389482753960558,-0.7028458420609114,-0.005402087370442232,-0.020235822123852776,034120
20,NAVER,2020,Q2,커뮤니케이션서비스,0.21465573234958274,0.030157646270244864,0.05759754953540153,0.08247233403984278,0.059294361061688505,0.11269897585816535,0.022382525788191776,-0.11426177002690016,035420
20,엔씨소프트,2020,Q2,커뮤니케이션서비스,0.01426355584907274,0.024523252984096633,0.07396743652926308,-0.7180523319981457,-0.1428615748688714,-0.08279544163916941,0.10062354302693177,-0.1357959625859567,036570
20,대우인터내셔널,2020,Q2,산업재,-0.1628356925136786,-0.05729152213472666,0.05573060728194945,-0.07898294962718189,0.030373287955266726,-0.08535942185810885,0.1677860908965627,-0.10842092755594152,047050
20,한국항공우주,2020,Q2,산업재,-0.1772332993825131,0.1113532897324383,0.05895889136011867,-0.13219846502794186,0.033971644731729755,-0.07036070513991433,0.20425643417098094,-0.08757324543673621,047810
20,한전KPS,2020,Q2,산업재,-0.15795681990854826,-0.03883463716516711,-0.04787559598743907,0.31579029315693163,0.039309565585013084,0.3809947793340336,0.29904015588804067,-0.08752129738478817,051600
20,현대글로비스,2020,Q2,산업재,-0.1259968746129957,-0.1399191909743882,-0.006742195069638912,-0.2956011062057693,0.027486732888637455,-0.2700669553058581,-0.033840072098371365,0.5231407766437507,086280
