,name,year,quarter,sector,Relative Return,비유동자산 변화율,유동부채 변화율,부채총계 변화율,영업이익 변화율,금리 변화율,Label,Code
27,하이트진로,2018,Q1,생활소비재,-0.04948171985198782,-0.006427551945900167,-0.2220574739411194,-0.07394347021207714,-0.2696023580050375,0.08530869157626775,-0.08982263492396855,000080
27,CJ대한통운,2018,Q1,산업재,0.2566929321227336,0.15850755180789866,0.30025199855305296,0.26532969553103625,-0.2776602378320223,0.08530869157626775,-0.08753989778786372,000120
27,두산,2018,Q1,산업재,0.11144460111392289,0.04686271464919223,0.01602075752076848,0.07663329847444311,0.8428240164239913,0.08530869157626775,-0.031583011954693416,000150
27,CJ,2018,Q1,생활소비재,0.06456432208947764,-0.03821583594984923,0.2672515575443688,0.2647838509458065,5.191425229235256,0.08530869157626775,-0.07695835042899499,001040
27,LG상사,2018,Q1,산업재,0.11946540445227934,-0.018405237992747847,0.15580427096893046,0.12758759246003826,-1.7587590679512366,0.08530869157626775,-0.1822205925842355,001120
27,대상,2018,Q1,생활소비재,0.02797127356775445,-0.0025025979558674916,0.1291922151265399,-0.03758065557103929,1.3692278059325873,0.08530869157626775,-0.0001030087557442605,001680
27,오리온,2018,Q1,생활소비재,-0.10431789820217621,-0.0005003488068403561,6.393965883260188,5.1557784364029615,5.254026280471426,0.08530869157626775,-0.02112350920796012,001800
27,아모레G,2018,Q1,생활소비재,-0.1360954223272263,0.012505046940913589,7.912938383986498,0.7281673227098895,95.10360086119121,0.08530869157626775,-0.15131130972098725,002790
27,대한항공,2018,Q1,산업재,0.035916696981945904,0.007860660574116052,-0.03697855240587733,0.037505353043535195,-0.23414326409484432,0.08530869157626775,-0.10501069971367774,003490
27,S&T중공업,2018,Q1,산업재,-0.15424360008349078,-0.002793801320264966,0.19279229582705693,0.12060389522000037,-0.8796045206380904,0.08530869157626775,0.011079778303015292,003570
27,남양유업,2018,Q1,생활소비재,-0.005378676854668178,0.02179172064419732,0.0062880255588440015,0.02364220508534176,-0.4979423390638428,0.08530869157626775,0.039370590936152326,003920
27,농심,2018,Q1,생활소비재,0.05797105464624123,-0.002533320351179147,0.09905823567403549,0.08606057070953699,1.7049678981309442,0.08530869157626775,-0.0013150414660246385,004370
27,빙그레,2018,Q1,생활소비재,0.048984254228570764,0.0037599412134861065,0.20700193687575474,0.2090640500783736,-2.2281772349155275,0.08530869157626775,0.10809174648389712,005180
27,롯데칠성,2018,Q1,생활소비재,0.034072599802839096,-0.006659311599715334,-0.12748361281845888,0.0929251450164097,-1.6969483060895239,0.08530869157626775,-0.019506453568047727,005300
27,현대그린푸드,2018,Q1,생활소비재,0.09398526413280744,-0.07219000489774574,0.07877864377358756,0.0337024112438129,-4.19533354274121,0.08530869157626775,-0.039169150428335436,005440
27,삼립식품,2018,Q1,생활소비재,-0.046527513696990264,-0.002916270507513974,-0.08864461848673477,-0.0698751651829701,-0.5597465807675872,0.08530869157626775,-0.007293863780074225,005610
27,크라운제과,2018,Q1,생활소비재,0.3741074069379304,0.007983670854391223,0.115824923016564,0.07391908634766953,20.05778055128233,0.08530869157626775,-0.18138182906496925,005740
27,LS,2018,Q1,산업재,0.1264004085713014,-0.0012586177746886085,0.19973589555166327,0.10210092059609233,-0.06998344351420216,0.08530869157626775,-0.1178274543580107,006260
27,GS리테일,2018,Q1,생활소비재,0.24640237284137154,0.003284533097656972,0.05157577197241392,0.04413976418470589,-0.49488184696933335,0.08530869157626775,0.010624514228784923,007070
27,오뚜기,2018,Q1,생활소비재,0.03997906446173767,0.02570919000034988,0.20906927753656546,0.18603100442243803,0.37143441448950165,0.08530869157626775,0.2499458499548869,007310
27,LS산전,2018,Q1,산업재,0.29306773954529763,-0.011449173259864165,0.1334507520352155,0.07282605013013144,1.8360590259627356,0.08530869157626775,-0.05297483287324756,010120
27,현대상선,2018,Q1,산업재,0.40572645455697803,-0.01824599579034558,0.026067359186868533,-0.017173437354790932,0.5557920206283888,0.08530869157626775,-0.16784359577912367,011200
27,한국전력,2018,Q1,생활소비재,0.12546416759389964,0.011883242923087733,0.04858164097723594,0.03506761660543267,-41.02336811722913,0.08530869157626775,-0.061159645291161246,015760
