,name,year,quarter,sector,Relative Return,비유동자산 변화율,자산총계 변화율,매출액 변화율,자본총계 변화율,영업이익 변화율,비유동부채 변화율,Label,Code
1,CJ대한통운,2025,Q1,산업재,-0.07238624361735187,-0.005259796006525264,0.018236010988234908,-0.10169619827971443,0.011084429713733579,-0.5067111825019779,-0.16952960102359238,-0.21681650173406167,000120
1,두산,2025,Q1,산업재,0.30188790036066454,0.021189000862072316,0.027584700266704898,0.2800587355325195,0.025437142734658913,3.2340039777324048,0.0008542764478609577,0.1693963132657215,000150
1,LG상사,2025,Q1,산업재,0.08079065887507356,-0.03921925108556479,-0.003498790144912056,0.03379435000760744,0.010056487812059478,-4.356977484543927,0.015318735251316218,-0.18446226534160085,001120
1,대한항공,2025,Q1,산업재,0.022919646392410585,0.025088957432580328,0.0184837168099794,-0.018296203981219783,-0.007724745246703746,-0.19379115326454,0.1321578474350973,-0.14692327594671628,003490
1,S&T중공업,2025,Q1,산업재,0.02190783278488488,0.026968781300640066,0.06374030287840182,-0.2551625454894899,-0.006920432422262701,-0.25732127722939624,0.5277756474571411,0.4075180597225566,003570
1,LS,2025,Q1,산업재,0.2540217042013793,0.04749436965655751,0.050075361038296906,8.622233930453108,0.06431456367140465,-7.920646268229912,-0.1826164907337956,-0.10500217144488724,006260
1,LS산전,2025,Q1,산업재,0.2121332106059748,0.008283361388332633,0.050396284924387746,-0.11341817453209169,-0.00787857136607173,0.043126724840133246,0.39070564042086997,0.044131625044742356,010120
1,현대상선,2025,Q1,산업재,0.05397828770067368,0.046951418617854346,0.012032401225650746,-0.09584187102122288,0.002930748493682911,-0.39394933188462866,-0.012593688661085789,-0.233965788724048,011200
1,SK텔레콤,2025,Q1,커뮤니케이션서비스,-0.08049899379093547,-0.03491910680232624,-0.007679527867218039,-0.0072612778131417866,0.019722368348305652,1.689628254239084,-0.02826411458681788,-0.15124308725940908,017670
1,한국단자,2025,Q1,산업재,-0.05922321075044655,0.009529971526617498,-0.0013568845319958944,-0.09369705566853948,-0.003485330950443122,-0.6611360670708439,0.04707141456912578,-0.2636097307793889,025540
1,제일기획,2025,Q1,커뮤니케이션서비스,0.04717367703330254,0.10991001938686562,-0.13275783791933438,-0.18466904693930075,-0.18421558248139358,-0.4765811235982442,-0.008991395370638755,-0.16750137452139444,030000
1,KT,2025,Q1,커뮤니케이션서비스,0.026974854132877292,-0.027018442386224306,-0.016523010693260343,0.024157122354656613,0.014666778547226311,-1.5370657718120806,-0.04435169134030925,-0.18230818170421664,030200
1,LG유플러스,2025,Q1,커뮤니케이션서비스,0.2195471832010059,-0.023105415987422218,-0.005700263353928481,-0.0018188555562513864,0.00018300123650427658,0.6822595735071135,-0.035032012290042824,-0.10386380974314524,032640
1,SBS,2025,Q1,커뮤니케이션서비스,0.06949549322598937,-0.011042871949918265,-0.08997514275217056,-0.1230781979187272,-0.004870279175745229,-1.399532954401924,-0.025159378305663394,-0.264089080606714,034120
1,NAVER,2025,Q1,커뮤니케이션서비스,-0.08228833178692797,0.004157937200676809,0.030502855961898723,-0.04539814751381799,0.02649404528998489,-0.08713429035946241,-0.5938888099967692,-0.0597181738166874,035420
1,엔씨소프트,2025,Q1,커뮤니케이션서비스,-0.009240979051796949,-0.028672665735551828,-0.016919704883589626,-0.12451336350539721,-0.01034368497901228,-1.0921123238349493,-0.13466560148156836,0.1263068249031927,036570
1,대우인터내셔널,2025,Q1,산업재,-0.15657159948427046,0.0020636550200248127,-0.029637400437443118,0.026600942230949,-0.023987339098778593,0.5772206596613352,0.0032139026090636236,-0.19310428750647105,047050
1,한국항공우주,2025,Q1,산업재,0.10058850111688804,0.004628031238314456,0.08866257834050417,-0.362809617398691,-0.00930053495038563,0.30574400839371996,0.35489565720149274,-0.2649133931611497,047810
1,한전KPS,2025,Q1,산업재,0.02628891862960735,0.003759450797985231,-0.008312564916162946,-0.3449601238459973,-0.08217479172988951,-0.8514978790099272,1.6516056799432315,0.02928645610401795,051600
1,현대글로비스,2025,Q1,산업재,-0.05795573858745201,0.03783638845164061,0.03230579899308772,-0.007220007196012013,0.006779109953627627,0.11264483317270191,0.15131823390723098,0.29971233783300233,086280
