,name,year,quarter,sector,Relative Return,차입부채 변화율,이익잉여금 변화율,영업이익 변화율,국제유가 변화율,매출액 변화율,금리 변화율,자본총계 변화율,총포괄손익 변화율,부채총계 변화율,Label,Code
8,Kyungbang,2022,Q3,유통,-0.06870915080982809,2.4986026293699986e-10,-0.008379004323812778,-0.8787836788425833,0.11299650647329962,0.07761980448442674,-0.0359464250541639,-0.008564438366016836,-0.027787134958468407,0.09592743097291567,0.019518304796937613,000050
8,LG_International,2022,Q3,유통,0.09672583858067459,4.594619462940209e-13,-0.1085253789393481,-0.08230819093419917,0.11299650647329962,0.015741349033228658,-0.0359464250541639,-0.1402223741241715,-0.027819653989548554,0.05531749807852493,0.2873913302144029,001120
8,SK_Networks,2022,Q3,유통,0.05341029092986682,-4.4331362863014994e-12,0.007389025361652868,-1.1063122923588038,0.11299650647329962,-0.22239577049688908,-0.0359464250541639,0.003189300512466242,-0.027331891471178427,-0.054511787987840954,0.014939785327532401,001740
8,Shinsegae,2022,Q3,유통,0.010876354278283096,-2.799954134287752e-13,-0.013282120669054764,0.08999393039674808,0.11299650647329962,0.019572667259696863,-0.0359464250541639,-0.008568081416789664,-0.0278708556471563,-0.10260393328470152,0.1386239958538482,004170
8,GS_Retail,2022,Q3,유통,0.06558547235622994,-2.8224198382664166e-13,-0.022036029698694115,-0.33911879299977143,0.11299650647329962,-0.043534482937262364,-0.0359464250541639,-0.014235733121930938,-0.027689716982460366,0.03972224258820167,0.07706695553964116,007070
8,Hotel_Shilla,2022,Q3,유통,0.03390287684785348,5.191838072525329e-13,-0.003395972145067816,0.5667018741996371,0.11299650647329962,-0.16920275528360285,-0.0359464250541639,-0.001720589310136189,-0.027790712357844027,-0.0204966871403387,0.09845545652800548,008770
8,Hanssem,2022,Q3,유통,-0.07890105134588826,-0.027788471886600163,0.019888489283205302,6.127458942869494,0.11299650647329962,0.04816151477996333,-0.0359464250541639,0.034017524347992434,-0.027788471886600163,-0.0009646710286788096,-0.2577062793755096,009240
8,Lotte_Shopping,2022,Q3,유통,0.24841136828388535,9.310947422038913e-10,0.0223464078681872,-2.878140684357729,0.11299650647329962,-0.038696142996426985,-0.0359464250541639,0.02154028414579867,-0.024278152761772143,-0.026724664098982664,-0.08362480797390302,023530
9,Samsung_C&T,2022,Q3,유통,0.24930772682730273,-6.940893687553628e-15,-0.03811583403319063,-0.33064582170188994,0.11299650647329962,0.006037265121527247,-0.0359464250541639,0.02436990026743202,0.057763832471643295,0.020776273069621487,-0.0766985847913131,028260
8,Daewoo_International,2022,Q3,유통,0.04924585521090674,-5.633716793557512e-13,-0.027089129151369296,0.3047838773577435,0.11299650647329962,0.24199429902827418,-0.0359464250541639,-0.016723983804959097,-0.026647288702815075,0.10715741692775504,0.16594358348271415,047050
8,Hyundai_Department_Store,2022,Q3,유통,0.08815524455779918,-1.4351790992229466e-13,-0.011992213197659085,-0.03088655184693634,0.11299650647329962,0.05262388411345931,-0.0359464250541639,-0.009482669578130487,-0.02772775751780787,-0.00483879710515045,-0.1342331470032947,069960
8,Youngone_Corporation,2022,Q3,유통,-0.027004329910285924,3.2310416228725023e-13,-0.11539122824284576,-0.24168111044050633,0.11299650647329962,-0.23645011875595912,-0.0359464250541639,-0.06414740206652558,-0.027810295046159617,-0.3037464348461134,0.24556303606137087,111770
8,Emart,2022,Q3,유통,-0.09045417793460206,-3.777615442898459e-12,-0.023790463889795443,6.493160743317093,0.11299650647329962,-0.14998035471482596,-0.0359464250541639,-0.010205999030691082,-0.027640275411352055,-0.02160518213595175,-0.12358257691610487,139480
