,name,year,quarter,sector,Relative Return,차입부채 변화율,이익잉여금 변화율,영업이익 변화율,국제유가 변화율,매출액 변화율,금리 변화율,자본총계 변화율,총포괄손익 변화율,부채총계 변화율,Label,Code
13,Kyungbang,2021,Q2,유통,0.007599486521180948,-6.534706465618392e-13,-0.005165816576468973,0.8232871963214959,-0.131754905184698,-0.1724515818260095,-0.11734330484330613,-0.0007203299771900706,-0.06501690320570175,0.00700297345252876,0.027146116431830798,000050
13,LG_International,2021,Q2,유통,0.20030177068687977,3.843339257750022e-13,-0.058960894808885556,0.4904845105759157,-0.131754905184698,-0.15106890344927937,-0.11734330484330613,-0.05061199315398701,-0.06501455079397811,-0.0418508580241439,-0.06817220877608432,001120
13,SK_Networks,2021,Q2,유통,0.09286496880563343,-4.7533819826328486e-14,-0.03136848059228403,-0.12816775061673025,-0.131754905184698,0.12141065914477978,-0.11734330484330613,-0.013103827303320825,-0.06620473710826169,-0.05630480440242547,0.01497654841119895,001740
13,Shinsegae,2021,Q2,유통,0.09798983141841876,-1.1636474733712125e-12,-0.00760064980188635,0.2246371439035405,-0.131754905184698,-0.0003613990590314309,-0.11734330484330613,-0.009977262321085645,-0.06468886039893595,0.02481221803397471,-0.041779869087075074,004170
13,GS_Retail,2021,Q2,유통,0.04023415692183825,-3.7838877945948e-13,-0.016991789604739793,-0.4099900015460882,-0.131754905184698,-0.08516946583143836,-0.11734330484330613,-0.015301531110278876,-0.06487913050250516,0.003300450142036948,-0.04191453038604534,007070
13,Hotel_Shilla,2021,Q2,유통,-0.017320340481672913,-1.0984856850984122e-12,-0.07424496157652971,-0.8164112725200781,-0.131754905184698,-0.36006325383720794,-0.11734330484330613,-0.03859718714049354,-0.06498871943778028,0.05120913162631435,0.05617209045780482,008770
13,Hanssem,2021,Q2,유통,0.054621062506171575,-0.06501782299530334,-0.030649356618689838,-0.08040025256693117,-0.131754905184698,0.01883399947099329,-0.11734330484330613,-0.03714378975913535,-0.06501782299530334,0.11866906059613624,-0.18005891258170884,009240
13,Lotte_Shopping,2021,Q2,유통,0.15182005916168995,-1.02240046893904e-12,-0.0005510216285584679,1.3133512296811518,-0.131754905184698,0.026869897959127198,-0.11734330484330613,-0.0015082836002957567,-0.04823935344026653,0.04854285034936834,-0.13208061301402216,023530
14,Samsung_C&T,2021,Q2,유통,-0.16665427767711083,-9.68117106577568e-13,-0.03173143035871884,0.2278837068688534,-0.131754905184698,-0.08102927345774846,-0.11734330484330613,-0.0046261122541506605,0.03835978461459866,0.0491327924942756,0.03960066188637625,028260
13,Daewoo_International,2021,Q2,유통,0.3145657411152338,-2.6681797484112883e-13,-0.0413967497312302,-0.31037977793687777,-0.131754905184698,-0.22920951885424823,-0.11734330484330613,-0.02555994092841707,-0.06543934317638023,-0.12253987257053311,0.09821794583699356,047050
13,Hyundai_Department_Store,2021,Q2,유통,0.19942178131316657,-2.8639333307626783e-13,-0.011174870100393974,-0.03329419918404075,-0.131754905184698,-0.11216979578714015,-0.11734330484330613,-0.009898934072823051,-0.06481038513438353,-0.0036552170195927047,-0.09090318849866225,069960
13,Youngone_Corporation,2021,Q2,유통,0.1962584078107093,-5.414443612902551e-13,-0.03878569653649255,-0.1974483073470943,-0.131754905184698,-0.3632158566936896,-0.11734330484330613,-0.004008166795896662,-0.06499952054713543,0.1622054658167782,0.06598857120627549,111770
13,Emart,2021,Q2,유통,0.05942875481386388,2.395380840755649e-12,-0.13117630923583534,0.9482862007936893,-0.131754905184698,0.07198870311179306,-0.11734330484330613,-0.011774097261743277,-0.06389179821632474,-0.03055123093975287,-0.11945473169962958,139480
