,code,name,sector,year,quarter,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_법인세차감전 순이익 변화율,F_당기순이익 변화율,F_당기순이익(손실) 변화율,F_자본금 변화율,F_총포괄손익 변화율,F_파생상품자산 변화율,F_파생상품관련손익 변화율,F_파생상품부채 변화율,M_소비자물가지수 변화율,M_환율 변화율,M_GDP 변화율,M_금리 변화율,M_수출액 변화율,M_실업률 변화율,M_국제유가 변화율,K_전체 주주 수 변화율,K_보유 주식 수 변화율,K_전체 주식 수 변화율,K_접수일자 변화율,K_특정 증권 등 소유 수 변화율,K_특정 증권 등 소유 증감 수 변화율,K_1인평균급여 변화율,K_기초 소유 주식 수 변화율,K_기초 소유주식 지분율 변화율,K_기말 소유주식 수 변화율,K_기말 소유주식 지분율 변화율,K_발행할 주식 총수 변화율,K_현재까지 발행한 주식 총수 변화율,K_현재까지 감소한 주식의 총수 변화율,K_주식 수 감소 변화율,K_이익 소각 변화율,K_상환주식의 상환 변화율,K_기타 변화율,K_발행주식의 총수 변화율,K_자기주식수 변화율,K_유통주식수 변화율,K_증자주식수 변화율,K_주식액면가액 변화율,K_발행금액 변화율,Relative Return,Label,Code,F_영업비용 변화율,F_차입부채 변화율
10,50,Kyungbang,유통,2022,Q1,0.0005819419930100933,0.010045162241098082,0.009524742326761482,0.04830104850567951,0.011204484518551161,0.024745170195698885,-0.0016045569085549882,0.000641715741516502,0.1409048079594989,0.3383381353604703,0.44000493952943676,0.3237428870330856,0.3237428870330856,-0.0,-0.038641490254168076,-0.038641490254168076,-0.038641490254168076,-0.038641490254168076,-0.09364288108448604,-0.018637728474920623,-0.004832000385876389,-0.14767324592997877,-0.03864674909181387,0.09183673469387776,-0.2602194672474454,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.009742516297228892,0.23943901702084805,000050,,
11,50,Kyungbang,유통,2021,Q4,-0.2053622240695061,0.010648589230879746,0.0008011158690492959,0.020572996834342883,0.004303690272457028,0.010304440661770387,-0.008360731976974733,-0.004830080587084451,-0.2798948555327285,-2.2265154741641244,-1.2285186298222444,-0.8452698844508264,-0.8452698844508264,-0.0,-0.08221463295685871,-0.08221463295685871,-0.08221463295685894,-0.08221463295685894,-0.4025512712822732,-0.020007078311950588,-0.015938933266124167,-0.16812521036687933,-0.08222487497304898,-0.02083333333333348,-0.08325393584683072,0.05627068775285027,0.19086646198107693,0.03730232282809287,0.0,0.0,0.0,-0.14385536497102014,-0.012925477078108871,-0.013310580204778377,-0.006433076169614749,-0.006062647356011919,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.6931642857142857,0.03730232282809287,-0.0,-0.0,-0.0,0.06116283320735383,0.009742516297228892,000050,,
12,50,Kyungbang,유통,2021,Q3,-0.03168246890446191,0.0031288649824756654,0.001593076095336432,0.26540534368251034,-0.25630905117930225,0.0044715346685804125,-0.004551521759099897,-0.00012042230472375515,0.03023290334764417,-2.1640940446817374,0.11456515519518762,0.1143638149114069,0.1143638149114069,-0.0,-0.06936825690163584,-0.06936825690163584,-0.06936825690163584,-0.06936825690163584,-0.01761921683046319,-0.034507991437758845,-0.0003381422427111147,0.05306772908366497,-0.06937716438105035,0.1504424778761062,-0.06736077481840197,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.027146116431830798,0.06116283320735383,000050,,
13,50,Kyungbang,유통,2021,Q2,-0.04803341267092942,0.00437709399326347,0.002175647245569623,0.000497171888182768,0.013420883212363122,0.00700297345252876,-0.005165816576468973,-0.0007203299771900706,-0.1724515818260095,0.8232871963214959,0.58131890616098,0.5750431531020174,0.5750431531020174,-0.0,-0.06501690320570175,-0.06501690320570175,-0.06501690320570175,-0.06501690320570175,-0.7421096287815034,-0.007129469356493168,-0.013438380398341998,-0.11734330484330613,-0.06502616415047213,0.11023622047244086,-0.131754905184698,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.007599486521180948,0.027146116431830798,000050,,
14,50,Kyungbang,유통,2021,Q1,0.23819348017048325,-0.02041790862235171,-0.0060722022556363164,-0.020478465799767642,0.000498158475641941,-0.009809920694150875,-0.007986112516090271,-0.0038431445999105307,0.01131079518045841,0.13297432678225707,-0.7041557143207378,-1.5125584800373817,-1.5125584800373817,-0.0,-0.07230911995108036,-0.07230911995108036,-0.07230911995108014,-0.07230911995108014,-2.0127382750040668,0.003980375432345529,-0.015428372481669506,-0.17195325542571194,-0.07231825865355468,-0.016000000000000014,-0.3732219462632649,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09287435685754566,0.007599486521180948,000050,,
15,50,Kyungbang,유통,2020,Q4,0.6643371786461558,-0.02809125270631485,0.07747477763026178,0.2585208105920991,0.10782089583406118,0.18883580658869992,-0.004900672235496284,-0.004790115202234713,0.015796517070449045,-0.6925808392936379,-2.2781877411182747,0.3871833487402665,0.3871833487402665,-0.0,-0.01536403490266225,-0.015364034902662027,-0.015364034902662027,-0.01536403490266225,0.3780443147289393,0.058580425595368135,-0.015741758304966824,-0.13205764233403983,-0.015372275387599998,-0.04166666666666674,-0.030879044146171264,-0.5395007102898428,0.23235692529483953,-0.45846173577965277,0.0,0.0,0.0,-0.02217176539580623,0.03857952499836037,0.03862559552714806,0.026033195117203034,0.02566290364925161,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.3999999999999999,0.015142756443526806,-0.0,-0.0,-0.0,-0.22114050170631516,-0.09287435685754566,000050,,
16,50,Kyungbang,유통,2020,Q3,0.32233275358601465,-0.032303611270367405,0.04397216028266715,-0.3619701848368584,0.36185244091729196,0.10660613034053867,-0.00806143020514516,-0.008245139540944635,0.05778168170676801,-0.09721296418656289,0.8142782041170465,0.5405383935257155,0.5405383935257155,-0.0,-0.12126034728845081,-0.12126034728845103,-0.12126034728845103,-0.12126034728845103,-29.267844017171594,0.026207921096291442,-0.022088428967425466,0.01328671328671327,-0.12128584005311471,0.032258064516129115,-0.464159945473134,-0.12126034728845103,-0.0,-0.12126034728845103,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.359479460513127,-0.22114050170631516,000050,,
17,50,Kyungbang,유통,2020,Q2,-0.03277419568390494,-0.034937376128248765,-0.03447135116567068,-0.16186899089814322,-0.007077124870782825,-0.05672255416970318,-0.01785872188126625,-0.01662466319102096,-0.30734160826130696,0.08081915313825772,-1.8081338265374702,-3.3557416979497994,-3.3557416979497994,-0.0,0.14297842509082992,0.14297842509082992,0.14297842509082992,0.14297842509082992,0.9744470971009336,-0.021563322371475513,0.027401632238014395,0.0835291604358025,0.1430043137913488,-0.15887850467289732,0.41825270948982285,0.14297842509082992,-0.0,0.14297842509082992,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03337209649874409,0.359479460513127,000050,,
18,50,Kyungbang,유통,2020,Q1,-0.27918980959623374,0.02787616994091202,-0.025138451859699984,-0.26018050904610157,0.008036611772602509,-0.06463873919089802,0.0003672101755781698,0.004485945230055521,0.27516588112987905,0.5765440577231901,0.111080351772883,-5.154854806635495,-5.154854806635495,-0.0,-0.017975139121392703,-0.01797513912139248,-0.017975139121392703,-0.01797513912139248,-2.326416414584117,-0.015754379708652122,0.012864053928269836,0.060040160642572116,-0.01797680704196325,-0.00943396226415083,0.20454187036744997,-0.01797513912139248,-0.0,-0.01797513912139248,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13606678917383533,0.03337209649874409,000050,,
19,50,Kyungbang,유통,2019,Q4,-1.6183131255110021,0.09671535867520908,-0.01845943868805011,-0.2816935574754831,0.019524733173399755,-0.047157442868959176,-0.0006663466699976528,0.0020520354134663243,-0.15239925496622964,-0.7372091244158621,0.4191724014480117,0.9220166534201832,0.9220166534201832,-0.0,0.024389268263174224,0.024389268263174113,0.024389268263174224,0.024389268263174002,-5.380260221408914,0.015711916865137066,-0.010051895543270017,-0.191387559808615,0.024390380515078802,0.05357142857142849,-0.023897949297593923,0.024389268263174002,0.05610447997585388,0.024389268263174224,0.0,0.0,0.0,-911.1063748079877,-0.05699111480380781,-0.05695162129356657,-0.03987238576177332,-0.039822555877836674,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.2549287104288198,0.02063366411959866,-0.0,-0.0,-0.0,-0.04506360504071451,-0.13606678917383533,000050,,
20,50,Kyungbang,유통,2019,Q3,-0.318874065321358,0.003845303324285343,-0.012797654369281375,-0.14796396847290993,0.009162380024417272,-0.02179858450244332,-0.008618372036872213,-0.006460939046047276,0.0908777024518671,0.1379644919655878,-0.028975912766799672,-0.019796034377932425,-0.019796034377932425,-0.0,0.013883253045544386,0.013883253045544497,0.013883253045544497,0.013883253045544497,0.9303677156060576,-0.023671710515372757,-0.0021492760114003584,0.21649484536082508,0.013886289168915433,0.05084745762711873,0.10146539633409102,0.013883253045544608,-0.0,0.013883253045544497,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.03792202610225473,-0.04506360504071451,000050,,
21,50,Kyungbang,유통,2019,Q2,0.28261723149945883,-0.009677510647096543,0.011101612139099548,0.14525649312227662,0.0014422687241106846,0.033485754697810344,-0.008393017649772627,-0.0052891828910452965,0.08274588716412368,0.1340157460873409,0.3174354194347544,0.3290145472866285,0.3290145472866285,-0.0,-0.05878590092569569,-0.05878590092569569,-0.05878590092569591,-0.05878590092569569,-0.17798441463015324,-0.03709163042178587,-0.013293335100796,0.10064059339177356,-0.05879535921869561,-0.017241379310344973,-0.09107698802174014,-0.05878590092569591,-0.0,-0.05878590092569591,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11497388301888456,0.03792202610225473,000050,,
22,50,Kyungbang,유통,2019,Q1,-0.024737423914647616,-0.03695565907842724,-0.0360774572979885,-0.1633098123549388,-0.058365998629261284,-0.08007568520746422,-0.006492623667377462,-0.006067346049560163,0.06264763485695235,0.0004870058881574213,-0.15872758913236007,-0.04072481016869256,-0.04072481016869256,-0.0,0.09880388682961938,0.09880388682961938,0.09880388682961949,0.09880388682961938,0.6874179652905958,0.0016632023276192953,-0.0005796429835080996,0.09282764948769218,0.09882153156977846,-0.01754385964912264,0.06709658363690052,0.09880388682961938,-0.0,0.09880388682961949,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.034801146457588195,-0.11497388301888456,000050,,
23,50,Kyungbang,유통,2018,Q4,-0.10668645992606063,-0.006308139892766462,-0.012911617542073817,-0.1330366304127415,0.0063138934932538415,-0.019628088711348024,-0.012435715850094509,-0.008381010009685497,-0.09111592076182262,-0.04425670617956756,-0.31296170105201515,-0.48663529704532893,-0.48663529704532893,-0.0,0.008254440763235338,0.008254440763235338,0.008254440763235338,0.008254440763235338,-0.1528942253920036,-0.005036357567736793,-0.005684653689703056,0.10693799508331026,0.008256951594797224,0.08800000000000008,0.09983604378074207,0.008254440763235338,0.049785344034273926,0.008254440763235227,0.0,0.0,0.0,0.9990257225703864,0.06765099861231927,0.06770847366293953,0.06163450557683403,0.06171456015368604,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.7161531862176445,0.016176131039380648,-0.0,-0.0,-0.0,-0.07274732285193074,-0.034801146457588195,000050,,
24,50,Kyungbang,유통,2018,Q3,-0.04722125325241344,-0.004259322682718114,-0.006976998695719994,0.6311954030278399,-0.6713314452576229,-0.008354754190467384,-0.008435571417007237,-0.006049755725894501,0.08114584122550939,0.014053596538883828,0.2633267496038969,0.2605293378159744,0.2605293378159744,-0.0,-0.048617483724299415,-0.048617483724299415,-0.048617483724299415,-0.048617483724299415,-0.0442397512820667,-0.03809438658420561,-0.005201307569219216,0.09246405552800974,-0.04862249558492171,-0.11607142857142883,-0.009709172259507959,-0.048617483724299415,-0.0,-0.04861748372429919,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.048617483724299415,-0.0,-0.0,-0.0,-0.0,0.03967232855875262,-0.07274732285193074,000050,,
25,50,Kyungbang,유통,2018,Q2,0.014288405519662595,-0.0013059678236859718,-0.0003048980463937756,0.0207965814282004,0.0035522157260262643,0.01240469453935944,-0.011539215454290153,-0.00904435133433723,-0.08884180353403526,0.007985331454748001,-0.28597932708644636,-0.2793088951769236,-0.2793088951769236,-0.0,-0.022628180924633368,-0.022628180924633146,-0.022628180924633368,-0.022628180924633368,-0.3971853095173552,-0.007779076758894776,-0.007847684343889938,0.0044422507403751865,-0.0226310282981268,-0.009009009009008917,-0.11515816784752042,-0.022628180924633368,-0.0,-0.022628180924633368,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.022628180924633368,-0.0,-0.0,-0.0,-0.0,0.04130716261582614,0.03967232855875262,000050,,
26,50,Kyungbang,유통,2018,Q1,-0.07973461105761026,0.0023132975469258854,-0.0025773323262283654,-0.008488583213689394,0.0016558485270474765,-0.003526219786914808,-0.001963008966101132,-0.0019258926290446343,0.09787943188724535,0.16755260725069476,-0.12400206018809712,-0.2844830042895077,-0.2844830042895077,-0.0,-0.02429451757324519,-0.02429451757324541,-0.02429451757324541,-0.02429451757324541,0.2528409114579355,0.030034823661886145,-0.014530287258507357,-0.08530869157626775,-0.024297858795447214,-0.01834862385321112,-0.08575762500677153,-0.02429451757324519,-0.0,-0.02429451757324519,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.02429451757324541,-0.0,-0.0,-0.0,-0.0,-0.010737962588315816,0.04130716261582614,000050,,
27,50,Kyungbang,유통,2017,Q4,-0.02035993497913169,0.008554386387983448,0.006876896262289045,-1.10090883184849,0.3759510680186986,0.026302748152299604,-0.007085829103448571,-0.006914499972223487,-0.12529910569560387,-0.5369004739430936,0.41978055288189176,0.38522027805288417,0.38522027805288417,-0.0,0.08092531551200166,0.08092531551200166,0.08092531551200166,0.08092531551200166,0.3500195788744318,0.023583906836809665,0.002275605061653474,-0.094065934065934,0.08093468978807206,0.0267857142857143,-0.18077144502014986,0.08092531551200166,-0.0057646738553798205,0.08092531551200155,0.0,0.0,0.0,-0.17463232408846197,-7.474921813709729,0.15256752745621838,0.15301316360480255,0.15300546448087438,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.08092531551200166,-0.0,-0.0,-0.0,-0.0,-0.1082178461538461,-0.010737962588315816,000050,,
28,50,Kyungbang,유통,2017,Q3,0.09244495733925273,0.014283774449072473,0.019184410808709695,-0.10995776153044878,0.10178337175383645,0.059297633979631836,-0.011660194691591963,-0.011435336975592847,0.0914156844256715,0.17872175451057737,-0.46568409762876195,-0.20959599294576514,-0.20959599294576514,-0.18134180050063975,-0.034238584831593144,-0.034238584831593144,-0.034238584831593144,-0.034238584831593144,-0.15372330132051748,-0.0010197755396517127,-0.013797360660917635,-0.03346456692913535,-0.03424542911228312,-0.018181818181818077,-0.04912421985101645,-0.034238584831593144,-0.0,-0.034238584831593144,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.034238584831593144,-0.0,-0.0,-0.0,-0.0,-0.06397795738200666,-0.1082178461538461,000050,,
29,50,Kyungbang,유통,2017,Q2,0.09915802535201046,0.0017199665779809026,0.00844444209802342,0.13916311792449831,-0.00047404085122870754,0.03106248439122039,-0.009733572290422376,-0.009544210402232078,0.04757106077716022,0.13623911092137808,-0.0662328383826396,-0.06641618314793729,-0.06641618314793729,-0.04068952806415971,-0.040689528064159486,-0.04068952806415971,-0.04068952806415971,-0.040689528064159486,0.1259798444991046,0.018329085656645816,-0.007378041034466598,-0.01678214010777368,-0.04069603451398307,0.00900900900900925,0.07470193740685538,-0.04068952806415971,-0.0,-0.040689528064159486,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.04068952806415971,-0.0,-0.0,-0.0,-0.0,-0.10802736495410303,-0.06397795738200666,000050,,
