,name,year,quarter,sector,Relative Return,차입부채 변화율,이익잉여금 변화율,영업이익 변화율,국제유가 변화율,매출액 변화율,금리 변화율,자본총계 변화율,총포괄손익 변화율,부채총계 변화율,Label,Code
17,Kyungbang,2020,Q2,유통,0.03337209649874409,5.512404339704484e-12,-0.01785872188126625,0.08081915313825772,0.41825270948982285,-0.30734160826130696,0.0835291604358025,-0.01662466319102096,0.14297842509082992,-0.05672255416970318,0.359479460513127,000050
17,LG_International,2020,Q2,유통,-0.1956876468853778,1.3755553988882602e-11,-0.003528759593077302,48.77797508962691,0.41825270948982285,0.06656501329541042,0.0835291604358025,-0.0036624226441166474,0.14286890902306248,-0.07814930553277732,0.5573098758526644,001120
17,SK_Networks,2020,Q2,유통,-0.03899670647350714,-5.724963331435964e-12,-0.09842754822443789,3.5267452402538533,0.41825270948982285,0.2238999667470173,0.0835291604358025,-0.0007153486619453364,0.1426635136468588,0.18266895838165098,-0.14601170130410351,001740
17,Shinsegae,2020,Q2,유통,-0.053694635679208375,1.63726020584738e-12,-0.04692362375769066,0.3665550608275313,0.41825270948982285,-0.06866736725228195,0.0835291604358025,0.06165288889902476,0.14209667927755476,-0.16007414563663858,-0.17258860621755853,004170
17,GS_Retail,2020,Q2,유통,-0.022703023409555018,-5.643127064708409e-13,-0.024977998301916493,0.2528650906679898,0.41825270948982285,-0.036972109445917445,0.0835291604358025,-0.022455108081523845,0.14251397644534092,-0.013926008697926928,-0.01612572554386099,007070
17,Hotel_Shilla,2020,Q2,유통,-0.03951765976319008,-3.8686813349891994e-14,0.07451969289984062,0.07635610623870848,0.41825270948982285,0.3544651049630153,0.0835291604358025,0.0505111592199341,0.14294042098044923,0.01388003040304131,-0.17420772855310077,008770
17,Hanssem,2020,Q2,유통,-0.00018997246677315838,0.14299257568139168,-0.03441195666291219,-0.34616858440553333,0.41825270948982285,-0.035953300289022216,0.0835291604358025,0.011929596972191092,0.14299257568139168,0.07228770635096815,0.5179272314709278,009240
17,Lotte_Shopping,2020,Q2,유통,-0.25148443741142257,2.7718241383302463e-10,0.05746349077806723,7.8144560918889665,0.41825270948982285,0.062282180757505246,0.0835291604358025,0.04514789615155457,0.12079049222609539,-0.0050761275553794505,-0.13437524207232543,023530
18,Samsung_C&T,2020,Q2,유통,0.017028376157080055,-1.2433818679525674e-12,-0.01261182017630813,-0.5420558068546424,0.41825270948982285,-0.03286386271788144,0.0835291604358025,-0.07479487424676834,-0.1600438346727211,-0.05836043693926474,0.12389099383417712,028260
17,Daewoo_International,2020,Q2,유통,-0.19803810080901915,-2.313232622025263e-13,-0.0499831585639432,0.08535942185810885,0.41825270948982285,0.07898294962718189,0.0835291604358025,-0.030373287955266726,0.1424848782816852,0.10595591825575168,0.04974525191966386,047050
17,Hyundai_Department_Store,2020,Q2,유통,-0.095701673311164,-1.0354800913596082e-12,-0.0030104680860485455,0.2718595316954753,0.41825270948982285,-0.08076038367692284,0.0835291604358025,0.0016079252723047999,0.14235199116412922,-0.1899970234924071,-0.22174201945947603,069960
17,Youngone_Corporation,2020,Q2,유통,-0.14763703129030256,-3.200036853465369e-13,-0.18596953218325107,-0.1715286078842153,0.41825270948982285,-0.06246277363176356,0.0835291604358025,-0.04405327335957043,0.14294270906906648,-0.2106501861240222,-0.03331906648504354,111770
17,Emart,2020,Q2,유통,0.027041277533226854,2.5490732120489778e-12,-0.10935231780068633,1.175067059378589,0.41825270948982285,0.06598511305002774,0.0835291604358025,-0.04133395998150435,0.1397928251340863,0.03498011411151847,-0.1957904623660504,139480
