,name,year,quarter,sector,Relative Return,차입부채 변화율,이익잉여금 변화율,영업이익 변화율,국제유가 변화율,매출액 변화율,금리 변화율,자본총계 변화율,총포괄손익 변화율,부채총계 변화율,Label,Code
29,Kyungbang,2017,Q2,유통,-0.10802736495410303,1.8801239414611119e-13,-0.009733572290422376,0.13623911092137808,0.07470193740685538,0.04757106077716022,-0.01678214010777368,-0.009544210402232078,-0.040689528064159486,0.03106248439122039,-0.06397795738200666,000050
29,LG_International,2017,Q2,유통,0.011580751052465477,-8.907849972273999e-13,-0.008431165992086154,1.2171829298845502,0.07470193740685538,0.13591972098713678,-0.01678214010777368,-0.02480621296488672,-0.040657854082907674,0.029659293218080363,-0.15207160286695648,001120
29,SK_Networks,2017,Q2,유통,-0.011597283691479152,-2.9666884220966175e-12,0.015448888453976961,0.32510701263013264,0.07470193740685538,0.0032814324113570326,-0.01678214010777368,0.0033781305618506563,-0.04583573495859028,0.1522395622302669,-0.26627183063380605,001740
29,Shinsegae,2017,Q2,유통,0.006521231561706586,1.3986628938026018e-12,-0.01917972658604339,0.3047035146925048,0.07470193740685538,0.03537198614599246,-0.01678214010777368,-0.021664851338318636,-0.04051680165021332,0.030242785034165887,0.09411446237670036,004170
29,GS_Retail,2017,Q2,유통,0.025347632176812962,5.067979513596881e-13,-0.04074974872583437,-1.3601833555323113,0.07470193740685538,-0.139269506665485,-0.01678214010777368,-0.0211359849321735,-0.040749748725834145,-0.10638928072184783,-0.13201196044943236,007070
29,Hotel_Shilla,2017,Q2,유통,-0.13332256758808625,8.837444111465776e-14,-0.04071637440565867,-0.7627082028277927,0.07470193740685538,0.1356184208394965,-0.01678214010777368,-0.015841039305532822,-0.040716374405658895,-0.15713475382289754,0.14886941431168443,008770
29,Hanssem,2017,Q2,유통,0.023729781433573044,-0.040700916285550726,-0.053947655729384536,0.19461002464405586,0.07470193740685538,0.02583976834239743,-0.01678214010777368,0.015449305828355908,-0.040700916285550504,-0.2757779617139524,-0.2748770327312099,009240
29,Lotte_Shopping,2017,Q2,유통,-0.09315614096733399,-4.491378270860432e-12,0.02344391483566788,0.7571632745632882,0.07470193740685538,0.02844706433495836,-0.01678214010777368,0.016050175426167712,-0.029501670678217184,0.03322055092813225,0.2879532626697414,023530
30,Samsung_C&T,2017,Q2,유통,-0.06586160177730205,-2.6576822664109044e-12,-0.02787428239352585,-2.6614844820665975,0.07470193740685538,-0.16203747689609238,-0.01678214010777368,-0.12253745192216559,-0.11055405031362242,-0.04386905356652737,0.05332809547391833,028260
29,Daewoo_International,2017,Q2,유통,-0.20495962146326407,-1.282418483289019e-12,-0.010311250004451544,0.07739147013250891,0.07470193740685538,-0.1661319324147985,-0.01678214010777368,-0.005731304233013823,-0.041036059362667965,-0.09198644726518146,-0.17440182494613254,047050
29,Hyundai_Department_Store,2017,Q2,유통,-0.1509222807205154,-5.926845043204738e-13,-0.015543405651624154,0.48959068308734577,0.07470193740685538,0.11058224853256693,-0.01678214010777368,-0.0136284371717732,-0.04061426523322287,0.0006495181082125656,-0.01878626751265562,069960
29,Youngone_Corporation,2017,Q2,유통,-0.004127953844760376,3.778856079827717e-13,-0.0748215831510548,-0.68874341532478,0.07470193740685538,-0.4590895408890521,-0.01678214010777368,-0.04532815069052343,-0.040704275976954474,-0.14324778592983822,-0.08343219422754786,111770
29,Emart,2017,Q2,유통,0.0350499693295748,-8.729538209580943e-13,-0.022905791232170403,0.5500746157300563,0.07470193740685538,0.046524979516867626,-0.01678214010777368,-0.015726105994032347,-0.040295780389362434,-0.02594508106031168,0.03366300315962033,139480
