,name,year,quarter,sector,Relative Return,차입부채 변화율,이익잉여금 변화율,영업이익 변화율,국제유가 변화율,매출액 변화율,금리 변화율,자본총계 변화율,총포괄손익 변화율,부채총계 변화율,Label,Code
4,Kyungbang,2023,Q3,유통,-0.11759751036169562,9.050066762673992e-12,-0.006195354171149248,-3.2853386861301273,-0.106533304958502,0.019108901219487606,-0.11207897793263655,-0.006335763904617986,-0.5134293353054757,0.015310869194764765,-0.10705879904123497,000050
4,LG_International,2023,Q3,유통,0.18677654695353818,-8.481248319438356e-13,-0.020397960725368147,-2.3261157045951983,-0.106533304958502,-0.021704356271748937,-0.11207897793263655,-0.02466843578952993,0.20455482473779496,-0.06792273590510334,-0.17041264271183396,001120
4,SK_Networks,2023,Q3,유통,0.08570103251499477,3.887460080987674e-12,-0.01619955965193376,0.5089487910000731,-0.106533304958502,-0.07479198170700396,-0.11207897793263655,0.015702922704594835,0.05948074070429432,-0.13430749778705686,0.2242885081025989,001740
4,Shinsegae,2023,Q3,유통,-0.2211650484880573,3.0726651490734964e-12,-0.009849624163690507,-0.0990042260731705,-0.106533304958502,0.030185410045624916,-0.11207897793263655,-0.01153946837425801,0.33327729804634965,-0.0069596378094822775,0.10720036628197888,004170
4,GS_Retail,2023,Q3,유통,-0.23505683077570483,5.047174126440986e-13,-0.02509165483471998,-0.17123125898422997,-0.106533304958502,-0.047659965535571835,-0.11207897793263655,-0.015177611647266831,-7.093526258116649,0.0010777409838197416,0.06813972305217961,007070
4,Hotel_Shilla,2023,Q3,유통,-0.14508858859257898,-1.7963308739602642e-12,0.015137047319490948,0.9435971818112571,-0.106533304958502,-0.2654437300669039,-0.11207897793263655,0.007402986365546149,1.449324560710353,-0.10736192639258624,0.18441708327971776,008770
4,Hanssem,2023,Q3,유통,-0.1807020855250943,-0.0015376823055748279,0.04925616494932861,3.1789663802920747,-0.106533304958502,0.07107769468854108,-0.11207897793263655,0.07062126694697712,-0.29727247674263313,-0.10022282957986217,0.32521061653900446,009240
4,Lotte_Shopping,2023,Q3,유통,-0.2101357030646802,-8.817338350224337e-13,-0.0117893054023126,-2.324610059307754,-0.106533304958502,-0.03195493269005856,-0.11207897793263655,-0.01097377630186247,-1.3849106778289961,-0.006982741061002384,0.07906667473163481,023530
5,Samsung_C&T,2023,Q3,유통,-0.06880744596871724,-6.100292715229286e-13,-0.029278073705429897,0.12391910611640511,-0.106533304958502,0.022814870282428013,-0.11207897793263655,0.013509518650846042,1.641225149171452,0.0400860306385038,0.05587536876066614,028260
4,Daewoo_International,2023,Q3,유통,0.7059462661232573,-4.689853212276767e-13,-0.06919053709302525,0.1484791682433353,-0.106533304958502,0.11638900948920394,-0.11207897793263655,-0.006358898462405449,0.09113455348024879,0.01762392216678721,0.8181537464684357,047050
4,Hyundai_Department_Store,2023,Q3,유통,-0.1444223780296647,3.608033220843969e-12,-0.012093845690899219,-0.19461501093489653,-0.106533304958502,0.015540031517298436,-0.11207897793263655,-0.010392157262982815,-1.8702659925800917,-0.027809323816377907,0.324670973533608,069960
4,Youngone_Corporation,2023,Q3,유통,0.3672223394475234,6.186894632986522e-13,-0.06576769932348725,0.1556742628456128,-0.106533304958502,0.13869989817394524,-0.11207897793263655,0.001393382736768367,1.0312163528979739,-0.04139570342893317,-0.20234052071926553,111770
4,Emart,2023,Q3,유통,-0.3188589853360584,-2.1275503813883486e-12,-0.021104506459484806,5.270005743531652,-0.106533304958502,-0.13264522681764013,-0.11207897793263655,-0.013659210396710142,-0.863508193436527,-0.07204682877916424,-0.04944012451021964,139480
