,name,year,quarter,sector,Relative Return,차입부채 변화율,이익잉여금 변화율,영업이익 변화율,국제유가 변화율,매출액 변화율,금리 변화율,자본총계 변화율,총포괄손익 변화율,부채총계 변화율,Label,Code
22,Kyungbang,2019,Q1,유통,-0.034801146457588195,-4.239231451732442e-14,-0.006492623667377462,0.0004870058881574213,0.06709658363690052,0.06264763485695235,0.09282764948769218,-0.006067346049560163,0.09880388682961938,-0.08007568520746422,-0.11497388301888456,000050
22,LG_International,2019,Q1,유통,-0.17733653899298074,-7.256656566082503e-12,-0.08195510338022305,1.2765498748323334,0.06709658363690052,-0.0775909793658347,0.09282764948769218,-0.08366647538485283,0.09870002753975937,-0.0866235371579196,-0.004254998085924944,001120
22,SK_Networks,2019,Q1,유통,0.07496067655287365,-2.3453111175458596e-12,0.058506267675609624,0.25528949702267834,0.06709658363690052,0.10202540295859097,0.09282764948769218,0.02209045013889166,0.1057293977123196,-0.2674187195055384,0.10033251011932395,001740
22,Shinsegae,2019,Q1,유통,-0.16644601884320132,1.3860895289458482e-11,-0.29663542278807364,0.43287860295102965,0.06709658363690052,0.1986740711899182,0.09282764948769218,-0.20456700401169758,0.0976037265557873,-0.2149691020208282,0.26082200770136826,004170
22,GS_Retail,2019,Q1,유통,0.1928236622760501,3.448640418109214e-12,0.005755629847688182,0.6245086561899469,0.06709658363690052,0.03775490674081172,0.09282764948769218,0.0051228617958941625,0.09790957094590202,-0.8161932619806209,-0.06864148673299991,007070
22,Hotel_Shilla,2019,Q1,유통,-0.16370885601045904,-5.26272629676575e-13,-0.05696747914936706,-1.8055399152852911,0.06709658363690052,-0.13550871444171042,0.09282764948769218,-0.037693644638024715,0.09857758603201328,-0.6945270007275213,0.17794162385011067,008770
22,Hanssem,2019,Q1,유통,0.01573645526111589,0.09880469281755733,0.0072657191202355476,0.11858027502840718,0.06709658363690052,0.0987287209297486,0.09282764948769218,0.008470900538049553,0.0988046928175571,-0.46376266175386816,0.30014239605088283,009240
22,Lotte_Shopping,2019,Q1,유통,0.13359731647769185,-2.298789439842945e-12,0.007566707036452458,0.1557388085078738,0.06709658363690052,0.017319956528560554,0.09282764948769218,0.006290966410481547,0.04520799543085563,-0.55996489041237,-0.2082500389372968,023530
23,Samsung_C&T,2019,Q1,유통,-0.050948523070081075,-9.433389857238287e-13,0.04554186240395264,0.8247888612535157,0.06709658363690052,0.04950650911998977,0.09282764948769218,-0.07365309567098066,-0.15533132034385533,-0.06338436766643252,-0.03563959447044414,028260
22,Daewoo_International,2019,Q1,유통,-0.012307392199128048,-3.917627323573146e-12,-0.0009034844259458996,-1.1280557993022189,0.06709658363690052,-0.004840697528503135,0.09282764948769218,-0.00046890301642488197,0.09795649972695242,-0.02904292617876103,-0.06919462052370276,047050
22,Hyundai_Department_Store,2019,Q1,유통,0.04067876000823377,-2.414941502964439e-13,-0.00915260133596485,0.206649893738442,0.06709658363690052,0.08871473513241157,0.09282764948769218,-0.0061939106149002665,0.09837949692915349,-0.19161839030387728,0.06739903321902446,069960
22,Youngone_Corporation,2019,Q1,유통,0.10088067948972448,-6.878632094352511e-12,-0.004147599719930062,-0.4562148517932383,0.06709658363690052,-0.13956985960299173,0.09282764948769218,-0.10005423364856258,0.09877761314371047,-0.07271566697957121,-0.19421455932969456,111770
22,Emart,2019,Q1,유통,0.006521779757424351,8.940494380024468e-12,-0.008148856083709077,-0.428055213063012,0.06709658363690052,-0.05980115741456471,0.09282764948769218,-0.005309283497299422,0.0952247437473197,-0.21711640636786567,-0.10480265889417206,139480
