,Feature,Importance
0,P_주식액면가액 변화율,0.20605657451926918
1,M_국제유가 변화율,0.20306649875126534
2,M_소비자물가지수 변화율,0.17858257207016676
3,M_금리 변화율,0.16466270993936355
4,P_1인평균급여 변화율,0.1267618096605104
5,P_증자주식수 변화율,0.12086983505942463
