code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
9540,현대중공업,중공업,2024,Q4,2025-03-18,"2,027,133,749,000","10,030,123,661,000","12,057,257,410,000","331,705,964,000","45,017,389,000","376,723,353,000","16,944,341,115,000","11,680,534,057,000",193870538000.0,28534584000.0,40960014000.0,32477688000.0,32477688000.0,"353,865,580,000",26115907000.0,,,,,,,,,,,
10140,삼성중공업,중공업,2024,Q4,2025-03-12,"9,329,870,969,968","7,667,982,710,077","16,997,853,680,045","11,878,026,948,653","1,396,982,383,901","13,275,009,332,554","-2,286,584,910,831","3,722,844,347,491",2697815577940.0,198162726266.0,-433620002636.0,-55200466299.0,-55200466299.0,"880,114,845,000",63055821094.0,,,,,,,,,,,
10620,현대미포조선,중공업,2024,Q4,2025-03-17,"2,972,534,499,000","2,095,219,754,000","5,067,754,253,000","2,759,395,913,000","291,443,761,000","3,050,839,674,000","1,451,399,047,000","2,016,914,579,000",1408812397000.0,36824461000.0,95027495000.0,72138912000.0,72138912000.0,"199,710,745,000",40027787000.0,,,,,,,,,,,
12450,한화테크윈,중공업,2024,Q4,2025-03-17,,,"17,364,759,288,308",,,"13,843,180,975,323","3,257,505,800,930","3,521,578,312,985",3661322747943.0,804669510874.0,653634754151.0,563878776077.0,563878776077.0,"240,405,805,000",590127683483.0,,,,,,,,,,,
17800,현대엘리베이,중공업,2024,Q4,2025-03-18,"976,570,493,810","1,630,971,929,559","2,607,542,423,369","1,167,084,383,353","254,568,279,103","1,421,652,662,456","486,503,274,995","1,185,889,760,913",498923792388.0,40856815134.0,38583438893.0,14043232288.0,14043232288.0,"212,235,955,000",1665492604.0,,,,,,,,,,,
34020,두산중공업,중공업,2024,Q4,2025-03-20,"4,048,371,000,000","9,708,503,000,000","13,756,874,000,000","5,687,590,000,000","2,332,951,000,000","8,020,541,000,000","-97,603,000,000","5,736,333,000,000",1985284172748.0,137332413231.0,-402218510204.0,-345310562888.0,-345310562888.0,"3,267,327,000,000",-373516694780.0,,,,,,,,,,,
42660,대우조선해양,중공업,2024,Q4,2025-03-12,"11,238,633,762,103","6,168,576,180,781","17,407,209,942,884","10,350,506,491,508","2,541,510,174,674","12,892,016,666,182","73,450,788,575","4,515,193,276,702",3262074493559.0,171621212633.0,222104105968.0,582768776053.0,582768776053.0,"1,537,066,970,000",558271484032.0,,,,,,,,,,,
42670,두산인프라코어,중공업,2024,Q4,2025-03-17,"1,686,460,407,848","2,119,492,874,154","3,805,953,282,002","1,325,657,936,821","672,619,903,232","1,998,277,840,053","1,466,840,114,033","1,807,675,441,949",675979056062.0,-25802703118.0,25466891524.0,16967392597.0,16967392597.0,"199,603,453,000",-55768643889.0,,,,,,,,,,,
64350,현대로템,중공업,2024,Q4,2025-03-18,"3,457,231,657,000","1,554,823,657,000","5,012,055,314,000","2,774,280,074,000","238,870,899,000","3,013,150,973,000","673,801,104,000","1,998,904,341,000",1417061059000.0,169006000000.0,197921617000.0,151589996000.0,151589996000.0,"545,711,465,000",128099428000.0,,,,,,,,,,,
82740,두산엔진,중공업,2024,Q4,2025-03-18,"785,001,242,520","628,100,711,706","1,413,101,954,226","586,563,184,908","433,242,979,432","1,019,806,164,340","-71,046,200,239","393,295,789,886",326268101531.0,18195007211.0,26461194442.0,39395696434.0,39395696434.0,"83,447,142,000",40519727482.0,,,,,,,,,,,
97230,한진중공업,중공업,2024,Q4,2025-03-20,"1,073,132,000,000","1,129,115,000,000","2,202,247,000,000","1,554,390,000,000","303,895,000,000","1,858,285,000,000","-1,460,536,000,000","343,962,000,000",479615000000.0,1935000000.0,-19153000000.0,-19549000000.0,-19549000000.0,"416,371,000,000",-22218000000.0,,,,,,,,,,,
