code,name,sector,year,quarter,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
880,한화,에너지_화학,2017,Q1,"1,897,210,000,000","5,766,761,000,000","7,663,971,000,000","3,178,738,000,000","1,348,088,000,000","4,526,826,000,000","2,068,300,000,000","3,137,145,000,000",1128201000000.0,58262000000.0,97504000000.0,84460000000.0,84460000000.0,,,,,,,,,,,,,
2960,한국쉘석유,에너지_화학,2017,Q1,"112,441,117,102","17,986,444,739","130,427,561,841","48,845,649,348","368,947,506","49,214,596,854","73,681,922,466","81,212,964,987",52918097359.0,7265530039.0,7794483402.0,5993178292.0,5993178292.0,,,,,,,,,,,,,
3240,태광산업,에너지_화학,2017,Q1,"1,145,558,556,091","1,539,300,318,352","2,684,858,874,443","320,920,636,454","126,830,342,650","447,750,979,104","2,266,299,536,457","2,237,107,895,339",472642105805.0,24190787918.0,48574354589.0,36057416813.0,36057416813.0,,,,,,,,,,,,,
4000,삼성정밀화학,에너지_화학,2017,Q1,"613,397,199,787","913,486,962,558","1,526,884,162,345","217,930,418,867","216,805,683,500","434,736,102,367","627,525,884,988","1,092,148,059,978",287045206832.0,22264406411.0,31015434709.0,24529958019.0,24529958019.0,,,,,,,,,,,,,
4800,효성,에너지_화학,2017,Q1,"1,864,877,661,084","5,965,915,326,577","7,830,792,987,661","3,077,777,444,100","1,246,771,615,297","4,324,549,059,397","2,884,431,754,489","3,506,243,928,264",1938739715897.0,120798818845.0,317311799844.0,252609074038.0,252609074038.0,"175,587,275,000",,,,,,,,,,,,
6120,SK케미칼,에너지_화학,2017,Q1,"494,784,313,182","1,935,921,675,356","2,430,705,988,538","561,871,481,185","582,910,912,159","1,144,782,393,344","917,371,006,676","1,285,923,595,194",269622897344.0,11204010903.0,47017452390.0,46166587704.0,46166587704.0,,,,,,,,,,,,,
6650,대한유화,에너지_화학,2017,Q1,"453,554,529,551","1,316,750,457,691","1,770,304,987,242","349,069,324,869","129,742,227,028","478,811,551,897","989,826,879,950","1,291,493,435,345",431751820360.0,107258950588.0,100695825603.0,76776174781.0,76776174781.0,,,,,,,,,,,,,
7690,국도화학,에너지_화학,2017,Q1,"314,278,484,910","277,831,710,812","592,110,195,722","130,561,822,259","57,226,372,109","187,788,194,368","328,935,196,695","404,322,001,354",163612147493.0,3726669796.0,4599304288.0,4880471650.0,4880471650.0,,,,,,,,,,,,,
9830,한화케미칼,에너지_화학,2017,Q1,"1,360,679,173,426","6,161,118,741,629","7,521,797,915,055","1,380,185,589,925","1,691,895,060,054","3,072,080,649,979","2,871,572,635,145","4,449,717,265,076",971213515449.0,157727342112.0,347357278874.0,272923870350.0,272923870350.0,,,,,,,,,,,,,
10060,OCI,에너지_화학,2017,Q1,"1,145,720,164,000","3,779,636,399,000","4,925,356,563,000","739,781,525,000","988,338,071,000","1,728,119,596,000","2,244,253,363,000","3,197,236,967,000",579551294000.0,53135684000.0,44185379000.0,31293578000.0,31293578000.0,"127,246,855,000",,,,,,,,,,,,
10950,S-Oil,에너지_화학,2017,Q1,"8,767,756,000,000","6,211,203,000,000","14,978,959,000,000","5,698,095,000,000","3,161,958,000,000","8,860,053,000,000","4,472,723,000,000","6,118,906,000,000",5200155000000.0,333453000000.0,524414000000.0,397309000000.0,397309000000.0,"291,512,000,000",,,,,,,,,,,,
11170,롯데케미칼,에너지_화학,2017,Q1,"4,430,642,160,500","10,351,390,036,831","14,782,032,197,331","2,795,794,436,823","2,693,803,900,869","5,489,598,337,692","8,138,843,380,181","9,292,433,859,639",2658195534306.0,697479719938.0,738390681555.0,543764061287.0,543764061287.0,"171,377,095,000",,,,,,,,,,,,
11780,금호석유,에너지_화학,2017,Q1,"1,120,252,195,145","2,459,105,526,223","3,579,357,721,368","1,853,993,873,982","430,604,681,512","2,284,598,555,494","845,821,885,611","1,294,759,165,874",1109646247307.0,50625636261.0,65761926195.0,52039717180.0,52039717180.0,,,,,,,,,,,,,
11790,SKC,에너지_화학,2017,Q1,"434,284,935,986","2,306,903,902,318","2,741,188,838,304","413,911,898,444","806,560,057,292","1,220,471,955,736","1,226,390,589,530","1,520,716,882,568",360524980881.0,32135859887.0,31831902233.0,24220952184.0,24220952184.0,"187,672,775,000",,,,,,,,,,,,
14680,한솔케미칼,에너지_화학,2017,Q1,"155,831,391,119","375,678,126,744","531,509,517,863","163,057,883,325","95,861,005,267","258,918,888,592","184,376,634,372","272,590,629,271",87593005503.0,18531791596.0,20284598802.0,16024833054.0,16024833054.0,,,,,,,,,,,,,
14820,동원시스템즈,에너지_화학,2017,Q1,"130,511,614,223","534,032,330,204","664,543,944,427","334,828,608,256","41,706,268,629","376,534,876,885","80,361,026,226","288,009,067,542",102645543973.0,9000881464.0,25956289397.0,20443799608.0,20443799608.0,"121,724,560,000",,,,,,,,,,,,
14830,유니드,에너지_화학,2017,Q1,"279,451,406,674","537,851,738,650","817,303,145,324","180,136,889,591","78,418,325,951","258,555,215,542","488,301,705,617","558,747,929,782",126257002905.0,9819575446.0,11453868758.0,8402667658.0,8402667658.0,"44,449,215,000",,,,,,,,,,,,
25860,남해화학,에너지_화학,2017,Q1,"319,668,845,224","213,410,441,751","533,079,286,975","126,880,205,359","2,384,044,383","129,264,249,742","316,598,335,308","403,815,037,233",289367316149.0,9695295940.0,11279935876.0,8331036771.0,8331036771.0,,,,,,,,,,,,,
51910,LG화학,에너지_화학,2017,Q1,"7,032,828,000,000","11,454,948,000,000","18,487,776,000,000","3,748,675,000,000","425,111,000,000","4,173,786,000,000","11,992,867,000,000","14,313,990,000,000",5187315000000.0,591596000000.0,513369000000.0,412130000000.0,412130000000.0,,,,,,,,,,,,,
