code,name,sector,year,quarter,disclosure_date,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),자본금,총포괄손익,파생상품자산,파생상품관련손익,파생상품부채,영업비용,이자수익,당기손익-공정가치측정금융자산,기타포괄손익-공정가치측정금융자산,차입부채,이자비용,상각후원가측정금융자산,금융상품관련순손익
210,대림산업,건설,2022,Q3,2022-11-14,"273,725,662,111","3,447,073,590,181","3,720,799,252,292","314,221,530,082","291,041,620,600","605,263,150,682","5,663,313,507,894","3,115,536,101,610",5703959478.0,193369315.0,-600014300.0,-632676816.0,-632676816.0,"138,709,995,000",,,,,,,,,,,,
720,현대건설,건설,2022,Q3,2022-11-14,"9,732,653,000,000","4,327,298,000,000","14,059,951,000,000","5,375,865,000,000","1,913,139,000,000","7,289,004,000,000","4,982,563,000,000","6,770,947,000,000",3130356000000.0,106667000000.0,244346000000.0,179372000000.0,179372000000.0,"562,052,000,000",,,,,,,,,,,,
2380,KCC,건설,2022,Q3,2022-11-14,"2,005,125,986,454","6,565,494,488,172","8,570,620,474,626","1,617,175,370,492","2,250,087,384,403","3,867,262,754,895","4,438,526,017,395","4,703,357,719,731",685954176132.0,51603133133.0,-350383823145.0,-276845359227.0,-276845359227.0,"48,084,660,000",,,,,,,,,,,,
3300,한일시멘트,건설,2022,Q3,2022-11-14,"223,327,269,540","773,768,185,958","997,095,455,498","172,350,711,604","27,728,134,738","200,078,846,342","1,755,906,893,897","797,016,609,156",3785745055.0,516774336.0,1704094261.0,911890768.0,911890768.0,"33,359,554,000",,,,,,,,,,,,
10780,아이에스동서,건설,2022,Q3,2022-11-14,"1,853,702,280,941","1,341,782,215,239","3,195,484,496,180","1,408,533,654,824","399,046,687,002","1,807,580,341,826","964,508,172,612","1,387,904,154,354",478970369887.0,80197066896.0,68903932467.0,54861599554.0,54861599554.0,"15,446,303,000",,,,,,,,,,,,
12630,현대산업,건설,2022,Q3,2022-11-14,"151,446,172,940","2,250,330,264,480","2,401,776,437,420","49,217,876,260","307,166,183,304","356,384,059,564","3,205,760,042,274","2,045,392,377,856",8022167429.0,3627167333.0,5950885441.0,3555295495.0,3555295495.0,"298,708,605,000",,,,,,,,,,,,
28050,삼성엔지니어링,건설,2022,Q3,2022-11-14,"2,985,702,536,805","1,611,594,930,119","4,597,297,466,924","2,578,612,737,001","266,852,989,690","2,845,465,726,691","621,068,349,347","1,751,831,740,233",1596559350825.0,102369251110.0,130208168594.0,98756470007.0,98756470007.0,"980,000,000,000",,,,,,,,,,,,
47040,대우건설,건설,2022,Q3,2022-11-14,"6,544,220,937,556","3,172,065,346,806","9,716,286,284,362","5,035,141,290,626","1,598,355,712,612","6,633,497,003,238","745,470,662,320","3,082,789,281,124",2305041474982.0,126009443030.0,147393534913.0,109768317457.0,109768317457.0,"2,078,113,190,000",,,,,,,,,,,,
52690,한전기술,건설,2022,Q3,2022-11-14,"333,605,433,677","434,562,117,589","768,167,551,266","221,488,073,831","19,788,611,545","241,276,685,376","529,921,983,713","526,890,865,890",108032519991.0,-1123479404.0,756796264.0,587305253.0,587305253.0,"7,644,000,000",,,,,,,,,,,,
108670,LG하우시스,건설,2022,Q3,2022-11-14,"874,913,000,000","1,251,474,000,000","2,126,387,000,000","786,401,000,000","585,631,000,000","1,372,032,000,000","93,084,000,000","754,355,000,000",772355000000.0,17330000000.0,-28250000000.0,-29951000000.0,-29951000000.0,"50,000,000,000",,,,,,,,,,,,
