video_id,published_at,view_count
9c7xywIZ6S8,2024-05-15T23:43:00Z,1309
mE0IWtb7xF8,2024-05-15T02:00:17Z,8136
UPMsRKFVtdk,2024-05-14T10:01:30Z,6449
BEweh-jLTiU,2024-05-14T09:59:59Z,12113
wnRz-ZAKr7Y,2024-05-14T09:59:17Z,2318
e_D4cAkro74,2024-05-14T09:57:56Z,4612
7ocRWBguON8,2024-05-14T07:50:55Z,1941
pz89OnqN6IQ,2024-05-14T07:36:26Z,1646
3MIGlkBaQIs,2024-05-14T03:11:38Z,1819
JopHvCZ5slM,2024-05-14T03:09:45Z,1985
0vucOqn4kbo,2024-05-14T03:09:49Z,2545
0OJMtvV9u1s,2024-05-14T01:14:00Z,8440
17ywi0fA4WY,2024-05-14T01:14:04Z,1335
FEN32fMoer4,2024-05-14T00:08:15Z,1823
MSY0FSEmlmE,2024-05-13T22:24:02Z,8189
c_eTXkjca7Y,2024-05-13T12:04:21Z,2296
ht-NomcMawA,2024-05-13T10:05:09Z,2649
vNEMs1YguEQ,2024-05-13T10:02:26Z,5272
m2_Z_WcsKLA,2024-05-13T08:22:00Z,20485
uSDewugpAh4,2024-05-13T07:54:45Z,11953
Y7i1nPIp65A,2024-05-13T05:30:22Z,4338
H0J7rwqi2Tw,2024-05-13T03:09:34Z,3268
T1n1aW9hpDk,2024-05-13T01:12:40Z,1709
YDZN-q6CpKY,2024-05-13T01:10:04Z,3166
Edm4Og6unFE,2024-05-12T22:00:06Z,10640
ih_KvJZwFYk,2024-05-11T05:59:34Z,1366
qm3-ns32nAo,2024-05-11T05:57:30Z,1718
YozByXCPzB4,2024-05-11T05:57:52Z,3464
zZje3BlQ6OQ,2024-05-11T05:57:00Z,4369
Gsb3VYL_DCE,2024-05-10T10:13:40Z,39889
nYDNrJLw6sc,2024-05-10T09:57:37Z,7630
uXwhsUX-Qfs,2024-05-10T09:54:22Z,2658
TalTMC6sHw0,2024-05-10T09:44:12Z,22554
GDScCRLYOS8,2024-05-10T07:55:19Z,7129
otnZRK0nIbg,2024-05-10T07:53:08Z,6405
YBkYJ55fNOM,2024-05-10T04:49:17Z,3873
fgp3uSqqaS8,2024-05-10T04:46:48Z,1115
xa6n0PWiNzo,2024-05-10T01:14:15Z,2155
DwferZzcRyI,2024-05-09T10:17:27Z,1108
YpbsAOzr5Mc,2024-05-09T10:16:46Z,7989
Hw8fNLSKceI,2024-05-09T10:07:33Z,2404
goDXKc7W6Yo,2024-05-09T08:01:56Z,1289
Jv1ugfONaqA,2024-05-09T07:18:25Z,4760
W2hhjBmGWAE,2024-05-09T04:41:42Z,6301
xvbDnGpZ018,2024-05-09T03:26:41Z,3482
5133UNf9IB4,2024-05-09T03:23:39Z,1882
f89P0YB-Eh4,2024-05-09T01:37:08Z,16004
nXIeJLzYJOg,2024-05-09T01:34:25Z,3008
yqVMwbgfUhE,2024-05-09T00:20:43Z,1965
7QM6J56Efpo,2024-05-08T10:22:00Z,3634
iw-mIF9QlsY,2024-05-08T10:19:56Z,1697
VPPLN8FYW7Q,2024-05-08T10:18:51Z,1873
