,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
7,Yuhan_Corporation,2022,Q4,제약,0.042936475457633724,-0.0,-0.028114435203607124,-3.643369942421395,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,-0.024780912427657897,-0.02906641957821776,-0.006191671358673156,0.08228773858083811,000100
7,Ildong_Pharmaceutical,2022,Q4,제약,0.28661898332251984,-0.0,-0.17458928553337483,-0.16327159309723105,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,-0.04955042799221565,0.03944447048453836,-0.2734405427197111,-0.1773598981077148,000230
7,Bukwang_Pharmaceutical,2022,Q4,제약,-0.030620396117816515,-0.0,-0.008893178242985522,-1.0842737442974295,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,-0.00808810442185659,-0.23547985089014012,-0.0270097802283229,0.15597902056967575,003000
7,Youngjin_Pharmaceutical,2022,Q4,제약,-0.18685809781006368,-0.0,-4.704712484286079,-0.176317468797621,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,0.10030951267043586,-0.09645237638121462,-0.08876784487345457,0.20947186289857453,003520
7,GC_Biopharma,2022,Q4,제약,-0.18060677337692105,-0.0,0.020370775757484916,1.0906167729176037,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,0.013775888711579642,0.14489118058356432,0.06668121109921155,0.014929278519111248,006280
7,Ilyang_Pharmaceutical,2022,Q4,제약,-0.11536713496655092,-0.0,0.0013280378944423576,0.2660190903315569,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,0.0020866218013601,0.17529329061523813,0.027057372768145127,0.05211754203961487,007570
7,Kwang_Dong_Pharmaceutical,2022,Q4,제약,0.03886476631933775,-0.0,-0.02004902677043252,-0.8320302410539604,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,-0.016776274594552554,0.05399568384462705,-0.03465404785307302,-0.005058681356158471,009290
7,Daewoong_Pharmaceutical,2022,Q4,제약,-0.023735554707949566,-0.0,0.020212556295869377,0.49507484644878763,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,0.02394425446884252,0.025274878366808307,-0.04711724277083906,-0.026318231441048112,069620
7,Hanmi_Pharmaceutical,2022,Q4,제약,-0.1750388520786627,-0.0,-0.07050982409424478,-0.09697970018841717,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,-0.022628206396875017,-0.06350079246393148,0.053331028165724215,0.29949508154832144,128940
7,Dong-A_ST,2022,Q4,제약,-0.05716626578442087,-0.0,-0.008692640468141999,0.7072641649548841,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,0.007345043687304598,-0.03514054443736092,0.11555662743961481,0.2151671635349889,170900
7,Jongkundang,2022,Q4,제약,-0.027244240534929423,-0.0,-0.032868112867441734,0.621353219113872,-0.01431559495807777,0.12070563315019511,-0.11445954938682568,-0.015974260494426407,-0.02147192485806082,-0.018455460785121502,0.07707261326909892,185750
