,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
0,Yuhan_Corporation,2024,Q3,제약,0.031086916734876097,-0.0,-0.012573441226012338,-2.462311349138303,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.012991342476283974,-0.1370700136787817,0.08792101488063064,0.031086916734876097,000100
0,Ildong_Pharmaceutical,2024,Q3,제약,-0.1998470803527327,-0.0,-31.716919744434747,-4.08406829578499,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.04676135842025153,-0.0277806368911393,-0.13482593021013378,-0.1998470803527327,000230
0,Bukwang_Pharmaceutical,2024,Q3,제약,-0.2129189757775693,-0.0,-0.023083076046027662,-1.858187751138725,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.017179650430028115,-0.15721165843824125,-0.006468063986493355,-0.2129189757775693,003000
0,Youngjin_Pharmaceutical,2024,Q3,제약,-0.04474752114920632,-0.0,-0.02509342349523558,-0.09179676395675562,0.011538677997511404,0.05674568795778523,0.11983510689291532,0.004104671647504499,0.002599110066742516,-0.006263509527859368,-0.04474752114920632,003520
0,GC_Biopharma,2024,Q3,제약,-0.07918672980288738,-0.0,-0.03269597688889214,-1.5960131205661483,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.023596052573932047,-0.19597540035818928,-0.04140740921490216,-0.07918672980288738,006280
0,Ilyang_Pharmaceutical,2024,Q3,제약,-0.12375878339873098,-0.0,-0.11334299168733297,-3.1409853249567714,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.013914813953865401,-0.17624437226703038,-0.12570865921343177,-0.12375878339873098,007570
0,Kwang_Dong_Pharmaceutical,2024,Q3,제약,-0.12978820280722414,-0.0,-0.0003350794641454602,0.7094355894955218,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.005606867504630131,-0.1091199503594733,-0.107113690497876,-0.12978820280722414,009290
0,Daewoong_Pharmaceutical,2024,Q3,제약,-0.18364282268004062,-0.0,-0.048523685248212045,0.17051073451375043,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.05584316197297312,0.029503966567504203,0.006147017890743012,-0.18364282268004062,069620
0,Hanmi_Pharmaceutical,2024,Q3,제약,-0.2081708882017318,-0.0,-0.04428564684762493,0.02650235036417592,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.020075522253125033,0.017943603657391227,0.02268901616787733,-0.2081708882017318,128940
0,Dong-A_ST,2024,Q3,제약,-0.17593145349592937,-0.0,-0.007508408077628204,-1.7895408983196268,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.0370699597256936,-0.13861036817650874,0.05992595227819808,-0.17593145349592937,170900
0,Jongkundang,2024,Q3,제약,-0.13563936470861307,-0.0,-0.03413176623655456,0.1106219187630616,0.011538677997511404,0.05674568795778523,0.11983510689291532,-0.023525199411596587,-0.060982761330089286,0.043849283487954804,-0.13563936470861307,185750
