,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
16,Yuhan_Corporation,2020,Q3,제약,-0.114510992504957,-0.0,-0.01197353040624094,0.38878380150929204,0.026207921096291442,-0.464159945473134,0.01328671328671327,-0.027596931753624876,-0.019507058170058933,0.13479035247740045,0.1609598366697684,000100
16,Ildong_Pharmaceutical,2020,Q3,제약,-0.0486206510452957,-0.0,-0.013065887467869297,-0.5022216105307049,0.026207921096291442,-0.464159945473134,0.01328671328671327,-0.003033903352211764,0.050816988661451123,0.0026354186920710676,-0.08641149389845251,000230
16,Bukwang_Pharmaceutical,2020,Q3,제약,0.12074162433178215,-0.0,0.011228377208725049,0.7357813568284985,0.026207921096291442,-0.464159945473134,0.01328671328671327,0.011652479810815186,0.03499058552274503,0.4669312022996368,-0.2550501603093831,003000
16,Youngjin_Pharmaceutical,2020,Q3,제약,-0.062320236493360465,-0.0,0.017345914922574535,1.3991234404114095,0.026207921096291442,-0.464159945473134,0.01328671328671327,0.0023972213167412493,0.01664528275335664,0.019148813836374234,0.37362533851407054,003520
16,GC_Biopharma,2020,Q3,제약,-0.17156900907885317,-0.0,-0.08313927461980875,-3.939637902842498,0.026207921096291442,-0.464159945473134,0.01328671328671327,-0.055912314746764835,-0.1731160812991277,0.0005933579292894953,0.38856402301797244,006280
16,Ilyang_Pharmaceutical,2020,Q3,제약,0.40821956269660625,-0.0,-0.3202193163571443,-0.752836716109619,0.026207921096291442,-0.464159945473134,0.01328671328671327,-0.006970355037081877,-0.5550613871610706,-0.057403243552584415,0.13868495489561533,007570
16,Kwang_Dong_Pharmaceutical,2020,Q3,제약,0.0332305166549286,-0.0,-0.023299056438692345,0.02846759558939338,0.026207921096291442,-0.464159945473134,0.01328671328671327,-0.03285021534126442,-0.004693343084041457,0.014320683367876286,0.285682076102723,009290
16,Daewoong_Pharmaceutical,2020,Q3,제약,0.35391713997313085,-0.0,-0.007895172306926268,2.479462006847103,0.026207921096291442,-0.464159945473134,0.01328671328671327,-0.006545247598717774,-0.10164448651459113,-0.1519869374532965,-0.2695119163878903,069620
16,Hanmi_Pharmaceutical,2020,Q3,제약,-0.26993176310643907,-0.0,0.1849622453256875,2.6615531162141037,0.026207921096291442,-0.464159945473134,0.01328671328671327,0.05186402813252278,-0.046033440329379394,-0.0016048101478993715,0.023296045833575307,128940
16,Dong-A_ST,2020,Q3,제약,-0.11618127112306145,-0.0,-0.021144022025522125,1.715835757931496,0.026207921096291442,-0.464159945473134,0.01328671328671327,0.0039931632404447415,-0.30427232822121364,0.0023785844112576005,-0.029946274471157663,170900
16,Jongkundang,2020,Q3,제약,0.09443774126180216,-0.0,-0.1590660720364223,-0.3376849553297374,0.026207921096291442,-0.464159945473134,0.01328671328671327,-0.07006345697907412,-0.141407931227989,-0.11648100232036107,0.41609483683748194,185750
