,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
14,Yuhan_Corporation,2021,Q1,제약,-0.036603733674933026,-0.0,-0.000984028613457033,0.7098335306931465,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,-0.008900056699730818,0.19395761569844483,-0.24716807792697426,-0.2333335103611806,000100
14,Ildong_Pharmaceutical,2021,Q1,제약,0.23848673988851743,-0.0,0.016148757339399578,-0.3544080591735881,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,0.001949770385688221,-0.04904079596084321,-0.017734095253999937,-0.03689741006068809,000230
14,Bukwang_Pharmaceutical,2021,Q1,제약,-0.19312211219701458,-0.0,0.035018076050506886,1.1042870319779952,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,0.023977999116596593,0.26202700991228967,-0.011256980760250945,-0.23750106974753965,003000
14,Youngjin_Pharmaceutical,2021,Q1,제약,-0.29776639804660526,-0.0,0.14265645225836088,0.3271861317460989,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,0.015473363006904939,0.13941136982007807,-0.07860730184788611,-0.30283832593147775,003520
14,GC_Biopharma,2021,Q1,제약,0.5675254954397587,-0.0,0.0039049224077422062,1.0307929825692117,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,9.165856059700772e-06,0.3721241919956848,-0.016820541694242408,-0.209276708369034,006280
14,Ilyang_Pharmaceutical,2021,Q1,제약,-0.4284782404445421,-0.0,-0.06906575727118014,-3.119900624961722,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,-0.0012895373884878047,0.05820071653528491,-0.11237508902068938,-0.5670795408120788,007570
14,Kwang_Dong_Pharmaceutical,2021,Q1,제약,-0.213405418311128,-0.0,-0.003927038740463518,0.0869713923689498,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,-0.0035036031421942226,0.0075400592821928125,-0.00580410244675833,-0.22947368421052639,009290
14,Daewoong_Pharmaceutical,2021,Q1,제약,0.27769011524639575,-0.0,0.06313969921044427,-1.219002326811907,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,0.008866289897301538,-0.0008074260488748486,-0.09981428273449389,-0.3113339570505429,069620
14,Hanmi_Pharmaceutical,2021,Q1,제약,0.0977661064338195,-0.0,-0.0011302641680199788,0.5661843796702559,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,0.008732047781557895,0.05344688302424361,-0.030807012276288015,-0.16128392878684106,128940
14,Dong-A_ST,2021,Q1,제약,-0.31862385961609946,-0.0,0.04329258435683081,1.0527371934040741,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,0.014409540149202482,-0.0989212797551906,-0.050271451515031984,-0.12510214311148607,170900
14,Jongkundang,2021,Q1,제약,0.15618979649415798,-0.0,-0.009341011740545246,-0.42692606375763,0.003980375432345529,-0.3732219462632649,-0.17195325542571194,0.006887288856479268,0.07816686478499135,0.0131719155374187,-0.4668651521271793,185750
