,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
6,Yuhan_Corporation,2023,Q1,제약,0.08228773858083811,-0.0,-0.0035888299430921755,0.0651426491128384,0.06294645789640896,0.08337411073888668,0.12061758935426237,0.001898113080021635,0.011541991898865178,-0.06037432295580314,-0.22250029516563236,000100
6,Ildong_Pharmaceutical,2023,Q1,제약,-0.1773598981077148,-0.0,0.030343114892525835,-0.4799934821093146,0.06294645789640896,0.08337411073888668,0.12061758935426237,0.013484260799721426,-0.12912385312472785,-0.012672906936398887,-0.45372509526121557,000230
6,Bukwang_Pharmaceutical,2023,Q1,제약,0.15597902056967575,-0.0,0.00879582004061219,1.2935060535470067,0.06294645789640896,0.08337411073888668,0.12061758935426237,0.008109954564070043,0.39576314295372517,0.10007719417099126,-0.19844136502397766,003000
6,Youngjin_Pharmaceutical,2023,Q1,제약,0.20947186289857453,-0.0,-0.005611791421717305,1.1969517796446858,0.06294645789640896,0.08337411073888668,0.12061758935426237,0.0007586669862089668,0.09030724600325446,-0.03863567060755657,-0.21541759389898274,003520
6,GC_Biopharma,2023,Q1,제약,0.014929278519111248,-0.0,0.03768783753666438,-2.743704683343116,0.06294645789640896,0.08337411073888668,0.12061758935426237,0.02719993464653947,0.16374464284686574,-0.11195796101088695,-0.16382155456925002,006280
6,Ilyang_Pharmaceutical,2023,Q1,제약,0.05211754203961487,-0.0,-0.010018519139145976,0.2630721458759643,0.06294645789640896,0.08337411073888668,0.12061758935426237,-0.002955706313037876,0.038708648553959946,0.016586999142045977,-0.235186386292206,007570
6,Kwang_Dong_Pharmaceutical,2023,Q1,제약,-0.005058681356158471,-0.0,-0.022290326806001737,-0.31785822590922486,0.06294645789640896,0.08337411073888668,0.12061758935426237,-0.018781255637458694,0.04657625773082463,-0.11793990881068006,-0.16386051813831293,009290
6,Daewoong_Pharmaceutical,2023,Q1,제약,-0.026318231441048112,-0.0,-0.025474003921889032,-1.0237101773606212,0.06294645789640896,0.08337411073888668,0.12061758935426237,-0.08970480219848675,0.005240508435820579,-0.042208163121446596,-0.4398926099506502,069620
6,Hanmi_Pharmaceutical,2023,Q1,제약,0.29949508154832144,-0.0,-0.09531272730338247,-0.22070172382322562,0.06294645789640896,0.08337411073888668,0.12061758935426237,-0.027377627400015703,0.05987511794494649,0.0018491743535981042,-0.24895597334117248,128940
6,Dong-A_ST,2023,Q1,제약,0.2151671635349889,-0.0,-0.015252583180302315,-0.6103519290321331,0.06294645789640896,0.08337411073888668,0.12061758935426237,-0.001782645059098753,0.17525323376812996,-0.04703348027841314,-0.19812416082358977,170900
6,Jongkundang,2023,Q1,제약,0.07707261326909892,-0.0,-0.061588425778558165,-1.0018480307925626,0.06294645789640896,0.08337411073888668,0.12061758935426237,-0.03030854346089229,0.07387534732101986,-0.049000686932415105,-0.16788934553549983,185750
