,name,year,quarter,sector,Relative Return,발행할 주식 총수 변화율,이익잉여금 변화율,영업이익 변화율,환율 변화율,국제유가 변화율,금리 변화율,자본총계 변화율,매출액 변화율,부채총계 변화율,Label,Code
4,Yuhan_Corporation,2023,Q3,제약,0.15508310796901675,-0.0,-0.0061756230885789964,0.7177510711753748,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,-0.004898653854523927,0.02736884078865731,-0.16010245061413708,0.27234032762498045,000100
4,Ildong_Pharmaceutical,2023,Q3,제약,-0.3613270855250943,-0.0,-0.5018516939824702,2.2025266062735467,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,-0.11008939861201239,0.10534585010229747,-0.012520791496020367,0.4405113520605537,000230
4,Bukwang_Pharmaceutical,2023,Q3,제약,-0.15057099938277224,-0.0,0.03943998183955866,5.137411885878912,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,0.03636687380185977,0.5347164361466141,-0.25019866495907284,-0.09406872470399816,003000
4,Youngjin_Pharmaceutical,2023,Q3,제약,-0.20440515719744928,-0.0,-0.06092094112649704,1.9196056949612004,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,0.009564749535540207,-0.04097422228856895,-0.0845609522018258,-0.030884582021947528,003520
4,GC_Biopharma,2023,Q3,제약,-0.10006781863876812,-0.0,-0.023502139555587442,-0.7514973235030871,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,-0.01672932092434909,-0.03145678764079873,-0.0986320224866879,-0.014960120010528995,006280
4,Ilyang_Pharmaceutical,2023,Q3,제약,-0.02363887741537458,-0.0,-0.13410951471684607,-5.089696120697815,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,-0.018660270571208448,-0.24893987316176802,-0.11792154349727313,-0.1433747108481324,007570
4,Kwang_Dong_Pharmaceutical,2023,Q3,제약,0.1579342781112693,-0.0,-0.019792130568740296,0.06856273187673123,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,-0.016028640916087245,-0.08563870661751238,-0.04866056769396865,-0.06274161387897939,009290
4,Daewoong_Pharmaceutical,2023,Q3,제약,-0.1311721709951798,-0.0,-0.03375488182752617,0.05503477877119489,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,-0.017262669117095175,0.01315159395098664,-0.045105232618847024,0.22345312876906862,069620
4,Hanmi_Pharmaceutical,2023,Q3,제약,0.16173933334692475,-0.0,-0.1131951328549361,-1.6026099963646776,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,-0.029088629170787028,-0.07429583883839208,0.011085534182932899,0.013767230821734002,128940
4,Dong-A_ST,2023,Q3,제약,-0.0038886889279930864,-0.0,-0.05568885977654081,-0.493870286335663,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,-0.014162097340919555,0.02531758490814784,-0.0018152932138073563,0.07609073284435133,170900
4,Jongkundang,2023,Q3,제약,0.010952298730831589,-0.0,-0.10271218985010555,-0.2230806215419563,0.0021566395604083466,-0.106533304958502,-0.11207897793263655,-0.0630773560088107,-0.01115272621252772,-0.08524300391618223,0.18237232567940462,185750
