Year,Quarter,sj_div,account_nm,thstrm_dt,thstrm_amount
2015,Q4,BS,유동자산,2015.12.31 현재,"1,051,091,841,778"
2015,Q4,BS,비유동자산,2015.12.31 현재,"2,271,500,140,920"
2015,Q4,BS,자산총계,2015.12.31 현재,"3,322,591,982,698"
2015,Q4,BS,유동부채,2015.12.31 현재,"1,336,453,919,737"
2015,Q4,BS,비유동부채,2015.12.31 현재,"620,606,298,330"
2015,Q4,BS,부채총계,2015.12.31 현재,"1,957,060,218,067"
2015,Q4,BS,이익잉여금,2015.12.31 현재,"368,354,359,179"
2015,Q4,BS,자본총계,2015.12.31 현재,"1,365,531,764,631"
2015,Q4,IS,매출액,2015.01.01 ~ 2015.12.31,2396367412676
2015,Q4,IS,영업이익,2015.01.01 ~ 2015.12.31,39128626793
2015,Q4,IS,법인세차감전 순이익,2015.01.01 ~ 2015.12.31,-52876690404
2015,Q4,IS,당기순이익,2015.01.01 ~ 2015.12.31,-46286978988
2015,Q4,IS,당기순이익(손실),2015.01.01 ~ 2015.12.31,-46286978988
