접수번호,법인구분,회사코드,회사명,주식종류,이름,관계,기초 소유 주식 수,기초 소유주식 지분율,기말 소유주식 수,기말 소유주식 지분율,비고,결제일시,연도,분기
20160330000651,Y,00134510,SJG세종,보통주,박정길,변경전 최대주주,"5,045,092",25.15,0,0.00,-,2015-12-31,2015,Q4
20160330000651,Y,00134510,SJG세종,보통주,서혜숙,특수관계인,"2,345,620",11.70,"15,000",0.08,-,2015-12-31,2015,Q4
20160330000651,Y,00134510,SJG세종,보통주,박정규,특수관계인,"1,403,810",7.00,"1,775,443",8.85,-,2015-12-31,2015,Q4
20160330000651,Y,00134510,SJG세종,보통주,(주)에스제이원,변경후 최대주주,0,0.00,"9,024,522",45.00,-,2015-12-31,2015,Q4
20160330000651,Y,00134510,SJG세종,보통주,박세종,특수관계인,"2,605,264",12.99,"599,821",2.99,-,2015-12-31,2015,Q4
20160330000651,Y,00134510,SJG세종,보통주,계,,"11,399,786",56.84,"11,414,786",56.92,-,2015-12-31,2015,Q4
20160330000651,Y,00134510,SJG세종,기 타,계,,-,-,-,-,-,2015-12-31,2015,Q4
20170331002380,Y,00134510,SJG세종,보통주,서혜숙,특수관계인,"15,000",0.07,"15,000",0.07,-,2016-12-31,2016,Q4
20170331002380,Y,00134510,SJG세종,보통주,박정규,특수관계인,"1,775,443",8.85,"1,475,443",7.36,-,2016-12-31,2016,Q4
20170331002380,Y,00134510,SJG세종,보통주,(주)에스제이원,최대주주,"9,024,522",45.00,"9,024,522",45.00,-,2016-12-31,2016,Q4
20170331002380,Y,00134510,SJG세종,보통주,박세종,특수관계인,"599,821",2.99,"599,821",2.99,-,2016-12-31,2016,Q4
20170331002380,Y,00134510,SJG세종,보통주,(주)세정,특수관계인,0,0.00,"330,000",1.65,-,2016-12-31,2016,Q4
20170331002380,Y,00134510,SJG세종,보통주,계,,"11,414,786",56.92,"11,444,786",57.07,-,2016-12-31,2016,Q4
20170331002380,Y,00134510,SJG세종,기 타,계,,-,-,-,-,-,2016-12-31,2016,Q4
20180330003203,Y,00134510,SJG세종,보통주,서혜숙,특수관계인,"15,000",0.07,"15,000",0.07,-,2017-12-31,2017,Q4
20180330003203,Y,00134510,SJG세종,보통주,박정규,특수관계인,"1,475,443",7.36,"1,305,443",6.51,-,2017-12-31,2017,Q4
20180330003203,Y,00134510,SJG세종,보통주,(주)에스제이원,최대주주,"9,024,522",45.00,"9,024,522",45.00,-,2017-12-31,2017,Q4
20180330003203,Y,00134510,SJG세종,보통주,박세종,특수관계인,"599,821",2.99,"599,821",2.99,-,2017-12-31,2017,Q4
20180330003203,Y,00134510,SJG세종,보통주,(주)세정,특수관계인,"330,000",1.65,"297,416",1.48,-,2017-12-31,2017,Q4
