접수번호,법인구분,회사코드,회사명,주식종류,이름,관계,기초 소유 주식 수,기초 소유주식 지분율,기말 소유주식 수,기말 소유주식 지분율,비고,결제일시,연도,분기
20160330003061,Y,00115977,아이에스동서,보통주,아이에스지주(주),최대주주,"14,043,443",55.00,"14,043,443",51.50,-,2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,보통주,권혁운,특수관계인,"2,449,512",9.60,"2,449,512",8.98,-,2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,보통주,배한선,특수관계인,"337,314",1.32,"337,314",1.24,-,2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,보통주,계,,"16,830,269",65.92,"16,830,269",61.72,-,2015-12-31,2015,Q4
20160330003061,Y,00115977,아이에스동서,우선주,계,,-,-,-,-,-,2015-12-31,2015,Q4
20170331004511,Y,00115977,아이에스동서,보통주,아이에스지주(주),최대주주,"14,043,443",51.50,"13,743,443",44.74,-,2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,보통주,(재)문암장학문화재단,특수관계인,0,0.00,"300,000",0.98,-,2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,보통주,권혁운,특수관계인,"2,449,512",8.98,"2,449,512",7.97,-,2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,보통주,배한선,특수관계인,"337,314",1.24,"337,314",1.10,-,2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,보통주,김갑진,특수관계인,0,0.00,"2,107",0.01,-,2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,보통주,계,,"16,830,269",61.72,"16,832,376",54.80,-,2016-12-31,2016,Q4
20170331004511,Y,00115977,아이에스동서,우선주,계,,-,-,-,-,-,2016-12-31,2016,Q4
20180402004893,Y,00115977,아이에스동서,보통주,아이에스지주(주),최대주주,"13,743,443",44.74,"13,743,443",44.58,-,2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,보통주,(재)문암장학문화재단,특수관계인,"300,000",0.98,"300,000",0.97,-,2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,보통주,권혁운,특수관계인,"2,449,512",7.97,"2,449,512",7.95,-,2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,보통주,배한선,특수관계인,"337,314",1.10,"337,314",1.09,-,2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,보통주,김갑진,특수관계인,"2,107",0.01,"2,107",0.01,-,2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,보통주,계,,"16,832,376",54.80,"16,832,376",54.60,-,2017-12-31,2017,Q4
20180402004893,Y,00115977,아이에스동서,우선주,계,,-,-,-,-,-,2017-12-31,2017,Q4
20190401004757,Y,00115977,아이에스동서,보통주,아이에스지주(주),최대주주,"13,743,443",44.58,"13,743,443",44.54,-,2018-12-31,2018,Q4
20190401004757,Y,00115977,아이에스동서,보통주,(재)문암장학문화재단,특수관계인,"300,000",0.97,"300,000",0.97,-,2018-12-31,2018,Q4
20190401004757,Y,00115977,아이에스동서,보통주,권혁운,특수관계인,"2,449,512",7.95,"2,449,512",7.94,-,2018-12-31,2018,Q4
20190401004757,Y,00115977,아이에스동서,보통주,배한선,특수관계인,"337,314",1.09,"337,314",1.09,-,2018-12-31,2018,Q4
