,name,year,quarter,sector,Relative Return,부채총계 변화율,영업이익 변화율,유동부채 변화율,비유동부채 변화율,이익잉여금 변화율,Label,Code
31,SK하이닉스,2017,Q1,정보기술,0.03107106492552158,0.07220381868125259,0.5943876001081618,0.14193293089696102,-0.0045008504976972175,0.09016022134274859,0.09630594026553092,000660
31,한화,2017,Q1,에너지_화학,0.12772515656239566,-0.028472411054164093,0.14490646124823137,-0.007729360926911455,-0.07411156914108163,0.013435380816118503,0.1553771826005469,000880
31,한국쉘석유,2017,Q1,에너지_화학,-0.03216306978102413,0.9184393629963068,-0.20673713538848126,0.9119434834229525,2.486834961357773,-0.1793857554883146,-0.023805395407978984,002960
31,태광산업,2017,Q1,에너지_화학,-0.0351402475865889,0.07398170887622135,-0.18952217780645475,0.10062362471855146,0.011997570252182843,0.015496854646565916,0.30673286741334826,003240
31,LG,2017,Q1,정보기술,-0.03586645834080273,1.0277701664670622,6.583593373683218,2.6297086156466363,-0.11224468286924816,0.07493718389750992,0.0728345059379617,003550
31,삼성정밀화학,2017,Q1,에너지_화학,-0.009892564620785131,0.04192733548661698,0.2809108100336717,0.08268375343542522,0.003939114722949499,0.02765793759449031,0.0636927617496209,004000
31,한솔테크닉스,2017,Q1,정보기술,-0.12902590442213896,0.007787541048280389,1.2901101360149685,-0.033003639517667493,0.21712219248323472,-1.052990081008598,-0.04798884739643876,004710
31,효성,2017,Q1,에너지_화학,0.027071761417381997,0.014425375521672779,-0.1749833504828503,0.06709555822964908,-0.09575357229866033,0.030374043137052054,0.15547593611276173,004800
31,삼성전자,2017,Q1,정보기술,0.038136403063849696,-0.02095353425364377,0.10116890658428868,-0.003764013991967796,-0.20514799179264642,0.007271279858791724,-0.035921684273371696,005930
31,SK케미칼,2017,Q1,에너지_화학,-0.08134640017200577,-0.045907037668394435,3.1316778122340914,-0.017431976191935483,-0.07183463109655641,0.042817111136041364,0.0452820539171333,006120
31,삼성SDI,2017,Q1,정보기술,0.05118822344474085,-0.01730463185586595,0.517725681988449,0.01146728713410372,-0.06233195239016498,-0.02351138877363146,0.08697602830662833,006400
31,대한유화,2017,Q1,에너지_화학,-0.06824642923237728,0.05752690908222302,0.10415939756955628,0.10017846100876437,-0.04235911299177364,0.054633895332561355,0.03923803748690367,006650
31,국도화학,2017,Q1,에너지_화학,-0.0617879386622324,0.16656922578794742,0.32672539106460996,0.27913544945580293,-0.028487130893446122,-0.006320525563557111,0.10416390212727641,007690
31,대덕전자,2017,Q1,정보기술,-0.05961333565303157,0.1482636642661055,0.003663648726007107,0.13819008498166685,0.35788011069241366,-0.6329784135270975,0.1969895920239354,008060
31,삼성전기,2017,Q1,정보기술,0.060985497586756844,0.20503203799154512,-0.9265203265556886,0.286217497803547,-0.0005329024928105719,0.057437715497555386,0.15996759832559693,009150
31,한화케미칼,2017,Q1,에너지_화학,-0.013991212052244816,-0.008574206474724733,0.5225116067646722,0.02259651247324901,-0.03262889239154254,0.08108832170399083,0.16959835652788624,009830
31,OCI,2017,Q1,에너지_화학,-0.08296160224460156,-0.13069015952092333,0.17750486087073303,-0.2879464422250143,0.04147351877648142,0.00964460023921232,0.0574515231408823,010060
31,S-Oil,2017,Q1,에너지_화학,0.002789895297855692,0.17112367322461153,-0.0939171122994652,0.17905094395959598,0.15710402510678279,-0.056209944993868,0.08028063620310674,010950
31,LG이노텍,2017,Q1,정보기술,-0.1041065943186858,-0.1296343482252602,-0.5346519552631951,-0.3453706538277743,0.31749722678521586,0.13521310414847543,0.20028424044636273,011070
31,롯데케미칼,2017,Q1,에너지_화학,-0.09312645875831035,0.07638230392860978,0.29270033243736426,0.13003927672924487,0.025829297800463946,0.0527820021954859,0.03638178402692498,011170
31,금호석유,2017,Q1,에너지_화학,-0.09685171376267539,0.041883804110072864,1.2024783286459861,0.0042187636926096506,0.24253859913128228,0.036864562615012364,-0.05473734768954864,011780
31,SKC,2017,Q1,에너지_화학,-0.10028947875690922,0.058713233907931484,0.43765533049519,0.05284947647319527,0.06174783980300691,-0.0024503515096414574,0.2452603756268108,011790
31,한솔케미칼,2017,Q1,에너지_화학,0.04929746653186285,0.37529112203523973,0.8205875102986662,0.14159632953646284,1.1100089808557296,0.027374119071937875,-0.13533654952092145,014680
31,동원시스템즈,2017,Q1,에너지_화학,-0.12763039513733537,-0.03258319031753498,0.8088028560011935,-0.017551636387609593,-0.13841440841552055,0.21728288168333276,-0.10020757514207346,014820
31,유니드,2017,Q1,에너지_화학,0.023277379669456803,0.046959632565586995,-0.16132649502913166,0.07463583846259492,-0.011519183428346902,-0.0030457724962659194,0.00848674192526526,014830
31,삼성에스디에스,2017,Q1,정보기술,0.04735730161784516,-0.07284736500158606,0.06567944743165777,-0.07941962751916398,0.007435259547843298,0.003245916326969578,0.16750537547571698,018260
31,일진머티리얼즈,2017,Q1,정보기술,0.14253772175128712,-0.0672414790810717,1.4533239038189532,-0.14859512894876348,0.06467435275080913,0.19051711789141956,0.7568403036741871,020150
31,남해화학,2017,Q1,에너지_화학,0.10547295841413486,-0.022772589621064876,-2.036816903832023,-0.012254856829294614,-0.3762529408760039,0.019886754283985564,-0.1348697119444019,025860
31,신도리코,2017,Q1,정보기술,0.014488387760167247,0.28606338833362277,4.580888738513688,0.33424583872428415,0.06617081789954549,-0.015470639579250989,0.07555076496661861,029530
31,LG디스플레이,2017,Q1,정보기술,-0.09875277484784531,-0.0591223854982974,0.03871660827676804,-0.061814238326103554,-0.054233820519447584,0.04046512280581882,0.016931343947018694,034220
31,SK,2017,Q1,정보기술,-0.01376161223983275,0.038317257947854344,13.504413955660315,0.03990276125936032,0.03786461554883158,0.05299863306485131,0.06368776918853691,034730
31,한미반도체,2017,Q1,정보기술,0.12138398787809404,-0.0074214994642384235,0.20613961182911944,-0.037801939866488055,0.03371835415349822,-0.044777531672532955,-0.05422343559557907,042700
31,LG화학,2017,Q1,에너지_화학,-0.10419961035131921,0.26495114656092333,0.4592967898213607,0.194316041064585,1.6437251243781095,0.00322368547630858,0.19258765328568772,051910
31,LG전자,2017,Q1,정보기술,0.13136100855079683,0.029327243264029912,-1.6398372933884298,0.10946800787546307,-0.08656803507360333,0.04794795419959663,-0.11669096039191877,066570
31,휴켐스,2017,Q1,에너지_화학,-0.004768996206077472,0.12152039918927993,0.6444378732065819,-0.25330811314963486,0.6569529764153199,0.03652898260436954,-0.03989788818198102,069260
31,GS,2017,Q1,에너지_화학,0.00961403319906571,0.1558784728805367,-0.8815260674331139,0.4398557128007885,-0.010596756416312414,0.058093203454122166,0.15696626809613234,078930
31,휴비스,2017,Q1,에너지_화학,-0.06413412879612414,0.06634523256583491,463.75145961844237,0.08379584367322468,0.015237584576649699,-0.038689237314474156,0.04440642236662876,079980
31,후성,2017,Q1,에너지_화학,-0.01482954434294586,0.005893277490834681,0.3966872311758114,0.009183575287198709,0.003587303674329023,0.23604585717981874,0.3119915010323048,093370
31,SK이노베이션,2017,Q1,에너지_화학,-0.021575196265928485,0.3913640669094727,-12.502408618934815,2.554949056871713,-0.003694762049339495,-0.007596508560119508,-0.028323131633851178,096770
31,코오롱인더,2017,Q1,에너지_화학,-0.034621769607500845,0.031565278750195214,-0.09272224452187527,0.10644934756687796,-0.11362830637787535,-0.004387821366869771,-0.07299427959474722,120110
