,name,year,quarter,sector,Relative Return,부채총계 변화율,영업이익 변화율,유동부채 변화율,비유동부채 변화율,이익잉여금 변화율,Label,Code
2,SK하이닉스,2024,Q2,정보기술,0.0056832299734496106,0.0017396777168101618,0.7073417738972172,0.07784301434386709,-0.05209893716712133,0.07474399103729734,0.08992808521243906,000660
2,한화,2024,Q2,에너지_화학,0.14654641411019148,0.05503597697567164,-1.118314168735572,0.15212711753762553,-0.06445141484056305,-0.02161412988362743,0.06275613215673034,000880
2,한국쉘석유,2024,Q2,에너지_화학,0.22873722460745433,-0.3876451531782634,0.045009840675567014,-0.40011294466203307,0.010272694607664778,0.1149495836272858,0.12008604781721018,002960
2,태광산업,2024,Q2,에너지_화학,-0.0866324514371064,0.05960517182970704,-412.49299605437415,0.09138082610804887,0.01813628933649669,0.007260880714557105,0.19670176248602217,003240
2,LG,2024,Q2,정보기술,0.014990612373758504,-0.5550322730564536,-0.888717913992103,-0.7066791509748409,0.11576744954330498,0.0056100959501161896,0.049045669220156504,003550
2,삼성정밀화학,2024,Q2,에너지_화학,0.001697904255601096,-0.09593065737790829,0.3572604808734716,-0.14730200425378448,0.03455895050318869,0.01261022241204346,-0.03877385162564892,004000
2,한솔테크닉스,2024,Q2,정보기술,-0.09422747279971624,0.047554404774661,-2.1780493923527384,0.09111552057253491,-0.10493122561335444,0.029280916510241672,-0.08271489411237727,004710
2,효성,2024,Q2,에너지_화학,-0.0556806790551181,1.601445214310433,0.07025528214476062,4.2103199796756305,-0.024931968163332985,-0.004039420110977354,0.28848431621547854,004800
2,삼성전자,2024,Q2,정보기술,0.0027033693163534683,0.010267946240007042,2.597968994410625,0.010250337351344063,0.010296754075380221,0.020445803106107885,-0.22919748518725305,005930
2,SK케미칼,2024,Q2,에너지_화학,-0.16396234951086583,-0.004167231370321711,-1.0924464087895132,0.19145039027072408,-0.22772481266049138,-0.006287468789559214,0.12280287122368874,006120
2,삼성SDI,2024,Q2,정보기술,-0.2315671435127912,0.22705920896191767,12.782900410986896,0.22726250851357377,0.22620390163368942,0.032196615014541186,-0.08946737351994968,006400
2,대한유화,2024,Q2,에너지_화학,-0.24574289342284705,0.7093103070158779,-0.5117901081228046,0.6641660821593163,2.5056067746275765,-0.0026057374400801914,-0.00892081771309286,006650
2,국도화학,2024,Q2,에너지_화학,-0.07591624120182862,0.01796980786394231,2.077578214023198,0.006587855555163502,0.08530854095804119,0.014309665388153814,-0.014387877679587185,007690
2,대덕전자,2024,Q2,정보기술,0.01728136942842861,-0.8730686538077946,-0.9715934297206628,-0.9093278601759632,9.501946002759691,0.28149152182402637,0.15248247586581212,008060
2,삼성전기,2024,Q2,정보기술,-0.027343267338761988,0.07222318056022226,-0.15755112878023425,0.03333735052178333,0.2648236928207306,0.7863698974943563,-0.14076218433053553,009150
