,name,year,quarter,sector,Relative Return,이익잉여금 변화율,국제유가 변화율,자본총계 변화율,유동자산 변화율,유동부채 변화율,금리 변화율,Label,Code
12,현대중공업,2021,Q4,중공업,0.014377788943521305,0.005689043066832822,0.08325393584683072,0.006688185701282601,0.1650051468692133,0.09650291626354712,0.16812521036687933,0.008843350200946575,009540
12,삼성중공업,2021,Q4,중공업,0.09813076558043005,0.18977874791849114,0.08325393584683072,0.39404541903559376,-0.06937410482708262,-0.06507019746087339,0.16812521036687933,-0.0025711368719416004,010140
12,현대미포조선,2021,Q4,중공업,0.19278336169893925,-0.052396831657613996,0.08325393584683072,-0.03851094725526161,-0.0351694640501673,0.03860946404406862,0.16812521036687933,0.025992331980153435,010620
12,한화테크윈,2021,Q4,중공업,0.3251562160011686,-0.009297279934632474,0.08325393584683072,-0.006314411624038785,-0.04962911930027014,-0.03760418206049221,0.16812521036687933,0.08882872308456666,012450
12,SK텔레콤,2021,Q4,커뮤니케이션서비스,0.0,0.005602681422332445,0.08325393584683072,-0.3832225450904193,-0.037495877766419605,0.14865886920177762,0.16812521036687933,0.08773444544634806,017670
12,현대엘리베이,2021,Q4,중공업,-0.12345843558989766,0.27857787667304046,0.08325393584683072,0.06443357855823195,0.08911084289887028,0.18893708352885485,0.16812521036687933,-0.01669566052987178,017800
12,제일기획,2021,Q4,커뮤니케이션서비스,0.053170724149639484,0.0014701417902929226,0.08325393584683072,0.0026574838961159752,0.19106938571835563,0.25867686911420007,0.16812521036687933,0.15199566637072034,030000
12,KT,2021,Q4,커뮤니케이션서비스,0.14851824649369097,0.015743085163529624,0.08325393584683072,0.020132334947359665,-0.04858174961575801,0.0855747351419911,0.16812521036687933,0.1586502241113292,030200
12,LG유플러스,2021,Q4,커뮤니케이션서비스,-0.000608172588038261,0.007023817742492167,0.08325393584683072,0.002553566720076672,-0.053160538042230865,0.06932007709066901,0.16812521036687933,0.09758954439189928,032640
12,두산중공업,2021,Q4,중공업,-0.0499100355135033,-0.3666234234929642,0.08325393584683072,0.014386146605174455,-0.0396251635921786,0.053322123124864396,0.16812521036687933,-0.09355048485255146,034020
12,SBS,2021,Q4,커뮤니케이션서비스,-0.17431773481253424,0.006034988992842827,0.08325393584683072,0.0046682268721731646,0.1711393526426821,0.5431830825463297,0.16812521036687933,0.2580628085436099,034120
12,NAVER,2021,Q4,커뮤니케이션서비스,-0.14451072937758436,0.04334435386205371,0.08325393584683072,0.05117232871151778,0.3193027385955556,0.05522097366646306,0.16812521036687933,-0.0954829628050622,035420
12,엔씨소프트,2021,Q4,커뮤니케이션서비스,-0.2564782964394233,0.037293079692474196,0.08325393584683072,0.08218227034214443,-0.01212075720775363,0.36867105934100564,0.16812521036687933,-0.017878067465355606,036570
12,대우조선해양,2021,Q4,중공업,0.07025224122731291,0.5279535145491285,0.08325393584683072,-0.14292124995578803,0.08741226562346527,0.17744424230933564,0.16812521036687933,-0.026934303492610754,042660
12,두산인프라코어,2021,Q4,중공업,-0.06718842603163429,0.7698440666195963,0.08325393584683072,1.5476269662934419,0.0009573430604825628,-0.05940349682522683,0.16812521036687933,-0.050700168256299215,042670
12,현대로템,2021,Q4,중공업,-0.00797121099134522,-0.3658623865434648,0.08325393584683072,-0.07412157717517753,-0.045463363532457834,-0.005757446450601056,0.16812521036687933,-0.03253498502405815,064350
12,두산엔진,2021,Q4,중공업,0.19756654369731502,0.2561290852824276,0.08325393584683072,-0.0636900486602604,0.02823607620225843,0.07751633295076288,0.16812521036687933,0.1344756368995814,082740
12,한진중공업,2021,Q4,중공업,-0.06747440851467687,0.06415408651131282,0.08325393584683072,0.6567181342860209,0.04630297336694156,-0.002000191698203868,0.16812521036687933,0.05843379035784438,097230
