,Feature,Importance
0,F_이익잉여금 변화율,0.20963552053753137
1,M_국제유가 변화율,0.17046130166035453
2,F_자본총계 변화율,0.16662117416273745
3,F_유동자산 변화율,0.16660071975979815
4,F_유동부채 변화율,0.14860477493795213
5,M_금리 변화율,0.13807650894162635
