Variable,VIF
const,1.2111243903914244
F_유동자산 변화율,2.9769659966664452
F_비유동자산 변화율,2.165557724756335
F_자산총계 변화율,5.2447265437775386
F_유동부채 변화율,3.4396086245134456
F_비유동부채 변화율,1.7459895458722448
F_부채총계 변화율,4.982140112665374
F_이익잉여금 변화율,1.080889435253332
F_자본총계 변화율,1.1763481396297195
F_매출액 변화율,1.2521526534247347
F_영업이익 변화율,1.0559456037583512
F_법인세차감전 순이익 변화율,554.711584884868
F_당기순이익 변화율,inf
F_당기순이익(손실) 변화율,inf
M_소비자물가지수 변화율,1.4565462216180638
M_환율 변화율,31.40486774258427
M_GDP 변화율,83.89368627226716
M_금리 변화율,3.0702755016012295
M_수출액 변화율,16.771723817194367
M_실업률 변화율,5.267623609547596
M_국제유가 변화율,4.574591508836261
M_주택가격 변화율,64.34600759337454
Relative Return,1.0913898291909363
