code,name,year,quarter,sector,F_유동자산 변화율,F_비유동자산 변화율,F_자산총계 변화율,F_유동부채 변화율,F_비유동부채 변화율,F_부채총계 변화율,F_이익잉여금 변화율,F_자본총계 변화율,F_매출액 변화율,F_영업이익 변화율,F_자본금 변화율,M_소비자물가지수 변화율,M_금리 변화율,M_실업률 변화율,M_국제유가 변화율,Relative Return,Label,Code
17670,SK텔레콤,2024,Q4,커뮤니케이션서비스,-0.014036945368099518,0.0184262332817553,0.011326028359928353,-0.010951522902571953,0.0251676717880025,0.008301065309178401,0.00429460858390418,0.015111573926408717,-0.003935403931470405,-0.6075559640254711,0.0,-0.9520752146043048,-0.714848011694953,0.06225637577910437,-0.642979712359294,-0.08517500198916134,-0.08517500198916134,017670
17670,SK텔레콤,2024,Q3,커뮤니케이션서비스,0.09603882961991217,-0.021843209062394342,0.0017207472048055283,0.1516852138168132,-0.098444667776596,0.0033105841276102055,0.003216821698364347,-0.00026174687475433167,0.0036662689470372545,0.014597648834963284,0.0,-0.2377021247854798,-0.11983510689291532,-0.09523809523809512,-0.05674568795778523,0.1480776425971261,-0.08517500198916134,017670
17670,SK텔레콤,2024,Q2,커뮤니케이션서비스,-0.05995312111231943,-0.030908451536501458,-0.03685696279192707,-0.04400103086793394,-0.08012022195673063,-0.06576103585807158,0.004013371679929545,0.0017920098067087942,0.0008931595519148239,0.032051179235015326,0.0,-0.110334699467731,0.02546205269366908,-3.3306690738754696e-16,0.01979840167061564,0.08785202885842457,0.1480776425971261,017670
17670,SK텔레콤,2024,Q1,커뮤니케이션서비스,0.0970882537771236,-0.012586186300788782,0.008052830356555685,0.040981605566827284,-0.04080162847350266,-0.009877169658263352,0.00441065152752973,0.03306773904755356,-0.004871594019267955,0.7182977148526701,0.0,-0.11265192787422551,-0.12136131985833976,-0.011764705882352788,-0.008599753155233536,-0.04163653217503588,0.08785202885842457,017670
17670,SK텔레콤,2023,Q4,커뮤니케이션서비스,-0.007135186067010468,0.008460555756166777,0.005488365933755457,0.09706513798725558,-0.023120270960331646,0.019095228012829812,-0.00394816903379458,-0.012899162910763762,0.01773668097319092,-0.3761210087666509,0.0,0.10965773361610065,0.00757180156657955,0.0625,-0.03388722209400741,-0.05261054758572337,-0.04163653217503588,017670
17670,SK텔레콤,2023,Q3,커뮤니케이션서비스,0.0381626530379251,-0.014893618271244025,-0.0052046941048214945,0.022274316833696073,-0.013463010170140954,-0.0011983920489742061,0.004622697487933758,-0.010567793969148531,0.009367381929118457,0.07385982960090742,0.0,-0.028955398190522508,0.11207897793263655,0.03896103896103886,0.106533304958502,0.13157052320142448,-0.05261054758572337,017670
17670,SK텔레콤,2023,Q2,커뮤니케이션서비스,-0.10841990116897104,-0.002203440145168045,-0.023448858372329684,-0.07082612338038685,-0.023100014453105944,-0.04002203682073824,0.006791982639010152,-0.0003459602914673843,0.0006329286503670151,-0.08793463904479848,0.0,-0.3075171004307199,0.0022310602386272915,-0.04938271604938271,-0.03519218134034163,-0.12633529861621448,0.13157052320142448,017670
17670,SK텔레콤,2023,Q1,커뮤니케이션서비스,-0.06911517042953841,-0.02209312551684106,-0.03187474058551709,-0.15280762844293783,-0.019902362308720445,-0.0715459949844034,0.015642283636732923,0.02944185237526664,0.006759626331215296,1.1358117308532232,0.0,-0.11353477832962133,-0.12061758935426237,-0.05813953488372092,-0.08337411073888668,0.032823120372152716,-0.12633529861621448,017670
17670,SK텔레콤,2022,Q4,커뮤니케이션서비스,0.05962156290162479,0.025554474167748698,0.03245951612821951,0.14674359269049542,0.01714254439566365,0.06386248487025581,-0.009983682191215926,-0.012589472763287923,-0.00842652910776076,-0.4993079353318308,0.0,-0.11456608043309557,0.11445954938682568,0.023809523809523725,-0.12070563315019511,-0.05874943564335185,0.032823120372152716,017670
17670,SK텔레콤,2022,Q3,커뮤니케이션서비스,0.02624570072093202,-0.019692461079776846,-0.010716638333569506,-0.09842448409281335,0.03301225076499681,-0.018566328246370056,0.008327753072880473,0.0007659129162342904,0.0014129801759459326,0.020502358992131375,0.0,0.09093510066157107,0.0359464250541639,-0.023255813953488302,-0.11299650647329962,0.01864789207147642,-0.05874943564335185,017670
17670,SK텔레콤,2022,Q2,커뮤니케이션서비스,0.060635764212126686,-0.023513939728127875,-0.008138123577059675,0.08274628798980976,-0.041041564945323294,0.004002625567696816,0.0030513311321311853,-0.02537794502162538,0.013270648240247596,0.06707551107886167,0.0,0.38636857995042173,0.2746673361787626,-0.033707865168539186,0.13207484462760455,-0.09228983719541448,0.01864789207147642,017670
17670,SK텔레콤,2022,Q1,커뮤니케이션서비스,0.01832940901545732,-0.017693964115378713,-0.01130331824943398,0.026602711114411814,-0.03575510716521979,-0.013960780767539593,-0.006657338237303301,-0.007505024461338716,0.001395657289828156,1.2433740391806873,0.0,0.09364288108448604,0.14767324592997877,-0.09183673469387776,0.2602194672474454,0.08773444544634806,-0.09228983719541448,017670
17670,SK텔레콤,2021,Q4,커뮤니케이션서비스,-0.037495877766419605,-0.2049543440388749,-0.1796338233135375,0.14865886920177762,0.02733944877605521,0.06671627570294048,0.005602681422332445,-0.3832225450904193,0.015095776809364247,-0.5020872972161026,-0.31689777996818924,0.4025512712822732,0.16812521036687933,0.02083333333333348,0.08325393584683072,0.0,0.08773444544634806,017670
17670,SK텔레콤,2021,Q3,커뮤니케이션서비스,0.005833121883440651,-0.02049939131781786,-0.016606617389115175,-0.003398312425347494,-0.013489194194624132,-0.010236454245768245,-0.0013142816658591183,-0.02180949390770548,0.0019188477646814306,-0.026824217322450994,0.0,0.01761921683046319,-0.05306772908366497,-0.1504424778761062,0.06736077481840197,0.07189754101088322,0.0,017670
17670,SK텔레콤,2021,Q2,커뮤니케이션서비스,-0.03619216598109798,0.04126735971743556,0.029041368264357326,-0.04499795311835164,0.04415915788167801,0.01365479287379423,-0.10799386813233736,0.04195937905438485,0.013717164790496783,0.06852542450097943,0.0,0.7421096287815034,0.11734330484330613,-0.11023622047244086,0.131754905184698,-0.019158511337185838,0.07189754101088322,017670
17670,SK텔레콤,2021,Q1,커뮤니케이션서비스,-0.005918034362204949,-0.006277029248233923,-0.00622038374935685,-0.02221178613837671,-0.0017004893940903987,-0.008814414666036052,-0.011768428926245966,-0.004032021472452407,0.012706059823600624,0.3314760093241709,0.0,2.0127382750040668,0.17195325542571194,0.016000000000000014,0.3732219462632649,0.22431357743014252,-0.019158511337185838,017670
17670,SK텔레콤,2020,Q4,커뮤니케이션서비스,-0.044609673168170216,0.046756997727463334,0.031196427608877864,0.06114852033193996,0.10662285638020874,0.09041600709948572,0.001323383779075371,-0.013979105961002602,0.0009137488425110529,-0.12598034574820594,0.0,-0.3780443147289393,0.13205764233403983,0.04166666666666674,0.030879044146171264,-0.14644010149018505,0.22431357743014252,017670
17670,SK텔레콤,2020,Q3,커뮤니케이션서비스,0.11100086393778974,-0.009536025936180192,0.009109803807259231,0.04898219359569378,-0.007610177505331217,0.0118450362247009,0.0051816725337392455,0.007033160185617282,0.00027246454899465533,-0.023168151282885963,0.0,29.267844017171594,-0.01328671328671327,-0.032258064516129115,0.464159945473134,-0.09112350064829944,-0.14644010149018505,017670
17670,SK텔레콤,2020,Q2,커뮤니케이션서비스,-0.05536056731941541,0.020334291109052716,0.007841647681435582,-0.03657308988031771,0.005635745500795375,-0.009285708364516143,0.010230286418401402,0.021245817659235833,0.0058118032259664165,0.04828677348803301,0.0,-0.9744470971009336,-0.0835291604358025,0.15887850467289732,-0.41825270948982285,-0.09149328654056599,-0.09112350064829944,017670
17670,SK텔레콤,2020,Q1,커뮤니케이션서비스,0.004444698977104533,-0.014017962828254182,-0.011017800722044613,-0.06403606698832898,0.03150325006106902,-0.004422501499669718,-0.01618582934118651,-0.01611875830913856,0.02745593621912734,1.2156579716121936,0.0,2.326416414584117,-0.060040160642572116,0.00943396226415083,-0.20454187036744997,0.07940777204222457,-0.09149328654056599,017670
17670,SK텔레콤,2019,Q4,커뮤니케이션서비스,0.0540035140720625,0.025784161987132848,0.03026650374491524,0.08873784865326373,0.026935151403536528,0.04933378335003735,-0.0017526261261773257,0.015988059419659306,-0.02294654050248146,-0.5395333932054391,0.0,5.380260221408914,0.191387559808615,-0.05357142857142849,0.023897949297593923,-0.10149247594003277,0.07940777204222457,017670
17670,SK텔레콤,2019,Q3,커뮤니케이션서비스,0.033572085846560684,0.029412059311865857,0.03007059641322729,0.051114728517988484,0.07330911524745165,0.06515792378794716,0.005167917927432875,0.005272839815135599,0.022415499854796073,-0.08162049232446178,0.0,-0.9303677156060576,-0.21649484536082508,-0.05084745762711873,-0.10146539633409102,-0.07615511704422152,-0.10149247594003277,017670
