,name,year,quarter,sector,Relative Return,이익잉여금 변화율,국제유가 변화율,자본총계 변화율,유동자산 변화율,유동부채 변화율,금리 변화율,Label,Code
28,현대중공업,2017,Q4,중공업,-0.01841720279183428,-0.029126121654050263,0.18077144502014986,-0.04854774397284356,0.05494720549471421,-0.04285670852854084,0.094065934065934,-0.039651490183877015,009540
28,삼성중공업,2017,Q4,중공업,-0.19236031889095792,-0.12130068231436508,0.18077144502014986,-0.06924671662234116,0.025721042712047115,0.09416397306069335,0.094065934065934,-0.024362785350564787,010140
28,현대미포조선,2017,Q4,중공업,0.08969641466375573,0.06545086132247757,0.18077144502014986,-0.05672640515597105,0.35700376544712364,0.02895634871985009,0.094065934065934,-0.004316584655314457,010620
28,한화테크윈,2017,Q4,중공업,-0.1466206625717485,0.0047984019931976984,0.18077144502014986,-0.050650449523493624,-0.05004488801693807,0.2149078588348714,0.094065934065934,-0.03228483745982873,012450
28,SK텔레콤,2017,Q4,커뮤니케이션서비스,-0.019053309746288723,0.010236818087558275,0.18077144502014986,0.01231973225323002,0.037929439711723134,0.053217123202783156,0.094065934065934,-0.06036099655273837,017670
28,현대엘리베이,2017,Q4,중공업,0.48308545217253007,-0.1432829954608663,0.18077144502014986,-0.04995042637438141,-0.16054107897243908,0.07253454700509243,0.094065934065934,0.44992560097887235,017800
28,제일기획,2017,Q4,커뮤니케이션서비스,-0.03791708898999439,0.029247002417571055,0.18077144502014986,0.03357778067484363,0.12500038207036956,0.15700479275525603,0.094065934065934,0.07672048559557727,030000
28,KT,2017,Q4,커뮤니케이션서비스,0.00493876419356485,-0.021342152786148927,0.18077144502014986,-0.01670451978982601,-0.04855291914509041,0.04841013202473765,0.094065934065934,-0.015919384177789965,030200
28,LG유플러스,2017,Q4,커뮤니케이션서비스,0.0437630148841488,0.09311402609784758,0.18077144502014986,0.0312683411800343,0.023156424105089224,0.07090381402582535,0.094065934065934,0.02172645455697799,032640
28,두산중공업,2017,Q4,중공업,-0.02916919858377489,-0.06948751653551055,0.18077144502014986,0.009652226378505713,-0.1433520707276279,-0.003299710850138804,0.094065934065934,0.28054758102498945,034020
28,SBS,2017,Q4,커뮤니케이션서비스,0.09360478545121158,0.039268801981318324,0.18077144502014986,0.02876505594531209,0.24284380840669528,0.015351962204917635,0.094065934065934,0.01635574230050323,034120
28,NAVER,2017,Q4,커뮤니케이션서비스,0.023345685819727034,0.043008621103411304,0.18077144502014986,0.05905787436210197,0.1611955064522974,0.26166696453351324,0.094065934065934,-0.09113799412642466,035420
28,엔씨소프트,2017,Q4,커뮤니케이션서비스,0.03490457706709513,0.05039118982316526,0.18077144502014986,-0.15671930016418312,0.08350560013703712,0.16251634019339778,0.094065934065934,-0.19370084818128563,036570
28,대우조선해양,2017,Q4,중공업,0.5218048294602841,-11.470368969284785,0.18077144502014986,-0.2331234725384176,-0.0402975390946696,-0.017076084530934788,0.094065934065934,-0.050739980405324146,042660
28,두산인프라코어,2017,Q4,중공업,0.11213411646875471,-0.47328526211447675,0.18077144502014986,-0.29500743669288854,-0.2771672318116457,0.047140030268580935,0.094065934065934,0.13536130743664754,042670
28,현대로템,2017,Q4,중공업,-0.13730040271222183,-0.11424984223354029,0.18077144502014986,-0.045494822881380736,0.06142724311646108,0.2063343045591386,0.094065934065934,1.5299712638731477,064350
28,두산엔진,2017,Q4,중공업,0.42904084447046403,-0.7752111997540799,0.18077144502014986,-0.0056205561586633035,-0.17785345573694622,-0.1012894889671545,0.094065934065934,0.1799848868986158,082740
28,한진중공업,2017,Q4,중공업,-0.0989151147605041,0.1698251748827393,0.18077144502014986,-0.21741546111801757,-0.11392605903043274,0.8324012562777705,0.094065934065934,0.13715988105591903,097230
