,name,year,quarter,sector,Relative Return,이익잉여금 변화율,국제유가 변화율,자본총계 변화율,유동자산 변화율,유동부채 변화율,금리 변화율,Label,Code
34,현대중공업,2016,Q2,중공업,0.30707160652611776,0.008274508032228178,0.3509743792660007,0.09743375813169353,-0.02176884354010622,-0.08047092082008223,-0.08606485539000996,0.05501709048547251,009540
34,삼성중공업,2016,Q2,중공업,-0.05073426959654201,-0.037792203342606356,0.3509743792660007,-0.031792631301902685,-0.0447423910644299,-0.0392907316176736,-0.08606485539000996,0.12193879833170787,010140
34,현대미포조선,2016,Q2,중공업,0.12352861010544332,0.07705193894539986,0.3509743792660007,0.14159877662706144,0.06084286941827166,0.02123055174465205,-0.08606485539000996,-0.20250429185804758,010620
34,한화테크윈,2016,Q2,중공업,0.22504868852247512,0.028050393446336974,0.3509743792660007,0.03164113197955176,-0.15839136140694676,-0.03484965262423445,-0.08606485539000996,-0.1312677818950058,012450
34,SK텔레콤,2016,Q2,커뮤니케이션서비스,0.003591069211464598,0.02078781277190256,0.3509743792660007,0.018294949240986735,0.13215845161126172,-0.027738886590991774,-0.08606485539000996,-0.01600971733972347,017670
34,현대엘리베이,2016,Q2,중공업,0.016276732456174878,0.6615879993186664,0.3509743792660007,0.047230725206144575,-0.022442113097338456,0.1283954081412917,-0.08606485539000996,-0.009155151601217167,017800
34,제일기획,2016,Q2,커뮤니케이션서비스,-0.01956933386482041,0.03404434101615217,0.3509743792660007,0.04086918170111686,0.03379728514131464,0.005435228844991702,-0.08606485539000996,-0.06592390631357364,030000
34,KT,2016,Q2,커뮤니케이션서비스,-0.033891037448811286,-0.0003063486520878955,0.3509743792660007,0.018923002637544872,-0.019543407339537078,0.036295203591310665,-0.08606485539000996,-0.012806725329420184,030200
34,LG유플러스,2016,Q2,커뮤니케이션서비스,-0.018441639005782266,0.12362288511995922,0.3509743792660007,0.029426334199400106,0.02612523638025288,0.061455543743405894,-0.08606485539000996,-0.01851175963672108,032640
34,두산중공업,2016,Q2,중공업,0.1378535400344948,0.00515292108366916,0.3509743792660007,0.036384417480324505,-0.09309953512640967,-0.058890266218150966,-0.08606485539000996,0.010496060985617686,034020
34,SBS,2016,Q2,커뮤니케이션서비스,-0.16733052789467118,-0.016727131727785616,0.3509743792660007,-0.018315671067949957,-0.005222836288468757,0.08538871995430553,-0.08606485539000996,-0.04534157322973078,034120
34,NAVER,2016,Q2,커뮤니케이션서비스,0.09810711953182953,0.0535861269982032,0.3509743792660007,0.07470570232121632,0.057951607656736126,0.025653898235572292,-0.08606485539000996,-0.011310178185146937,035420
34,엔씨소프트,2016,Q2,커뮤니케이션서비스,-0.0019713489434424747,0.06367476242572989,0.3509743792660007,0.05138670552985847,0.05964258095631836,-0.4090767266352444,-0.08606485539000996,0.02484209754913413,036570
34,대우조선해양,2016,Q2,중공업,-0.13829224591521272,1.5099529295759533,0.3509743792660007,-3.0767494994153344,-0.035318874760743024,-0.006830870435116876,-0.08606485539000996,0.0,042660
34,두산인프라코어,2016,Q2,중공업,0.25712058863751125,-3.618092924479357,0.3509743792660007,0.09131161512205987,-0.37775643706165174,-0.1867036197091987,-0.08606485539000996,0.00431737201593998,042670
34,현대로템,2016,Q2,중공업,0.3009329451592211,0.0390200909687719,0.3509743792660007,0.014946688170337508,-0.03058206404533137,-0.0732569347551254,-0.08606485539000996,-0.13135165542036203,064350
34,두산엔진,2016,Q2,중공업,0.22535239893459713,7.956959310350099,0.3509743792660007,0.5430113885636416,-0.05504480333921735,0.021480080961269188,-0.08606485539000996,-0.19157843471200448,082740
34,한진중공업,2016,Q2,중공업,0.16926032076743514,-2.6210119840213046,0.3509743792660007,-0.07077273194064126,-0.18128817013385767,-0.4420415696272537,-0.08606485539000996,-0.1230983132457033,097230
