,name,year,quarter,sector,Relative Return,이익잉여금 변화율,국제유가 변화율,자본총계 변화율,유동자산 변화율,유동부채 변화율,금리 변화율,Label,Code
15,현대중공업,2021,Q1,중공업,0.18953198958350204,-0.0006079874917795935,0.3732219462632649,0.0026460640652365974,0.001404086072111399,-0.045640051438421425,0.17195325542571194,-0.19266093166180845,009540
15,삼성중공업,2021,Q1,중공업,-0.11626654964734412,3.645024726220785,0.3732219462632649,-0.1066081750304898,-0.13404033794694936,-0.08178357075668097,0.17195325542571194,0.0747392888799497,010140
15,현대미포조선,2021,Q1,중공업,0.5357704126401688,0.01484695222117427,0.3732219462632649,0.011278373949034748,-0.0016163748423022595,-0.039299770742631024,0.17195325542571194,-0.11281805848560195,010620
15,한화테크윈,2021,Q1,중공업,0.03199781496555087,0.05572026705194788,0.3732219462632649,0.03843617101419361,0.08767229620610917,0.11591318174333698,0.17195325542571194,0.19907837896605596,012450
15,SK텔레콤,2021,Q1,커뮤니케이션서비스,0.22431357743014252,-0.011768428926245966,0.3732219462632649,-0.004032021472452407,-0.005918034362204949,-0.02221178613837671,0.17195325542571194,-0.019158511337185838,017670
15,현대엘리베이,2021,Q1,중공업,0.11894539345943225,-0.05342071549456273,0.3732219462632649,-0.01194001390924182,0.005149193171778421,0.05917491567554878,0.17195325542571194,0.03388645071062363,017800
15,제일기획,2021,Q1,커뮤니케이션서비스,0.079842253040428,-0.0868289798769365,0.3732219462632649,-0.10144435722397349,-0.10998181434949894,-0.02318066897029747,0.17195325542571194,0.020513327195747593,030000
15,KT,2021,Q1,커뮤니케이션서비스,0.14838908409715276,-0.0010926039242230567,0.3732219462632649,-0.01447617486712105,0.018387212269209474,-0.006674972801770984,0.17195325542571194,0.10855701705614026,030200
15,LG유플러스,2021,Q1,커뮤니케이션서비스,0.23651442304334377,0.0009772874611306825,0.3732219462632649,0.0006922236258417591,0.05248568306772161,0.03966565174488479,0.17195325542571194,-0.009723078554463811,032640
15,두산중공업,2021,Q1,중공업,0.10338240903317135,-1.1160859857687895,0.3732219462632649,0.03162883599248523,0.19446059495005796,0.05749180123954978,0.17195325542571194,0.7244685390492225,034020
15,SBS,2021,Q1,커뮤니케이션서비스,0.3383103043648658,0.07147075439258366,0.3732219462632649,0.05143391912729878,0.0811671816158499,0.19411609985169842,0.17195325542571194,0.7944338262251008,034120
15,NAVER,2021,Q1,커뮤니케이션서비스,-0.12525002619150338,0.030787613742740527,0.3732219462632649,0.07569221084811617,1.1809764212579785,0.13062805923956256,0.17195325542571194,0.29486922013960243,035420
15,엔씨소프트,2021,Q1,커뮤니케이션서비스,-0.12412710673813299,-0.033341716247256126,0.3732219462632649,0.07228416491876732,0.004034435887603216,0.7236997094626423,0.17195325542571194,-0.0367189026763012,036570
15,대우조선해양,2021,Q1,중공업,0.35915649211744693,-0.3824000341489494,0.3732219462632649,-0.06054029009108708,-0.06301005092762701,-7.481768652450871e-05,0.17195325542571194,-0.15944310887287957,042660
15,두산인프라코어,2021,Q1,중공업,0.2743185720484617,0.3127344068884308,0.3732219462632649,0.04141894722693329,0.22330212724074583,0.050107611760041415,0.17195325542571194,0.4699380857375547,042670
15,현대로템,2021,Q1,중공업,-0.04655100636791496,-0.1014981334314875,0.3732219462632649,0.014278783007643625,0.04946381443086367,0.055609867434349924,0.17195325542571194,0.22285094385006707,064350
15,두산엔진,2021,Q1,중공업,0.3212788906987244,0.20173632035092837,0.3732219462632649,0.10616166878540967,0.07003410220681361,-0.022767092463265692,0.17195325542571194,-0.22223448239058458,082740
15,한진중공업,2021,Q1,중공업,0.1713770196377581,0.03384340077122783,0.3732219462632649,-0.1279453713586628,-0.05079826106509766,0.023795076787078262,0.17195325542571194,-0.012660931661808445,097230
