,name,year,quarter,sector,Relative Return,이익잉여금 변화율,국제유가 변화율,자본총계 변화율,유동자산 변화율,유동부채 변화율,금리 변화율,Label,Code
2,현대중공업,2024,Q2,중공업,0.47399972928725354,0.006765231313940134,0.01979840167061564,0.009400955029616576,0.23215455055714518,0.021468038123478417,0.02546205269366908,0.05632699984763589,009540
2,삼성중공업,2024,Q2,중공업,0.10666313721558776,-0.025811324371774358,0.01979840167061564,0.06280803840761529,0.018500884517164362,0.009977015416210211,0.02546205269366908,0.15207878626156152,010140
2,현대미포조선,2024,Q2,중공업,0.4355049531430463,0.01744456509775194,0.01979840167061564,0.012231135521482361,-0.01683716089877829,-0.014857065209276765,0.02546205269366908,0.09890692446022838,010620
2,한화테크윈,2024,Q2,중공업,0.42999020173573543,0.061221122366269976,0.01979840167061564,0.046791071275524176,0.22333669807738432,0.14032794546811234,0.02546205269366908,0.37474988351701755,012450
2,SK텔레콤,2024,Q2,커뮤니케이션서비스,0.08785202885842457,0.004013371679929545,0.01979840167061564,0.0017920098067087942,-0.05995312111231943,-0.04400103086793394,0.02546205269366908,0.1480776425971261,017670
2,현대엘리베이,2024,Q2,중공업,0.06220879736300331,0.09705861081592415,0.01979840167061564,0.03838079129395333,-0.20690276792887863,-0.08941199957267498,0.02546205269366908,0.2528290623784065,017800
2,제일기획,2024,Q2,커뮤니케이션서비스,-0.05285491260701005,0.0424512655515219,0.01979840167061564,0.05415895897610734,-0.10442260320081476,-0.1679893938911874,0.02546205269366908,0.14019050476377237,030000
2,KT,2024,Q2,커뮤니케이션서비스,0.09554830945591036,0.0011010839094862668,0.01979840167061564,0.01993037346673976,-0.01671787790954682,-0.021754654738667556,0.02546205269366908,0.222114110545662,030200
2,LG유플러스,2024,Q2,커뮤니케이션서비스,0.00896016004143508,0.0313839781737375,0.01979840167061564,0.019034577864533997,0.09471554915255442,0.005845572896508999,0.02546205269366908,0.15455574478690715,032640
2,두산중공업,2024,Q2,중공업,0.06835882263387019,0.6368353053418792,0.01979840167061564,0.020015771723288278,-0.03869907215143786,-0.033487652868849915,0.02546205269366908,0.20670740391865988,034020
2,SBS,2024,Q2,커뮤니케이션서비스,-0.2500714753333872,0.008678222187901818,0.01979840167061564,0.006773905514708467,-0.1494112896183709,-0.21541563977296685,0.02546205269366908,0.013590057813970768,034120
2,NAVER,2024,Q2,커뮤니케이션서비스,-0.10666826333042465,0.025878529335799927,0.01979840167061564,0.01943032924567656,0.030451380131635064,-0.11214959060977447,0.02546205269366908,0.27535199399224725,035420
2,엔씨소프트,2024,Q2,커뮤니케이션서비스,-0.09225738547868659,0.011710499486744297,0.01979840167061564,-0.020256752743651463,-0.07416074517160343,-0.12351110151770905,0.02546205269366908,0.21888764133863128,036570
2,대우조선해양,2024,Q2,중공업,0.03332703308516264,0.15077608273236542,0.01979840167061564,-0.011712034424319562,0.12354914667139649,0.17132385280733664,0.02546205269366908,0.2569319148554025,042660
2,두산인프라코어,2024,Q2,중공업,-0.09410343025277107,0.035048841467313574,0.01979840167061564,0.0037275646243526417,0.0011555677460568514,0.09093330207251049,0.02546205269366908,0.11017816569474759,042670
2,현대로템,2024,Q2,중공업,0.42347536927754004,0.3178005189722195,0.01979840167061564,0.06441169664417634,-0.042737615654566796,-0.05009575908713493,0.02546205269366908,0.29508604781721015,064350
2,두산엔진,2024,Q2,중공업,0.013749766013346529,-0.10490481683922936,0.01979840167061564,0.03913118259721382,-0.06725505366111895,-0.12680185990778758,0.02546205269366908,0.269727500512098,082740
2,한진중공업,2024,Q2,중공업,-0.02599371327836455,0.02742794961419248,0.01979840167061564,-0.11703872962986939,-0.04754286393486462,-0.023075741147262963,0.02546205269366908,0.043549697889725306,097230
