Year,Quarter,공시일,sj_div,account_nm,thstrm_dt,thstrm_amount
2022,Q1,20220516,BS,유동자산,2022.03.31 현재,"3,345,321,502,828"
2022,Q1,20220516,BS,비유동자산,2022.03.31 현재,"3,452,696,413,418"
2022,Q1,20220516,BS,자산총계,2022.03.31 현재,"6,798,017,916,246"
2022,Q1,20220516,BS,유동부채,2022.03.31 현재,"1,325,151,703,532"
2022,Q1,20220516,BS,비유동부채,2022.03.31 현재,"108,126,595,997"
2022,Q1,20220516,BS,부채총계,2022.03.31 현재,"1,433,278,299,529"
2022,Q1,20220516,BS,자본금,2022.03.31 현재,"388,003,400,000"
2022,Q1,20220516,BS,이익잉여금,2022.03.31 현재,"240,748,530,123"
2022,Q1,20220516,BS,자본총계,2022.03.31 현재,"5,364,739,616,717"
2022,Q1,20220516,IS,매출액,2022.01.01 ~ 2022.03.31,1987066893872
2022,Q1,20220516,IS,영업이익,2022.01.01 ~ 2022.03.31,272900171634
2022,Q1,20220516,IS,법인세차감전 순이익,2022.01.01 ~ 2022.03.31,309299029866
2022,Q1,20220516,IS,당기순이익,2022.01.01 ~ 2022.03.31,237982276040
2022,Q1,20220516,IS,당기순이익(손실),2022.01.01 ~ 2022.03.31,237982276040
2022,Q2,20220816,BS,유동자산,2022.06.30 현재,"3,793,481,513,156"
2022,Q2,20220816,BS,비유동자산,2022.06.30 현재,"3,561,705,995,214"
2022,Q2,20220816,BS,자산총계,2022.06.30 현재,"7,355,187,508,370"
2022,Q2,20220816,BS,유동부채,2022.06.30 현재,"1,620,447,500,770"
2022,Q2,20220816,BS,비유동부채,2022.06.30 현재,"127,772,095,865"
2022,Q2,20220816,BS,부채총계,2022.06.30 현재,"1,748,219,596,635"
2022,Q2,20220816,BS,자본금,2022.06.30 현재,"388,003,400,000"
2022,Q2,20220816,BS,이익잉여금,2022.06.30 현재,"498,462,031,952"
2022,Q2,20220816,BS,자본총계,2022.06.30 현재,"5,606,967,911,735"
2022,Q2,20220816,IS,매출액,2022.01.01 ~ 2022.06.30,1996400898304
2022,Q2,20220816,IS,영업이익,2022.01.01 ~ 2022.06.30,254545714001
2022,Q2,20220816,IS,법인세차감전 순이익,2022.01.01 ~ 2022.06.30,340206153349
2022,Q2,20220816,IS,당기순이익,2022.01.01 ~ 2022.06.30,257713501829
2022,Q2,20220816,IS,당기순이익(손실),2022.01.01 ~ 2022.06.30,257713501829
2022,Q3,20221114,BS,유동자산,2022.09.30 현재,"4,347,336,363,686"
2022,Q3,20221114,BS,비유동자산,2022.09.30 현재,"3,633,177,504,163"
2022,Q3,20221114,BS,자산총계,2022.09.30 현재,"7,980,513,867,849"
2022,Q3,20221114,BS,유동부채,2022.09.30 현재,"1,898,548,221,892"
2022,Q3,20221114,BS,비유동부채,2022.09.30 현재,"152,029,377,498"
2022,Q3,20221114,BS,부채총계,2022.09.30 현재,"2,050,577,599,390"
2022,Q3,20221114,BS,자본금,2022.09.30 현재,"388,003,400,000"
2022,Q3,20221114,BS,이익잉여금,2022.09.30 현재,"833,313,548,880"
2022,Q3,20221114,BS,자본총계,2022.09.30 현재,"5,929,936,268,459"
2022,Q3,20221114,IS,매출액,2022.01.01 ~ 2022.09.30,1807074150237
2022,Q3,20221114,IS,영업이익,2022.01.01 ~ 2022.09.30,323083472614
2022,Q3,20221114,IS,법인세차감전 순이익,2022.01.01 ~ 2022.09.30,451410843143
2022,Q3,20221114,IS,당기순이익,2022.01.01 ~ 2022.09.30,334851516928
2022,Q3,20221114,IS,당기순이익(손실),2022.01.01 ~ 2022.09.30,334851516928
2022,Q4,20220308,BS,유동자산,2022.12.31 현재,"3,968,881,562,303"
2022,Q4,20220308,BS,비유동자산,2022.12.31 현재,"3,941,375,254,869"
2022,Q4,20220308,BS,자산총계,2022.12.31 현재,"7,910,256,817,172"
2022,Q4,20220308,BS,유동부채,2022.12.31 현재,"1,757,496,589,058"
2022,Q4,20220308,BS,비유동부채,2022.12.31 현재,"366,895,151,373"
2022,Q4,20220308,BS,부채총계,2022.12.31 현재,"2,124,391,740,431"
2022,Q4,20220308,BS,자본금,2022.12.31 현재,"388,003,400,000"
2022,Q4,20220308,BS,이익잉여금,2022.12.31 현재,"688,165,951,503"
2022,Q4,20220308,BS,자본총계,2022.12.31 현재,"5,785,865,076,741"
2022,Q4,20220308,IS,매출액,2022.01.01 ~ 2022.12.31,1454452378119
2022,Q4,20220308,IS,영업이익,2022.01.01 ~ 2022.12.31,-50834328537
2022,Q4,20220308,IS,법인세차감전 순이익,2022.01.01 ~ 2022.12.31,-171113044279
2022,Q4,20220308,IS,당기순이익,2022.01.01 ~ 2022.12.31,-129189517214
2022,Q4,20220308,IS,당기순이익(손실),2022.01.01 ~ 2022.12.31,-129189517214
