,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
23,Hyundai_Merchant_Marine,Transportation,2018,Q4,-0.009293441011245962,0.4166831311494843,-0.05237107684730313,-0.0057894874515465045,0.05742300802200817,-0.020646964428991665,-0.05203651224742423,-0.1108876716067182,-1.2656047558992216,0.41804363369310604,-0.12531721584689703,011200
