,name,sector,year,quarter,매출액변화율,영업이익변화율,유동부채변화율,비유동자산변화율,비유동부채변화율,Relative Return,특정 증권 등 소유 증감 비율변화율,전체 주식 수변화율,보유 주식 수변화율,특정 증권 등 소유 비율변화율,Label,Code
8,Hyundai_Merchant_Marine,Transportation,2022,Q3,-0.018312089283430755,0.10219497374062703,-0.16629511250249784,0.30084775405920505,0.055946026632306745,-0.00011480033107350018,0.6181113748408558,0.002161943663910204,-0.09407934065575585,-0.138459519742143,-0.17137600414615184,011200
